# DeltaF, Fb, t0, u0, tE, rho, Pb, mu_b, sig_b
0.207906 0.198282 7671.67 1.05417 16.8941 0.0170733 0.793881 0.219551 0.418974
0.13193 0.0784126 7336.47 0.934004 316.138 0.00863218 0.795396 0.60341 1.05012
0.737986 0.231627 7884.14 0.314135 30.8476 0.000243502 0.527432 0.207442 0.101277
0.782783 0.230297 7894.08 0.717539 9.69047 0.00537852 0.889614 0.14724 0.601854
0.675086 0.740332 7836.4 0.290346 111.44 0.0012398 0.116553 0.283989 0.143078
0.228828 0.171569 7383.61 0.185374 129.218 0.00705804 0.449401 0.143321 0.22643
0.756749 0.228303 7884.1 0.273074 33.1897 0.0336973 0.523958 0.211326 0.100824
0.662582 0.196052 7241.96 0.0906095 37.7428 0.00274176 0.597472 0.287719 0.289323
0.730127 0.302317 7840.74 0.558586 87.4785 0.0239881 0.319752 0.217087 0.0920641
0.556624 0.199327 7881.44 0.0441036 349.362 0.000790785 0.121708 0.215071 0.0962784
0.976548 0.251932 7809.4 0.300513 189.747 0.000967989 0.215344 0.230054 0.0916154
0.575184 0.0404195 8028.02 0.12797 362.222 0.000972303 0.774198 0.40311 0.518843
0.838449 0.219049 7885.99 0.90583 12.2225 0.000178621 0.644897 0.259352 0.182965
0.240438 0.229644 7905.78 0.296449 25.0693 0.0113707 0.932672 0.36066 0.257884
0.751616 0.226231 7884.12 0.293746 32.8074 0.0495621 0.543264 0.21098 0.10319
0.218065 0.677729 7301.93 0.429223 13.7819 0.0291479 0.0872362 0.214259 0.0947562
0.033965 0.24654 7870.78 0.0453285 197.709 0.0166358 0.564793 0.437697 0.230397
0.753269 0.227782 7884.17 0.284545 32.9982 0.0480912 0.524407 0.211351 0.101962
0.747881 0.228821 7884.17 0.294067 32.5626 0.0505966 0.515762 0.209719 0.10151
0.0910559 0.0999488 7543.8 0.140923 189.572 0.000735493 0.177448 0.253054 0.226449
0.865034 0.190498 7903.94 0.581182 9.58637 0.00762487 0.880027 0.613862 0.162298
0.585534 0.182823 7703.24 1.16842 18.9552 0.0106266 0.858557 0.436482 0.11956
0.712438 0.273232 7884.76 0.237652 36.109 0.00153063 0.578088 0.180762 0.0828025
0.154869 0.820305 7948.87 1.3048 196.135 0.000170949 0.129881 0.224274 0.114622
0.731641 0.231333 7883.77 0.332286 31.7022 0.0222158 0.479478 0.213569 0.0988392
0.352769 0.224897 7906.41 1.36244 3.57171 0.00380512 0.75732 0.316807 0.214147
0.750584 0.22909 7884.31 0.265152 34.2894 0.0169254 0.528034 0.207574 0.101317
0.452692 0.183569 7258.64 0.0203662 223.419 0.000341408 0.936652 0.923498 0.832987
0.805874 0.209144 7681.11 0.599943 8.30287 0.00881568 0.939421 0.578717 0.115923
0.769007 0.159794 7886.62 0.72133 19.0208 0.00148853 0.369164 0.229291 0.081281
0.742143 0.237759 7883.93 0.272569 32.0853 0.00647656 0.483675 0.208676 0.0994099
0.739783 0.234992 7883.84 0.270156 34.8154 0.000176572 0.520779 0.207443 0.0966806
0.588847 0.252878 7878.06 1.0042 20.2253 0.00159361 0.312208 0.166218 0.091473
0.733714 0.226897 7884 0.326933 30.9807 0.0548919 0.521833 0.213897 0.100691
0.73834 0.226908 7884.06 0.302121 32.8368 0.0505141 0.514727 0.209592 0.101281
0.748484 0.229478 7884.16 0.297221 32.2833 0.0520446 0.514036 0.20962 0.10087
0.480379 0.560309 7881.95 1.00352 3.38046 0.00450973 0.0431899 0.224756 0.0819673
0.746103 0.224787 7883.96 0.393932 27.8521 0.000388005 0.530899 0.208353 0.110048
0.0367016 0.140231 7270.42 0.644359 1.00429 0.0259566 0.469354 0.188934 0.247908
0.740154 0.228711 7884.17 0.308975 31.7432 0.0549955 0.529637 0.210853 0.101553
0.651783 0.216251 7883.85 0.997946 17.8797 0.00843467 0.464908 0.211835 0.100659
0.704995 0.226966 7883.86 0.462049 25.4557 0.0162739 0.480824 0.223746 0.0991044
0.733765 0.227914 7884.1 0.328503 30.6662 0.0571691 0.524547 0.210933 0.102059
0.747688 0.230608 7884.2 0.28925 32.2165 0.0412 0.517962 0.209984 0.100291
0.746083 0.23053 7884.16 0.291124 32.482 0.0508092 0.52819 0.208945 0.10122
0.0744864 0.205442 7258.75 0.810627 235.604 0.000398961 0.656339 0.36706 0.196201
0.740474 0.228672 7884.15 0.290133 33.0715 0.047984 0.525355 0.209516 0.101151
0.729324 0.228632 7884 0.318014 31.954 0.0125682 0.519021 0.211347 0.101901
0.74718 0.227046 7884.24 0.29337 32.7662 0.0499186 0.514073 0.210181 0.101106
0.744117 0.22637 7884.14 0.296983 32.6456 0.0500519 0.522797 0.211427 0.101701
0.734493 0.223876 7884.18 0.336533 30.424 0.00365669 0.50558 0.212309 0.102055
0.749157 0.228103 7884.13 0.290196 33.0283 0.0498567 0.518773 0.210293 0.101249
0.748199 0.228542 7884.14 0.284225 33.1221 0.0468648 0.524646 0.210317 0.0998656
0.741118 0.230569 7884.14 0.293252 32.6637 0.0513329 0.530204 0.208825 0.100998
0.746565 0.228574 7884.16 0.279226 33.6019 0.0118293 0.522282 0.21175 0.102301
0.747024 0.228518 7884.14 0.286033 33.1725 0.0494754 0.519898 0.210809 0.101006
0.748831 0.227362 7884.14 0.293564 32.3257 0.0489634 0.534165 0.211657 0.102056
0.742791 0.225066 7884.14 0.267124 35.3723 0.044695 0.53443 0.212931 0.101016
0.747964 0.227744 7884.17 0.298844 32.1007 0.05117 0.542307 0.209709 0.102835
0.761432 0.226598 7884.22 0.266976 34.1583 0.0380773 0.50992 0.210922 0.101984
0.761874 0.224296 7884.16 0.272592 33.9191 0.00199753 0.511722 0.213188 0.102662
0.74401 0.228561 7884.2 0.272957 35.1412 0.0445029 0.50118 0.209958 0.0991824
0.73129 0.232067 7883.69 0.295491 34.3324 0.000883898 0.541993 0.207972 0.103245
0.75425 0.218344 7882.24 0.194602 37.9584 0.0148178 0.578775 0.222404 0.142853
0.742303 0.226075 7884.01 0.297334 32.764 0.0498654 0.517174 0.212698 0.100685
0.722632 0.225905 7884.27 0.309961 32.3294 0.0183406 0.534967 0.211094 0.102664
0.757311 0.227202 7884.3 0.286293 32.4518 0.0497829 0.524911 0.212566 0.101296
0.81082 0.193399 7886 0.798237 15.6816 0.0234281 0.414883 0.264036 0.116831
0.739588 0.228032 7884.18 0.305282 31.9308 0.0541575 0.531687 0.209881 0.102372
0.733042 0.221727 7884.45 0.707754 19.1183 0.00124908 0.567101 0.202635 0.116821
0.740176 0.227955 7884.06 0.265343 35.3091 0.0214063 0.525478 0.208076 0.101157
0.746379 0.227427 7884.16 0.297604 32.4235 0.0485362 0.52595 0.210165 0.102372
0.746713 0.223766 7884.23 0.293572 33.0459 0.0499648 0.518563 0.212729 0.102189
0.759786 0.233034 7884.18 0.24899 33.5602 0.0114632 0.543739 0.205483 0.103283
0.733165 0.235976 7884.09 0.30425 32.4828 0.00909978 0.480788 0.20791 0.0968725
0.679436 0.222984 7884.29 0.908408 17.5639 0.00423005 0.568199 0.210686 0.100693
0.736052 0.230814 7884.04 0.314839 31.2403 0.053721 0.544582 0.208251 0.100072
0.737548 0.231657 7884.02 0.288898 33.2464 0.00607221 0.522895 0.20601 0.100713
0.775337 0.228713 7884.41 0.248928 34.6771 0.00139737 0.515934 0.209259 0.101211
0.733015 0.227379 7884.12 0.305688 32.6543 0.0126756 0.527947 0.211641 0.105148
0.742162 0.228587 7884.08 0.308589 32.0045 0.0520474 0.524899 0.208871 0.101696
0.745115 0.228186 7884.18 0.303861 30.0993 0.0139964 0.567224 0.211897 0.108886
0.756951 0.226182 7884.17 0.283533 32.4462 0.00286151 0.53019 0.207977 0.0998632
0.739064 0.231029 7884.09 0.300787 32.318 0.051877 0.520288 0.209303 0.10025
0.738531 0.232306 7884.38 0.319692 30.1681 0.00360417 0.478132 0.211492 0.0992919
0.739939 0.225261 7884.15 0.30638 31.9562 0.0540975 0.542263 0.214086 0.102373
0.735629 0.230612 7884.19 0.31559 31.9214 0.0121828 0.50187 0.209237 0.0977905
0.712709 0.24166 7884.02 0.293908 32.0803 0.0159782 0.481096 0.204182 0.100869
0.720576 0.228495 7883.95 0.306305 35.0564 0.00919163 0.460292 0.211956 0.0997479
0.594591 0.247505 7882.57 1.05732 19.0864 0.00819958 0.515029 0.184442 0.0779623
0.718348 0.229967 7883.94 0.299521 32.6396 0.0205674 0.495735 0.210545 0.101181
0.754263 0.228318 7884.22 0.27535 33.1215 0.00702486 0.529694 0.209515 0.101547
0.738927 0.229278 7884.15 0.29077 32.9843 0.0495591 0.525605 0.209096 0.100955
0.713165 0.243246 7884.19 0.161953 50.0437 0.00367518 0.46721 0.217526 0.10254
0.632029 0.180576 7868.35 0.834366 38.5793 0.0239753 0.409936 0.224231 0.0958321
0.73611 0.228753 7884.12 0.300505 32.5729 0.0525096 0.520895 0.208762 0.101007
0.738478 0.230165 7884.16 0.289623 33.6211 0.0499507 0.515412 0.210053 0.101309
0.758364 0.222622 7884.06 0.270538 34.6503 0.0048972 0.520231 0.213556 0.101977
0.883147 0.222481 7884.47 0.0606734 97.3397 0.00208212 0.5108 0.205935 0.0976718
0.754785 0.28087 7883.65 0.0827019 66.1126 0.00178401 0.430246 0.178254 0.0775509
0.75205 0.227544 7884.02 0.275606 33.4531 0.00477187 0.521503 0.212396 0.100213
0.61164 0.230167 7883.34 1.38712 13.3264 0.0222091 0.604018 0.232729 0.116176
0.749218 0.228434 7884.14 0.296332 32.1158 0.0519158 0.518971 0.209506 0.100833
0.787904 0.206495 7884.12 0.100221 76.5197 0.0129124 0.589433 0.21897 0.105035
0.758886 0.228051 7884.15 0.263838 34.512 0.0424399 0.514322 0.212793 0.100963
0.746427 0.22897 7884.24 0.307379 31.3738 0.0552865 0.530453 0.209418 0.101892
0.756095 0.227651 7884.24 0.312348 31.1302 0.0550332 0.527817 0.209963 0.101453
0.770339 0.223073 7884.35 0.289539 31.6836 0.00258154 0.547779 0.218126 0.104148
0.733487 0.22817 7884.15 0.336657 30.3487 0.00650139 0.514236 0.212171 0.100705
0.748819 0.23738 7884.04 0.331584 28.4075 0.00270715 0.493256 0.21163 0.0991787
0.933324 0.183931 7849.75 0.572384 68.6742 0.00127067 0.322537 0.192154 0.116494
0.775167 0.224365 7884.14 0.257112 33.8385 0.01513 0.539455 0.211364 0.10417
0.749838 0.226786 7884.34 0.331795 29.6324 0.0052206 0.536923 0.210771 0.101834
0.164546 0.247528 7276.64 0.123082 27.775 0.00141187 0.559674 0.419184 0.192386
0.680049 0.241397 7883.23 0.401878 29.0654 0.00337153 0.504708 0.196769 0.092246
0.911675 0.949415 7410.84 1.44944 182.995 0.00195853 0.199131 0.2141 0.0812422
0.710186 0.234907 7883.83 0.32098 31.0845 0.00426812 0.546634 0.204505 0.0984765
0.745471 0.227971 7884.21 0.318235 30.7707 0.0149903 0.540675 0.212806 0.102855
0.748135 0.229143 7884.15 0.291231 32.5343 0.0503366 0.53204 0.208147 0.102103
0.743056 0.230838 7884.08 0.289736 32.0296 0.00531342 0.491354 0.203069 0.0945459
0.0783674 0.196128 7167.15 0.518511 300.96 0.00138165 0.726744 0.394379 0.234558
0.601933 0.292062 7840.84 1.4588 51.833 0.0109187 0.500426 0.161652 0.0734054
0.750104 0.229517 7884.19 0.29714 32.0927 0.0495782 0.520726 0.209031 0.101274
0.245073 0.876399 7709.94 0.563466 101.693 0.00615446 0.125679 0.933462 0.082688
0.751264 0.237162 7862.24 0.431048 61.5908 0.0382561 0.496047 0.220941 0.120945
0.726655 0.223791 7883.85 0.355022 29.8072 0.0226138 0.573895 0.211518 0.105015
0.138602 0.2169 7581.42 0.889634 312.427 0.011777 0.880842 0.291489 0.347708
0.688893 0.208988 7884.38 0.522431 25.4083 0.000408578 0.617007 0.229672 0.0994784
0.746211 0.226187 7884.21 0.303508 31.9901 0.0523366 0.524851 0.210863 0.102545
0.311583 0.691008 7136 1.41249 1.70934 0.0165075 0.567434 0.523104 0.659049
0.732109 0.230437 7884.45 0.629809 19.1428 0.0184463 0.543823 0.211379 0.107667
0.743436 0.229295 7884.17 0.319891 30.8391 0.0135818 0.539674 0.209088 0.103148
0.693505 0.228995 7884.89 0.55484 20.304 0.0483706 0.556157 0.201451 0.118749
0.714288 0.229887 7883.68 0.393756 28.6511 0.0025992 0.635574 0.20513 0.105374
0.75974 0.227967 7884.19 0.283835 32.4515 0.0417996 0.550023 0.207505 0.103533
0.731528 0.219609 7884.19 0.975504 11.5717 0.00464262 0.83848 0.200897 0.147846
0.589605 0.249119 7885.81 1.28252 13.759 0.00475089 0.583492 0.179976 0.0736008
0.770676 0.230846 7884.17 0.238273 35.616 0.00482235 0.480393 0.211624 0.101712
0.734902 0.156688 7880.14 0.886163 25.6468 0.00305993 0.489162 0.258649 0.108095
0.62529 0.578006 7833.05 0.103587 180.671 0.00867558 0.198126 0.381277 0.162137
0.0806749 0.19046 7209.69 0.284448 112.083 0.013443 0.676022 0.407719 0.195552
0.747613 0.229738 7884.17 0.288387 32.7773 0.0490651 0.5211 0.208507 0.10059
0.751752 0.226716 7884.13 0.264201 34.8904 0.00420215 0.516453 0.211739 0.100557
0.733595 0.229397 7884.06 0.319405 31.3484 0.0540951 0.528916 0.208042 0.101564
0.767989 0.229213 7884.6 0.194148 41.1682 0.0174421 0.554744 0.203385 0.109965
0.756268 0.229889 7884.23 0.275523 33.4753 0.00354824 0.520645 0.209351 0.0995349
0.839406 0.162876 7316.11 0.15159 40.0615 0.00259081 0.689378 0.751785 0.893361
0.786199 0.230999 7884.12 0.193634 40.521 0.00102882 0.506981 0.209868 0.100777
0.750844 0.231724 7884.19 0.279526 33.2143 0.0451458 0.505775 0.210382 0.100004
0.0093439 0.197839 7659.32 0.378728 83.5861 0.0219078 0.560512 0.495666 0.381107
0.742538 0.22647 7884.14 0.276664 34.747 0.0445171 0.52102 0.210653 0.101603
0.702014 0.238341 7883.58 0.482268 28.5067 0.0138764 0.661474 0.187019 0.10453
0.7846 0.240302 7884.83 1.08785 12.4326 0.00925505 0.334589 0.201963 0.0949914
0.674244 0.195694 7883.93 0.968382 17.6342 0.00947271 0.41985 0.229221 0.106232
0.747966 0.226802 7884.14 0.280546 34.0334 0.0148617 0.514325 0.211689 0.101951
0.750728 0.229345 7884.19 0.273169 33.5625 0.0463904 0.527721 0.209695 0.101629
0.770056 0.230834 7883.86 0.256267 31.2043 0.00261107 0.678373 0.154469 0.128856
0.699267 0.20701 7883.98 1.22622 15.5575 0.000150909 0.518326 0.219356 0.0996842
0.659202 0.228698 7879.42 0.228801 80.6812 0.017964 0.0860117 0.215494 0.101796
0.813586 0.123189 7879.26 0.0630899 173.857 0.00840352 0.304443 0.256496 0.0959256
0.710172 0.247114 7884.54 0.45991 23.5003 0.000716326 0.544188 0.190933 0.09378
0.66771 0.238111 7883.57 0.790385 18.719 0.00374122 0.533593 0.195539 0.095192
0.867891 0.66277 7955.11 1.34295 11.8707 0.0052861 0.00544906 0.260207 0.0949519
0.740652 0.234961 7884.04 0.273344 35.0061 0.00349654 0.49768 0.210187 0.103676
0.694827 0.235057 7883.89 0.423651 27.719 0.000327695 0.532167 0.204975 0.0989657
0.747129 0.227753 7884.25 0.282183 33.0631 0.0466713 0.512396 0.211837 0.1
0.282315 0.235499 7218.78 0.341277 4.12321 0.00126705 0.727485 0.417373 0.302924
0.761041 0.22675 7884.22 0.323205 29.5508 0.00910149 0.557118 0.213139 0.104222
0.733339 0.23332 7883.63 0.302886 30.8953 0.0122577 0.51918 0.213348 0.106464
0.126835 0.192165 7331.48 0.607495 201.516 0.0139838 0.782423 0.9947 0.18898
0.746631 0.227046 7884.13 0.286829 33.3027 0.0471479 0.519062 0.211205 0.102482
0.305734 0.223265 7081.54 0.0273159 152.745 0.0152656 0.82796 0.0246513 0.593239
0.747924 0.228176 7884.12 0.282999 33.283 0.0473841 0.53754 0.209455 0.103112
0.049746 0.219094 7601.02 0.446297 185.059 0.0163863 0.159948 0.059015 0.297056
0.765542 0.22715 7884.32 0.234072 37.0034 0.0210639 0.51623 0.211643 0.101334
0.745956 0.230273 7884.13 0.287435 32.7618 0.046812 0.523839 0.208473 0.100128
0.745116 0.235484 7883.96 0.306689 31.0413 0.00599155 0.495995 0.202401 0.0968312
0.742943 0.22848 7884.07 0.282217 33.5775 0.045173 0.538229 0.210434 0.101
0.567993 0.344877 7222.28 0.219147 52.8299 0.0237829 0.865735 0.471694 0.158823
0.816962 0.222004 7883.4 0.341235 27.0228 0.000696077 0.652469 0.181435 0.150195
0.783289 0.223512 7886.29 0.194172 44.6432 0.0149204 0.46589 0.227412 0.101535
0.74184 0.229117 7835.15 0.48905 144.166 0.0221476 0.154436 0.211214 0.091485
0.825979 0.179537 7884.76 0.618585 21.9034 0.00937272 0.482286 0.241656 0.0851981
0.773892 0.228877 7883.56 0.230902 39.2797 0.00784102 0.520958 0.214397 0.0993144
0.738728 0.229094 7884.16 0.30461 32.0007 0.0504426 0.527205 0.208258 0.102356
0.684796 0.237162 7882.98 0.66828 21.4858 0.0208076 0.437197 0.207177 0.0963117
0.106004 0.166778 7298.4 1.2193 230.01 0.00289411 0.897185 0.410694 0.831577
0.624638 0.298705 7980.86 0.0622886 132.808 0.00536518 0.115773 0.331107 0.211647
0.761776 0.491822 7665.76 1.13445 153.315 0.0250993 0.0305321 0.212288 0.121096
0.240835 0.677928 7878.31 1.40655 346.465 0.0104133 0.0127008 0.236238 0.0911533
0.0617697 0.227717 7266.52 0.320411 43.821 0.00530407 0.65353 0.716846 0.714922
0.580672 0.38611 8005.62 1.20372 156.836 0.00426892 0.0489033 0.146165 0.133949
0.77953 0.223269 7884.3 0.271975 34.1023 0.0377398 0.523316 0.215829 0.102924
0.0824756 0.165997 7925.78 0.386176 123.61 0.0051624 0.545497 0.270546 0.583767
0.737307 0.2282 7884.17 0.306417 32.2235 0.0534061 0.526133 0.210194 0.101242
7.73462e-05 0.208256 7700.84 0.579772 308.982 0.0081182 0.524719 0.301159 0.403027
0.745195 0.228782 7884.11 0.233186 38.1148 0.0043825 0.520932 0.20694 0.100131
0.764877 0.227976 7884.05 0.226228 38.589 2.42006e-05 0.510142 0.211907 0.100989
0.742618 0.227609 7884.09 0.301254 32.2647 0.051631 0.530664 0.210218 0.10164
0.724059 0.215114 7884.31 0.647568 20.7517 0.00136081 0.554991 0.220197 0.0987612
0.156138 0.205646 7904.45 0.0728602 99.9181 0.0177325 0.968967 0.399204 0.652579
0.684193 0.255275 7883.67 0.204119 44.0617 0.00237917 0.571856 0.186805 0.090095
0.744532 0.225332 7884.16 0.316487 31.4369 0.054924 0.517403 0.214516 0.101026
0.748068 0.228094 7884.2 0.317487 30.7742 0.0547704 0.520116 0.210681 0.101544
0.55002 0.248028 7880.27 0.764642 25.8439 0.0205993 0.462579 0.195202 0.0928309
0.705789 0.229682 7884.07 0.413968 28.2998 0.00372147 0.529469 0.201554 0.096686
0.740656 0.260916 7884.65 0.125209 67.8111 0.0094553 0.652956 0.17277 0.111283
0.0984777 0.193706 7140.74 0.805652 254.883 0.0198994 0.895812 0.455236 0.282772
0.750352 0.230612 7884.21 0.316473 30.7696 0.0568044 0.524863 0.208553 0.103231
0.741305 0.228726 7884.1 0.273648 34.3154 0.000785386 0.530971 0.210476 0.101982
0.791408 0.238527 7884.27 0.265676 30.7015 0.00557295 0.520924 0.205525 0.0968483
0.800098 0.212084 7889.56 1.06138 9.61781 0.00639216 0.946309 0.508729 0.232167
0.74014 0.228691 7884 0.285654 34.0664 0.0467876 0.501331 0.211486 0.100665
0.76734 0.234456 7884.66 0.309467 33.3035 0.00956977 0.440389 0.214412 0.097625
0.749931 0.223863 7884.15 0.275552 34.5107 0.00954064 0.506794 0.215462 0.103078
0.577352 0.729174 7581.38 1.42674 119.847 0.00496617 0.320339 0.253342 0.286808
0.743934 0.227309 7884.02 0.276205 34.4926 0.00620218 0.520761 0.209276 0.101596
0.726224 0.216489 7880.91 0.686699 24.4339 0.00584258 0.404964 0.21826 0.100089
0.748334 0.229656 7884.21 0.293046 32.5039 0.0503461 0.517634 0.209069 0.10149
0.895042 0.423365 7530.89 1.22792 285.392 0.00379848 0.0285345 0.210884 0.115168
0.706846 0.234706 7883.54 0.316555 33.6704 0.00395151 0.541238 0.210227 0.101823
0.743157 0.228995 7884.16 0.303684 31.7816 0.0508137 0.52276 0.211513 0.102059
0.116438 0.174769 7194.8 1.33985 225.072 0.000846504 0.909978 0.567278 0.117841
0.702694 0.242434 7884.34 0.347169 27.8975 0.00042125 0.648025 0.190122 0.0789391
0.764418 0.259717 7884.4 0.298107 26.7194 0.0033456 0.533131 0.187967 0.0871895
0.734054 0.224244 7883.58 0.371849 29.1264 0.00852299 0.469263 0.217022 0.100708
0.756665 0.225636 7884.5 0.269294 34.8304 0.0162374 0.501967 0.21775 0.099745
0.633024 0.252844 7884.51 0.0972022 86.9794 0.00610875 0.427232 0.181396 0.098829
0.732524 0.230159 7884.13 0.296143 31.8336 0.0109581 0.53567 0.206608 0.101487
0.389235 0.231299 7876.86 1.21521 35.2269 0.0152891 0.663183 0.422274 0.394141
0.0994932 0.172725 7193.03 1.17317 248.484 0.00603348 0.879366 0.431705 0.304541
0.0942412 0.175099 7231.96 0.722396 263.365 0.000740548 0.88425 0.350284 0.305642
0.741789 0.227753 7884.2 0.297384 32.5763 0.0513269 0.525869 0.209537 0.101889
0.792505 0.225746 7884.37 0.213854 38.4578 0.0606488 0.543602 0.216296 0.0995467
0.771844 0.228768 7884.13 0.22323 39.19 0.00102115 0.492007 0.210723 0.10219
0.766268 0.240523 7884.63 0.243313 34.905 0.00931254 0.520902 0.188126 0.0922574
0.740843 0.227674 7883.84 0.24971 37.6605 0.00772061 0.500993 0.211178 0.0999397
0.731747 0.216917 7884.42 0.595648 21.6312 0.00964615 0.641082 0.200809 0.108774
0.678176 0.235471 7883.45 0.288397 35.2208 0.0083627 0.496781 0.207422 0.0953319
0.00167998 0.217261 7394.85 0.735875 98.2807 0.0165413 0.781145 0.930639 0.331947
0.757968 0.226722 7884.14 0.255531 35.3083 0.0177513 0.526864 0.212206 0.102406
0.761644 0.227988 7884.2 0.28891 31.6376 0.00101902 0.518544 0.211358 0.102852
0.706337 0.216295 7883.38 0.931541 18.1317 0.00287252 0.465402 0.220976 0.0981069
0.617503 0.240124 7880.03 0.0863045 122.689 0.0294151 0.70237 0.189646 0.142478
0.750004 0.228619 7884.17 0.283484 33.274 0.00018552 0.524141 0.211197 0.102065
0.598134 0.223911 7880.55 1.34773 17.5507 0.00954358 0.446403 0.213529 0.11743
0.710831 0.213261 7883.94 0.762131 16.1956 0.0251322 0.543818 0.232644 0.0940063
0.755256 0.228624 7884.17 0.234574 37.5216 0.00139338 0.516418 0.210628 0.100818
0.76175 0.225623 7884.2 0.242165 36.8451 0.0231479 0.523444 0.212998 0.1031
0.739974 0.227131 7884.11 0.247278 37.8667 0.00223371 0.513045 0.21141 0.101406
0.750014 0.224402 7884.08 0.285264 33.8616 0.000725742 0.523166 0.213791 0.10163
0.898171 0.377418 7861.84 0.46601 36.3626 0.00274772 0.136151 0.229106 0.070968
0.0824134 0.186502 7108.44 0.568982 254.315 0.00141698 0.942701 0.585839 0.196444
0.755896 0.239559 7884.05 0.360811 29.6021 0.0288839 0.461384 0.215427 0.101727
0.797561 0.262452 7885.25 0.545048 13.8302 0.0244703 0.62784 0.18273 0.0913843
0.750417 0.22882 7884.11 0.271359 34.1985 0.0440154 0.523231 0.207973 0.0997877
0.769002 0.221204 7884.24 0.211007 41.2416 0.0092132 0.505218 0.219108 0.101572
0.752896 0.229576 7884.23 0.256786 35.0433 0.00139149 0.540278 0.206761 0.101712
0.549755 0.235111 7701.72 1.1157 8.09916 0.00295162 0.932346 0.99882 0.660812
0.723702 0.230768 7883.9 0.280269 34.7881 0.0164299 0.535903 0.207525 0.101697
0.0873628 0.210944 7924.94 0.863543 8.12141 0.000908671 0.640468 0.278933 0.416478
0.609276 0.297298 7934.08 0.877449 13.5126 0.00921997 0.623818 0.492851 0.162675
0.179699 0.236163 7924.28 0.414371 64.3026 0.0181975 0.877207 0.224774 0.265464
0.642493 0.23309 7884.05 0.339868 35.8728 0.00864101 0.42545 0.182905 0.0804379
0.426374 0.763778 7166.34 1.04544 9.99497 0.0076888 0.156757 0.535802 0.410929
0.722862 0.224587 7883.28 0.342114 31.1037 0.046762 0.538057 0.213108 0.104771
0.492425 0.297532 7871.53 1.03249 75.187 0.00518694 0.136169 0.23342 0.104854
0.747737 0.226914 7883.85 0.252202 35.8869 0.00484196 0.513818 0.209374 0.102547
0.741335 0.215659 7884.14 0.249989 38.6819 0.0212489 0.662643 0.225094 0.105644
0.640682 0.253519 7880.08 0.878656 17.4145 0.0168713 0.408094 0.203174 0.0646963
0.766635 0.215176 7884.24 0.346935 28.8674 0.00530567 0.497148 0.232364 0.112888
0.710525 0.25482 7885.43 0.546907 24.3738 0.00955249 0.374417 0.179751 0.102534
0.690871 0.23933 7880.67 0.861218 22.824 0.00122412 0.412716 0.226453 0.0962981
0.837632 0.252414 7884.34 0.829083 10.9828 0.0188253 0.560087 0.172967 0.0756555
0.616244 0.23332 7884.03 0.937642 17.0908 0.0058349 0.70025 0.173959 0.0972168
0.756141 0.228523 7884.25 0.265371 34.3383 0.0440616 0.521369 0.208256 0.102127
0.817882 0.190849 7883.05 0.437323 27.5067 0.0186008 0.440465 0.360079 0.161005
0.714113 0.221659 7884.21 0.487362 23.8138 0.0024398 0.511528 0.222387 0.105303
0.71243 0.219276 7884.41 0.490264 25.4035 0.00403229 0.562849 0.218291 0.102111
0.625255 0.227908 7884.38 1.0773 15.3238 0.000806442 0.552436 0.195598 0.113909
0.788118 0.224448 7884.8 0.556239 14.5435 0.00235948 0.863349 0.0577846 0.265371
0.758455 0.114163 7883.39 0.672901 27.1883 0.0099467 0.365386 0.256113 0.0665542
0.56593 0.208903 7255.16 0.623178 13.9818 0.0130761 0.891047 0.698924 0.712291
0.746871 0.246763 7883 0.102962 66.0659 0.00328195 0.39106 0.208709 0.0987805
0.0476832 0.952659 7407.62 0.49252 183.061 0.000829983 0.301106 0.239766 0.0623022
0.0663326 0.182874 7232.84 0.212139 359.828 0.0066397 0.805662 0.431528 0.886075
0.741938 0.172511 7882.11 0.145496 54.3387 0.00997014 0.593814 0.159097 0.143063
0.72807 0.224482 7207.47 0.02868 327.939 0.0047868 0.621591 0.965235 0.123558
0.507275 0.186317 7886.02 0.690777 34.2374 0.00580711 0.338354 0.202549 0.0872646
0.0145447 0.224792 7973.97 0.841053 328.083 0.000483731 0.875135 0.335655 0.266849
0.0895279 0.205383 7088.14 1.39507 60.7885 0.00421326 0.895584 0.653933 0.183421
0.745761 0.22613 7884.02 0.293594 32.7237 0.0247746 0.534594 0.211643 0.102104
0.762554 0.214458 7884.07 0.28283 35.3898 0.0224156 0.568878 0.220833 0.108696
0.673326 0.691979 7510.16 0.658146 145.525 0.00833179 0.11684 0.223269 0.103138
0.0466878 0.251816 7320.86 0.591626 326.445 0.00340665 0.664756 0.222093 0.258345
0.89483 0.197805 7883.34 1.26079 16.6931 0.00216355 0.494309 0.289505 0.104872
0.0632592 0.186309 7279.32 0.845702 289.131 0.00151146 0.937525 0.727939 0.264018
0.578703 0.783129 7359.35 0.618897 321.048 0.011974 0.230178 0.209261 0.101508
0.746513 0.242232 7884.51 0.331624 28.7196 0.00457354 0.432906 0.209188 0.102432
0.750152 0.226965 7884.16 0.28561 33.3211 0.0487401 0.525396 0.211876 0.10134
0.706892 0.232225 7883.6 0.302701 33.4537 0.00434897 0.573957 0.209472 0.10307
0.74512 0.227896 7884.17 0.283795 33.6648 0.047701 0.511771 0.212467 0.100698
0.706066 0.256306 7204.39 1.01922 4.14118 0.0196498 0.344792 0.247036 0.569407
