# DeltaF, Fb, t0, u0, tE, rho, Pb, mu_b, sig_b
0.751944 0.229475 7884.18 0.278596 33.3291 0.047035 0.526702 0.209443 0.101636
0.750239 0.228718 7884.14 0.281492 33.4356 0.0465473 0.521729 0.209098 0.101482
0.823072 0.210786 7884.48 0.0987473 68.2245 0.00477264 0.625064 0.249951 0.118547
0.754473 0.229565 7884.19 0.260221 34.9497 0.0414257 0.527815 0.210039 0.10174
0.779236 0.20853 7867.56 0.0555992 273.843 0.0187043 0.410481 0.208771 0.142927
0.752398 0.229253 7884.1 0.257894 35.2673 0.0428841 0.527876 0.208927 0.101715
0.722525 0.228641 7884.62 0.294523 31.7988 0.00273362 0.554057 0.198851 0.103992
0.0877696 0.120182 7394.28 1.05403 231.094 0.00962662 0.940271 0.698444 0.47823
0.756994 0.226403 7884.27 0.275342 33.0457 0.00626255 0.547558 0.212014 0.103031
0.744904 0.22841 7884.13 0.287146 33.1814 0.0479717 0.530958 0.209936 0.101166
0.797601 0.229147 7884.61 0.231628 37.3251 0.0172566 0.5726 0.206171 0.103864
0.743894 0.227613 7884.16 0.303904 32.5081 0.0138029 0.527216 0.20996 0.101415
0.897177 0.185345 7098.35 0.0298023 107.082 0.0323136 0.845586 0.500565 0.565322
0.732172 0.192495 7881.73 0.146836 70.6193 0.00132218 0.675406 0.232435 0.127452
0.755475 0.230367 7884.18 0.268218 33.7588 0.0429825 0.523102 0.209139 0.101154
0.765926 0.226425 7884.34 0.232197 37.71 0.0373364 0.516438 0.209738 0.102041
0.769698 0.227702 7884.14 0.229908 37.5284 0.0346137 0.519415 0.210361 0.100652
0.739811 0.227327 7884.08 0.279354 34.7433 0.0452629 0.500362 0.209871 0.101814
0.751748 0.225552 7884.18 0.271958 34.5157 0.00374334 0.526994 0.210383 0.102607
0.13474 0.169889 7375.13 0.0474769 331.642 0.00596817 0.969261 0.439615 0.0811372
0.759046 0.221464 7884.01 0.270894 34.2416 0.00553918 0.590546 0.211215 0.108353
0.685393 0.311632 7882.62 0.285142 27.5173 0.00400675 0.412435 0.174067 0.0774049
0.694977 0.214635 7884.63 1.20266 18.2415 0.0126515 0.537503 0.217688 0.0887303
0.436299 0.281974 7884.85 0.164418 48.0127 0.00207282 0.290281 0.195432 0.0897754
0.212324 0.209014 7359.18 0.0400116 96.7383 0.00570652 0.824722 0.421836 0.350469
0.75698 0.225916 7884.18 0.269711 34.3796 0.0435156 0.517025 0.211222 0.101357
0.754364 0.226989 7884.14 0.268659 34.3792 0.00342701 0.52518 0.210985 0.101584
0.589778 0.222526 7879.34 0.2005 60.5943 0.0102366 0.779065 0.162161 0.132716
0.770405 0.228655 7884.24 0.263141 33.859 0.00883125 0.543827 0.208507 0.101961
0.768984 0.226225 7884.3 0.254623 35.0122 0.0177124 0.525894 0.212088 0.101628
0.693911 0.229887 7883.01 0.259814 41.962 0.00805601 0.448193 0.207029 0.0966154
0.71873 0.250903 7883.58 0.190823 45.5424 0.00224627 0.475408 0.199483 0.0880474
0.744037 0.247005 7884.11 0.227219 35.5073 0.00216934 0.443591 0.192638 0.0895628
0.852275 0.230421 7883.84 0.152104 38.8599 0.0144444 0.440193 0.235966 0.103566
0.650834 0.20893 7884.8 0.305978 50.487 0.00274623 0.643899 0.20888 0.0934119
0.53772 0.236942 7884.13 0.50673 21.8666 0.00594277 0.662456 0.143757 0.21298
0.771945 0.245436 7884.18 0.220258 35.9077 0.000135195 0.493685 0.199295 0.0899863
0.822879 0.225485 8019.78 0.0117003 28.327 0.0104239 0.821929 0.327653 0.296151
0.77135 0.227766 7884.31 0.25351 35.0054 0.0413342 0.540861 0.209702 0.102069
0.758032 0.228958 7884.24 0.258133 35.218 0.0418478 0.518274 0.208895 0.10126
0.725124 0.222962 7884.15 0.332196 31.5553 0.00194003 0.532799 0.213702 0.102863
0.757412 0.224695 7884.26 0.316575 31.062 0.0561605 0.533304 0.213312 0.103001
0.747429 0.227956 7884.18 0.313699 31.1523 0.0563916 0.536941 0.210205 0.10222
0.768905 0.22811 7884.28 0.259165 34.5703 0.0442572 0.531863 0.208946 0.101907
0.75684 0.231315 7884.2 0.261856 34.4632 0.00135522 0.526933 0.207408 0.100956
0.739878 0.22431 7884.03 0.363747 29.438 0.0135883 0.53933 0.212 0.103843
0.741282 0.225614 7884.18 0.317493 31.5087 0.055851 0.527839 0.213309 0.10112
0.728268 0.231518 7884.11 0.341818 29.6521 0.00417646 0.530685 0.208878 0.103036
0.756431 0.224027 7884.27 0.292441 31.9844 0.0228601 0.535237 0.210207 0.101839
0.775801 0.240627 7884.37 0.334402 26.8435 0.0495524 0.529825 0.203831 0.102151
0.735959 0.226658 7883.98 0.32888 31.0242 0.0511297 0.511385 0.213514 0.101242
0.75838 0.228743 7884.1 0.284555 32.7004 0.0013351 0.511475 0.215327 0.101931
0.75507 0.224918 7884.07 0.233427 37.9696 0.0012188 0.474752 0.209639 0.0989689
0.742269 0.228176 7884.17 0.317381 30.8749 0.0549174 0.536544 0.209241 0.101885
0.757599 0.230181 7884.23 0.266659 33.9187 0.0427469 0.518504 0.210074 0.101975
0.753006 0.224792 7884.45 0.454361 23.2912 0.0184745 0.569618 0.201201 0.108118
0.727914 0.0311237 7819.61 1.41803 272.634 0.00735359 0.034051 0.25114 0.0794168
0.729638 0.227134 7884.1 0.31767 31.937 0.0564879 0.528645 0.210371 0.100819
0.75109 0.229424 7884.11 0.251798 35.2323 0.00422507 0.532667 0.210797 0.100225
0.761784 0.226588 7884.46 0.301381 30.9714 0.0521511 0.53744 0.207324 0.101897
0.740735 0.222372 7883.98 0.313009 32.1801 0.00562948 0.530744 0.209911 0.103256
0.794455 0.231029 7884.68 0.275795 30.4607 0.00370141 0.508696 0.207259 0.101112
0.0590151 0.178574 7362.68 1.4879 287.516 0.00962237 0.80427 0.346199 0.817938
0.276198 0.240847 7908.03 0.0865478 33.9445 0.0113406 0.814835 0.22895 0.348029
0.739421 0.227578 7884.09 0.327664 30.5258 0.0579918 0.524664 0.210533 0.102214
0.730826 0.233444 7884.46 0.294666 33.199 0.00591127 0.460615 0.214905 0.0927192
0.0396172 0.222847 7943.16 1.12482 28.9564 0.0025553 0.913871 0.137748 0.382728
0.0804006 0.188431 7461.32 0.16219 1.29433 0.0216579 0.447176 0.17888 0.195854
0.746835 0.228542 7884.25 0.304696 31.6991 0.0542403 0.524203 0.210353 0.102369
0.244428 0.216724 7497.4 0.157207 45.7596 0.00334889 0.835899 0.431337 0.536761
0.0908509 0.629095 7184.18 0.42258 159.976 0.00586648 0.100962 0.26317 0.105239
0.80535 0.237409 7884.63 0.207415 37.1545 4.17442e-06 0.509605 0.20654 0.0981106
0.0840283 0.5109 7755.93 0.905828 135.195 0.00955902 0.70619 0.351674 0.114205
0.61954 0.639005 7987.17 1.02981 5.74126 0.0161391 0.120443 0.203543 0.102666
0.708645 0.243506 7883.91 0.855989 15.3322 0.00975085 0.53545 0.206361 0.0936186
0.673708 0.24435 7884.19 1.17351 13.1378 0.00646757 0.513398 0.187845 0.0870136
0.730431 0.219131 7886.16 0.451588 21.6846 0.00161646 0.74706 0.212832 0.135014
0.510003 0.267611 7882.25 1.06188 18.5609 0.0101749 0.45173 0.203032 0.0898453
0.894351 0.687699 7691.02 1.23767 344.302 0.0213897 0.173465 0.204442 0.115589
0.361944 0.168957 7769.45 1.29026 1.075 0.00283676 0.922064 0.461489 0.257832
0.734839 0.23329 7883.9 0.293397 33.3977 0.00227384 0.46683 0.208171 0.0967672
0.0894218 0.108542 7274.25 0.443242 237.132 0.00599789 0.876132 0.341186 0.250417
0.159204 0.202695 7361.89 0.253498 153.629 0.0100891 0.859961 0.515755 0.27714
0.916338 0.715978 7136.02 1.22005 361.354 0.00131631 0.0235642 0.234207 0.120603
0.741601 0.22693 7884.49 0.324445 30.0152 0.00265141 0.617659 0.204522 0.10178
0.00897165 0.204382 7774.4 0.411859 16.4258 0.00835888 0.937587 0.763989 0.180693
0.573502 0.329413 7885.52 0.17716 45.8876 0.0241903 0.33563 0.190055 0.0936933
0.659475 0.208411 7881.93 0.178747 51.0151 0.00330692 0.622269 0.224665 0.10071
0.748102 0.21978 7884.54 0.315283 30.7366 0.00106606 0.561112 0.219778 0.111709
0.886703 0.229399 7850.63 0.856645 49.8171 0.0107893 0.510679 0.222744 0.0862796
0.670059 0.792945 7772.64 0.851341 163.65 0.00232433 0.23408 0.0777321 0.282109
0.445618 0.0825554 7367.68 0.915484 247.18 0.00226589 0.21689 0.288888 0.119984
0.48776 0.240955 7884.32 0.857288 19.7854 0.00869024 0.763505 0.120593 0.0578384
0.690935 0.262067 7882.81 0.406567 25.2588 0.0127355 0.578617 0.199327 0.0773498
0.665994 0.217144 7881.78 0.673544 24.6588 0.00106743 0.509512 0.220839 0.101059
0.731264 0.205511 7883.88 1.15274 17.0874 0.00937654 0.579142 0.221495 0.122871
0.332419 0.157262 7659.08 0.137353 38.845 0.00586839 0.778917 0.138391 0.542847
0.740345 0.236412 7883.83 0.278593 31.9834 0.0274988 0.51605 0.205961 0.0942177
0.602646 0.219772 7878.89 0.698565 26.6094 0.00341919 0.615749 0.213056 0.105535
0.747644 0.228686 7884.33 0.299902 30.8955 0.00229123 0.501893 0.217069 0.103758
0.0173699 0.236455 7583.52 0.00762491 355.479 4.27674e-06 0.880355 0.485841 0.232237
0.672358 0.296081 7426.66 0.212841 290.943 0.00439369 0.194955 0.128437 1.06064
0.72798 0.246296 7884.41 0.291856 31.3432 0.0386118 0.505197 0.198292 0.0924155
0.732383 0.243647 7884.05 0.273215 31.259 0.00147896 0.45232 0.214786 0.0936247
0.758829 0.225886 7884.2 0.288654 32.5185 0.0479949 0.550247 0.211248 0.102501
0.762784 0.226937 7884.03 0.348032 28.0564 0.0137466 0.548011 0.211291 0.108166
0.730675 0.229729 7884.14 0.438396 25.5583 0.0237287 0.535809 0.203914 0.0959883
0.741962 0.230548 7883.98 0.260624 35.2422 0.00548983 0.512654 0.209073 0.101014
0.314523 0.244065 7892.46 1.14786 16.2216 0.0182358 0.819538 0.239669 0.258584
0.755334 0.227482 7884.27 0.290107 32.53 0.0508701 0.527718 0.21012 0.101853
0.753082 0.252305 7861.15 0.742068 36.3407 0.00886571 0.445262 0.228892 0.140956
0.72835 0.291605 7865.68 0.579583 41.7173 0.00136481 0.350281 0.176432 0.0897387
0.744731 0.196054 7884.34 0.807534 16.5944 0.00438077 0.547994 0.169454 0.157921
0.62323 0.234603 7883.32 0.906453 16.9841 0.00110494 0.644789 0.192525 0.0935889
0.856813 0.234632 7849.19 0.215084 101.25 0.0138775 0.248608 0.171917 0.0918356
0.747196 0.240776 7884.32 0.22759 38.0065 4.84837e-05 0.517942 0.193738 0.0886584
0.745141 0.227051 7884.1 0.306224 31.9632 0.0529133 0.535532 0.210455 0.101033
0.736771 0.235528 7883.73 0.196261 44.7357 0.000136115 0.480526 0.204271 0.0996871
0.77937 0.230845 7883.98 0.215291 37.9 0.0032945 0.55802 0.217709 0.106135
0.748426 0.227937 7884.13 0.272966 34.243 0.0440504 0.529431 0.210049 0.101162
0.640793 0.238161 7881.5 0.534547 29.3955 0.00409166 0.46557 0.218231 0.113048
0.664789 0.218559 7887.23 0.993929 13.5694 0.0194335 0.746157 0.168623 0.0777862
0.863547 0.218862 7883.9 1.16437 8.07858 0.0125013 0.706999 0.282261 0.180717
0.743569 0.228262 7883.99 0.289548 33.1814 0.0463119 0.515676 0.210169 0.10382
0.736012 0.233929 7884.05 0.295271 32.4798 0.00149826 0.527485 0.203895 0.0993578
0.740523 0.229213 7884.12 0.306441 31.739 0.0533686 0.526217 0.211034 0.101656
0.738826 0.228303 7884.13 0.314355 31.552 0.053427 0.524096 0.211044 0.101201
0.745038 0.231792 7884.23 0.269021 34.1579 0.0339896 0.512296 0.209801 0.0980753
0.665012 0.245439 7882.29 1.26743 14.3494 4.4794e-05 0.42876 0.198293 0.0934387
0.755007 0.227927 7884.18 0.275903 33.5257 0.0465075 0.526378 0.208497 0.101035
0.59879 0.213139 7873.59 1.04052 8.05717 0.00649013 0.70668 0.202323 0.253135
0.743617 0.227049 7884.19 0.305812 31.9199 0.0536906 0.521562 0.212514 0.102042
0.769462 0.318391 7845.46 0.175804 184.062 0.0126121 0.231069 0.22557 0.104121
0.573882 0.25343 7875.63 0.0980663 182.555 0.00151107 0.209263 0.205563 0.088572
0.811316 0.226466 7884.7 0.244615 33.3471 0.00132065 0.556979 0.206919 0.108621
0.750392 0.229165 7884.19 0.302892 31.509 0.0539778 0.520266 0.21042 0.101572
0.743884 0.228153 7884.09 0.282925 33.8141 0.0474418 0.514854 0.210593 0.101427
0.751313 0.230573 7884.18 0.271693 33.9198 0.00327999 0.517799 0.20838 0.0999307
0.672264 0.168567 7802.93 0.646483 309.767 0.0130399 0.0567044 0.230273 0.0876526
0.765512 0.231781 7884.19 0.249087 35.2117 0.0419052 0.521164 0.207294 0.100257
0.749211 0.227358 7884.08 0.281945 33.1978 0.00626625 0.495598 0.208973 0.100382
0.673158 0.238626 7885.56 0.330121 30.6499 0.0113836 0.75764 0.191764 0.0962216
0.484633 0.247753 7884.68 0.0454573 223.738 0.0103095 0.568994 0.194523 0.0877123
0.746675 0.231346 7884.29 0.29002 32.3277 0.00675491 0.509122 0.208203 0.100014
0.750784 0.242193 7884.08 0.269682 32.6006 0.00840685 0.512391 0.195828 0.0900326
0.890127 0.218925 7884.64 0.102611 56.3427 0.00253087 0.630546 0.203735 0.127463
0.775982 0.232735 7884.61 0.314723 27.6535 0.0203388 0.521233 0.195085 0.0870678
0.736138 0.229148 7883.95 0.293173 33.7743 0.00225824 0.486789 0.208639 0.102578
0.768897 0.228032 7884.14 0.30529 30.3456 0.0078604 0.545793 0.209623 0.103041
0.749243 0.230206 7884.09 0.302359 31.3843 0.00826156 0.530927 0.209282 0.102986
0.743844 0.225512 7884.16 0.299334 32.9253 0.000632917 0.516831 0.212798 0.102124
0.742149 0.224329 7884.52 0.291147 33.3151 0.0243916 0.529151 0.209348 0.103911
0.739265 0.232117 7884.04 0.285653 33.1597 0.00342318 0.519188 0.208326 0.100799
0.685421 0.213853 7879 0.0329793 364.43 0.00464829 0.422495 0.214405 0.100008
0.730727 0.226477 7883.99 0.302928 32.2974 0.00704142 0.557314 0.207875 0.103817
0.765673 0.24304 7884.2 0.233109 35.3311 0.00306501 0.528102 0.197959 0.0972305
0.917683 0.380181 7737.88 1.29798 107.848 0.00491379 0.0462049 0.239713 0.111682
0.725132 0.227273 7883.89 0.350818 30.317 0.0552424 0.515988 0.211505 0.102661
0.753488 0.227159 7884.2 0.282384 33.1695 0.0130827 0.525938 0.21214 0.102313
0.849609 0.220626 7884.58 0.196004 38.6338 0.0161898 0.493837 0.250209 0.105665
0.758432 0.227024 7884.28 0.278144 33.0786 0.0480759 0.530127 0.208802 0.102401
0.756569 0.226917 7884.24 0.265729 34.6473 0.0435439 0.529209 0.211763 0.102006
0.774439 0.228399 7884.22 0.356537 26.5132 0.0249249 0.608046 0.210841 0.0955913
0.749733 0.231873 7884.18 0.285126 32.6976 0.00669303 0.521567 0.207431 0.100172
0.744539 0.227926 7884.4 0.256379 35.0365 0.00461703 0.52735 0.208912 0.100444
0.686514 0.211323 7882.92 0.821704 19.9381 0.0170413 0.631703 0.20029 0.1276
0.757816 0.210332 7884.63 0.376426 29.7924 0.00823912 0.470946 0.233923 0.106327
0.741703 0.228414 7884.09 0.300105 32.1617 0.00757321 0.528187 0.209237 0.102083
0.756414 0.226989 7884.26 0.246676 36.2436 0.00519473 0.523869 0.210914 0.100432
0.332054 0.241844 7772.42 0.271558 32.6363 0.0128595 0.723085 0.0275577 0.772661
0.604275 0.223614 7881.14 1.4253 16.8682 0.024229 0.59124 0.231068 0.113071
0.664227 0.23463 7877.97 0.047224 254.039 0.00355793 0.589523 0.172819 0.0828727
0.70972 0.220268 7884.94 0.471692 22.279 0.00139228 0.513152 0.219428 0.0900628
0.835346 0.234141 7880.97 0.124777 64.712 0.000513187 0.232579 0.218791 0.0827326
0.391472 0.0816505 7199.59 1.37216 307.157 0.0151388 0.317413 0.140531 0.266146
0.754911 0.22895 7884.26 0.271226 33.9769 0.045165 0.520631 0.210272 0.10152
0.865394 0.17578 7363.93 0.10925 142.931 0.00494677 0.697875 0.244974 1.91207
0.157769 0.365378 7915.17 0.865577 34.0784 0.0085274 0.372593 0.218985 0.169096
0.741737 0.230779 7884.08 0.295338 32.5086 0.0488502 0.52009 0.210057 0.100913
0.726247 0.230704 7884.23 0.320431 31.3451 0.00177251 0.542215 0.207301 0.102186
0.751179 0.229994 7884.11 0.260124 34.8581 0.0428581 0.526614 0.210067 0.102144
0.756976 0.22869 7884.15 0.267554 34.0216 0.0453413 0.518493 0.208566 0.100787
0.744133 0.226352 7884.18 0.294214 32.8462 0.050638 0.518742 0.21142 0.102183
0.108364 0.203802 7243.77 0.835939 69.7453 0.0197121 0.825765 0.477178 0.208879
0.0682053 0.177966 7234.33 0.366078 353.038 0.00615029 0.790577 0.429181 0.201224
0.552322 0.163924 7406.65 1.39213 26.0645 0.000750524 0.67281 0.486428 0.296306
0.0936276 0.179888 7231.4 0.656299 226.973 0.00522149 0.895959 0.399469 0.323159
0.693959 0.28275 7881.09 0.101398 50.6128 0.0037473 0.352576 0.193111 0.0775614
0.0766714 0.049275 7717.41 1.35625 286.603 0.00303523 0.785018 0.483212 0.778824
0.741623 0.22906 7884.27 0.287899 32.9241 0.0472281 0.522593 0.210155 0.102637
0.74917 0.228796 7884.15 0.280481 33.6798 0.0474728 0.526775 0.208507 0.101557
0.670838 0.23073 7884.23 0.860442 13.6353 0.00522934 0.785957 0.257925 0.150467
0.744421 0.229487 7884.2 0.296547 32.2258 0.049153 0.527837 0.207118 0.102121
0.763158 0.226382 7884.42 0.261662 35.1652 0.0370678 0.521865 0.210295 0.10104
0.749691 0.229824 7884.19 0.295134 32.1293 0.0509879 0.521856 0.208771 0.101844
0.559198 0.283348 7871.13 0.56381 47.6438 0.0189852 0.386976 0.219576 0.0847754
0.741387 0.260876 7883.21 0.162672 47.4118 0.00583922 0.36113 0.203071 0.0902411
0.936748 0.224337 7736.33 1.29629 1.62017 0.000648152 0.88124 0.67335 0.394884
0.645772 0.215332 7882.12 1.24038 16.6182 0.000398444 0.545467 0.207819 0.108169
0.747894 0.229123 7884.17 0.29028 32.7082 0.0537359 0.528014 0.211363 0.101932
0.670181 0.215588 7883.07 1.15091 16.6859 0.00238295 0.525793 0.234246 0.103635
0.0711936 0.185197 7092.83 0.810448 239.178 0.0102195 0.842726 0.391311 0.251198
0.78468 0.252782 7884.87 0.248818 30.9159 0.00479463 0.502387 0.189941 0.0892989
0.730833 0.229313 7884.25 0.389533 27.6251 0.0164758 0.507905 0.209068 0.0999616
0.660197 0.229923 7883.58 0.419454 26.9044 0.0142164 0.378621 0.201123 0.094025
0.679364 0.209231 7882.8 0.44792 28.7339 0.00291437 0.625672 0.227723 0.101723
0.66911 0.233213 7881.24 1.0907 18.9665 0.000711602 0.602172 0.178369 0.0982225
0.733667 0.224806 7884 0.258749 37.1983 0.0110113 0.518282 0.210323 0.101414
0.702368 0.231594 8014.8 0.00260534 85.3317 0.000772233 0.538636 0.178587 0.866761
0.79254 0.233187 7884.91 0.230276 36.0913 0.00835228 0.520564 0.218449 0.0962649
0.668399 0.22581 7882.74 0.974085 18.4676 0.00724359 0.428477 0.21285 0.0966499
0.791886 0.230796 7883.94 0.219046 37.5789 0.000228419 0.539607 0.207507 0.10277
0.157457 0.211942 7091.41 0.0934465 280.249 0.0191818 0.9227 0.339673 0.498375
0.512809 0.829139 7350.06 1.38803 192.665 0.00236386 0.569131 0.971715 0.159936
0.839328 0.202605 7884.87 0.852138 14.7663 0.00514169 0.81215 0.316139 0.154286
0.741391 0.228019 7884.11 0.304399 32.1904 0.053281 0.51601 0.212252 0.101377
0.662927 0.232244 7884.43 1.14292 14.0976 0.00125415 0.472791 0.206324 0.128956
0.337139 0.686049 7206.86 1.47826 223.193 0.000334644 0.135626 0.207405 0.14433
0.771688 0.230001 7884.27 0.229327 36.8682 0.0404643 0.557048 0.210273 0.101508
0.202178 0.170176 7272.2 0.674395 242.433 0.00467413 0.831106 0.774052 1.07227
0.602885 0.25325 7883.37 0.506319 27.3498 0.000438848 0.406858 0.19687 0.0837798
0.732738 0.235752 7883.8 0.40991 25.3835 0.000227241 0.525281 0.200187 0.0956514
0.775902 0.233768 7884.33 0.20673 38.7357 0.00370551 0.531654 0.203944 0.098359
0.577019 0.282353 7851.24 0.260223 207.304 0.00210669 0.309848 0.237303 0.0852166
0.750417 0.228161 7884.34 0.301215 31.4944 0.0529236 0.534483 0.208557 0.101916
0.756761 0.231176 7884.09 0.240194 36.8549 0.0171946 0.494089 0.214564 0.104759
0.744208 0.227866 7884.1 0.268053 34.9173 0.0373973 0.521273 0.21245 0.10166
0.761856 0.225196 7883.61 0.24825 37.0176 0.0020514 0.471592 0.209803 0.0947655
0.749772 0.23004 7884.25 0.295908 32.1082 0.0455398 0.508296 0.209814 0.102173
0.750092 0.229866 7884.4 0.279266 32.8391 0.00500812 0.522595 0.206325 0.102961
0.77594 0.228376 7883.91 0.12852 57.4 0.00192813 0.54478 0.210966 0.0983168
0.775149 0.23261 7884.23 0.136275 56.228 0.0129701 0.487138 0.205871 0.104266
0.745801 0.230571 7884.17 0.261295 35.0074 0.000183016 0.524936 0.209363 0.101985
0.750848 0.229379 7884.12 0.278351 33.4782 0.0452753 0.522732 0.209258 0.102155
0.741997 0.228514 7884.1 0.281577 33.9171 0.0468678 0.516541 0.208849 0.101186
0.823208 0.228922 7884.4 0.168078 45.2117 0.00143063 0.506476 0.210883 0.101535
0.737559 0.221494 7884.4 0.483916 23.7387 0.0317747 0.519972 0.222698 0.109832
0.676892 0.222004 7883.61 0.471756 27.7304 0.00713397 0.504762 0.215284 0.100982
0.747027 0.227213 7884.18 0.297897 32.479 0.0523239 0.525851 0.211858 0.101536
0.465578 0.22049 7894.24 0.734196 17.7016 0.0101019 0.937998 0.90288 0.570646
0.8937 0.310833 7870.19 0.0384973 211.109 0.0181243 0.394963 0.203874 0.0870567
0.727485 0.263759 7883.15 0.112153 63.2974 0.0139728 0.498057 0.190589 0.0817903
0.743121 0.227151 7884.1 0.288539 33.6452 0.0467118 0.521606 0.211934 0.100449
0.745148 0.229078 7884.09 0.280075 33.487 0.0479713 0.510416 0.210786 0.100089
0.246814 0.899496 7354.23 0.539507 102.074 0.00905443 0.0686158 0.226685 0.293916
0.286901 0.188141 7382.82 0.133143 2.53242 0.0064522 0.771606 0.291697 0.383173
0.0384901 0.193546 7234.31 0.901617 231.116 0.00566938 0.933731 0.200809 0.240155
0.616778 0.265171 7882.37 0.52912 22.9453 0.0121283 0.479157 0.196724 0.101555
0.669768 0.2336 7881.5 1.21407 18.2933 0.000680871 0.494614 0.213957 0.104475
0.75049 0.229357 7884.24 0.279064 33.5361 0.0484106 0.523296 0.208955 0.1011
0.578363 0.270024 7883.08 1.29517 12.0243 0.0110639 0.484537 0.183038 0.0813848
0.754188 0.228519 7884.25 0.291738 32.2521 0.048233 0.525134 0.210394 0.101049
0.736125 0.199276 7880.92 0.988096 20.7823 0.0164691 0.369884 0.211497 0.130891
0.745058 0.229292 7884.21 0.288536 32.8386 0.00591946 0.512125 0.20903 0.0988078
0.782687 0.224069 7884.44 0.24519 35.7548 0.00778542 0.496176 0.214374 0.0995057
0.744826 0.229274 7884.1 0.272552 34.2546 0.0456718 0.52018 0.209449 0.101764
0.0212818 0.228015 7433.94 0.665809 98.7591 0.0156279 0.964991 0.517253 0.441599
0.729042 0.22344 7884.1 0.305092 33.2648 0.0232621 0.527368 0.216841 0.102375
0.767574 0.225654 7884.13 0.243927 36.3188 0.0373303 0.534252 0.210704 0.102459
0.610948 0.0391878 7513.29 1.46708 283.617 0.0440324 0.523321 0.315265 0.266302
0.0161239 0.194282 8002.68 0.306888 9.40464 0.00599592 0.788406 0.508785 0.306355
0.779277 0.230393 7884.35 0.244632 35.4352 0.0174493 0.491297 0.214222 0.100946
0.756873 0.230506 7884.27 0.262901 33.9085 0.00231212 0.540076 0.205423 0.104462
0.753046 0.23001 7884.16 0.263728 34.2808 0.0378353 0.514184 0.207617 0.100102
0.744198 0.22743 7884.06 0.247362 37.5424 0.0408699 0.529598 0.210513 0.102531
0.719467 0.228058 7883.82 0.262392 37.3436 0.0017989 0.486024 0.211103 0.100769
0.745806 0.225118 7883.98 0.251808 37.3258 0.00425074 0.497933 0.213221 0.100648
0.775419 0.225655 7884.25 0.233977 36.9742 0.0187538 0.514734 0.216786 0.101269
0.753632 0.244428 7883.92 0.335191 27.9819 0.00359598 0.555016 0.198366 0.0975638
0.719251 0.228562 7884.54 0.883616 16.9195 0.00625997 0.513473 0.194087 0.0787042
0.753037 0.229201 7884.12 0.263207 34.7409 0.0422686 0.530039 0.209505 0.101308
0.69594 0.227554 7883.83 0.527581 23.769 0.00169311 0.575491 0.20079 0.10154
0.346059 0.239413 7842.12 0.648758 13.2377 0.00223568 0.412305 0.459915 0.322885
0.679225 0.249563 7882.64 0.581784 23.1149 0.00564416 0.464129 0.196217 0.0862891
0.693293 0.220015 7882.74 0.365783 31.6556 0.0170866 0.500692 0.20653 0.102914
0.650932 0.267741 7884.89 0.144527 52.6396 0.00313932 0.628174 0.146159 0.123685
0.866708 0.253905 7884.36 0.0222639 216.255 0.0131202 0.476852 0.185031 0.0817719
0.765178 0.220618 7883.71 0.234629 38.2152 0.000694754 0.449744 0.224254 0.108128
0.743175 0.230318 7884.12 0.2586 35.8346 0.0117473 0.500322 0.210002 0.100179
0.41951 0.20801 7383.35 0.285595 24.5219 0.0137417 0.795361 0.330128 0.167195
0.69106 0.225108 7880.78 0.170383 70.4427 0.00488975 0.295118 0.232632 0.0985708
0.745539 0.231816 7884.21 0.25683 36.0702 0.0133777 0.515179 0.210092 0.10041
0.160425 0.120518 7342.38 1.48931 210.823 0.0157947 0.845609 0.483347 0.191234
0.866803 0.221357 7851.83 0.961323 34.6622 0.00664826 0.402781 0.228708 0.107653
0.706999 0.475032 7685.83 0.048948 25.9967 0.0216537 0.134677 0.106191 0.0313768
0.74883 0.226785 7884.22 0.291935 32.7958 0.0492497 0.535421 0.211011 0.101531
0.753001 0.228156 7884.17 0.262297 35.1692 0.0408105 0.509502 0.209973 0.100612
0.0728757 0.478485 7993.05 0.0614443 180.969 0.0130263 0.655603 0.236445 0.605571
0.749395 0.229456 7884.1 0.263437 35.1076 0.0415286 0.514905 0.209648 0.099954
0.505386 0.447383 7948.58 0.713261 102.352 0.00346612 0.381875 0.204036 0.152992
0.745697 0.230054 7884.02 0.26189 35.2625 0.0435526 0.518717 0.20902 0.100865
0.738206 0.228241 7884.13 0.265658 35.5194 0.00281707 0.515731 0.211595 0.102199
0.752101 0.22834 7884.19 0.288659 32.7313 0.050518 0.526295 0.2093 0.100438
0.742858 0.230368 7884.1 0.271952 34.3267 0.0458965 0.524987 0.208101 0.100886
0.745533 0.2283 7884.23 0.29195 32.718 0.0474608 0.51854 0.209037 0.102098
0.747038 0.227552 7884.14 0.277868 34.0059 0.0463206 0.518303 0.212086 0.101631
0.750097 0.227439 7884.18 0.301328 31.9018 0.0535172 0.538569 0.211426 0.101716
0.292944 0.204537 7902.26 0.431067 30.9252 0.00647726 0.985762 0.702883 0.135734
0.745554 0.229787 7884.13 0.281183 33.6594 0.0479999 0.519759 0.209783 0.100817
0.0580487 0.228957 7341.99 0.225339 48.067 0.00461459 0.927648 0.629557 0.243112
0.760381 0.228203 7884.34 0.257673 34.9139 0.00386404 0.513398 0.211735 0.101523
0.747592 0.228431 7884.23 0.278261 33.5693 0.0463104 0.518398 0.210851 0.101406
