# DeltaF, Fb, t0, u0, tE, rho
0.986041 0.215439 7886.01 1.48151 6.26649 0.00263821
0.923763 0.215573 7886.28 1.12531 8.00917 0.0126383
0.990563 0.215766 7886.01 1.49991 6.22063 0.0344931
0.631721 0.210549 7892.4 0.0653502 132.529 0.00659695
0.984912 0.215373 7886.1 1.3289 6.82331 3.68097e-05
0.986821 0.215728 7886 1.4985 6.24221 6.08301e-05
0.149797 0.18272 7931.74 0.656496 129.484 0.0140335
0.987659 0.215555 7886 1.48455 6.27458 0.00200664
0.785623 0.197732 7884.69 1.42861 7.43443 0.00552683
0.976643 0.215152 7886.02 1.49753 6.30595 0.0224898
0.974215 0.218941 7885.81 1.32291 6.79938 0.00157225
0.75804 0.206892 7886.61 1.39399 8.27256 0.0138218
0.340965 0.212585 7882.18 0.137681 82.3371 0.0103243
0.985034 0.215203 7886.05 1.44886 6.41607 0.00570256
0.415683 0.126121 7203.53 0.452371 131.089 0.000562221
0.16111 0.193614 7891.64 0.134589 122.807 0.000555839
0.981762 0.216397 7886.07 1.43743 6.46694 0.00747548
0.982072 0.216553 7885.84 1.22929 7.00097 0.0193942
0.987084 0.215605 7886.01 1.49954 6.2356 0.00667649
0.988951 0.215668 7886 1.49923 6.22296 0.0238688
0.98691 0.215616 7886.01 1.49995 6.23555 0.0058347
0.986593 0.215528 7886.02 1.49447 6.24909 0.0166501
0.0641288 0.207854 7937.89 1.40597 114.182 0.0122784
0.988118 0.215375 7885.99 1.49516 6.23538 0.0248078
0.987039 0.215572 7886.01 1.49971 6.23382 0.0186598
0.986561 0.215575 7886.01 1.49979 6.23805 0.0084858
0.987058 0.215613 7886 1.499 6.22414 0.0290401
0.986272 0.21558 7886.01 1.4999 6.23828 0.00789296
0.989108 0.215553 7886.01 1.49994 6.22783 0.0288952
0.990576 0.215951 7885.98 1.46521 6.29529 0.00222288
0.987719 0.21562 7886.01 1.49928 6.22828 0.0160199
0.990548 0.215494 7886 1.49977 6.22009 0.0278585
0.460257 0.230377 7893.74 0.000465523 105.258 0.000790613
0.987845 0.215807 7886.02 1.49757 6.24195 0.00730593
0.987793 0.215597 7886.01 1.49874 6.23135 0.00021012
0.986497 0.215646 7885.99 1.49998 6.23049 0.00671236
0.991067 0.215596 7886.01 1.49934 6.20291 0.00426973
0.246714 0.251447 7391.54 1.02841 2.25028 0.0401918
0.986974 0.215519 7886.01 1.49907 6.23613 0.0131668
0.325214 0.814029 7800.11 0.0171779 63.2678 0.0198912
0.988058 0.21564 7886.01 1.49264 6.24466 0.006318
0.984607 0.216279 7886.01 1.49794 6.27195 0.00529451
0.987305 0.215642 7886.01 1.49992 6.22892 0.00628498
0.967165 0.213957 7886.07 1.46607 6.46933 0.00516829
0.98124 0.215026 7886.04 1.48384 6.30519 0.00427765
0.961093 0.213573 7886.23 1.23358 6.9338 0.00968375
0.985699 0.211639 7886.27 1.43534 6.51838 0.0132396
0.988244 0.215655 7886.02 1.49718 6.23698 0.0169303
0.996573 0.216124 7886.04 1.418 6.42563 0.0377416
0.780845 0.215629 7885.14 0.667949 12.096 0.00469283
0.116824 0.706009 7214.5 1.08306 251.853 0.00532627
0.459179 0.285751 7172.63 0.0532896 128.223 0.00650755
0.990618 0.215582 7885.94 1.47251 6.2912 0.0324733
0.0464438 0.222853 7966.16 1.45327 307.874 0.00117886
0.635127 0.194854 7898.99 0.0613973 129.682 0.00130682
0.845716 0.204388 7885.63 0.59334 13.1966 0.0117578
0.9918 0.215805 7886.04 1.45916 6.32632 0.018103
0.740204 0.183499 7887.38 0.318524 17.7126 0.00230996
0.818719 0.208868 7887.56 1.03352 10.7242 0.000145182
0.988071 0.215701 7886.01 1.49999 6.22676 0.00977585
0.215736 0.209854 7889.12 0.508929 25.8815 0.0013356
0.0102779 0.282412 7791.54 1.02112 268.999 0.00656944
0.9886 0.215664 7886.01 1.49979 6.22608 0.000936489
0.987654 0.215616 7886.01 1.49999 6.22456 0.00149717
0.997061 0.215434 7886.04 1.40848 6.47126 0.00630365
0.521501 0.211768 7890.33 1.36983 15.6768 0.00202506
0.987149 0.215617 7886.01 1.49994 6.23328 0.00120022
0.987378 0.21564 7886.01 1.49974 6.23361 0.0140679
0.906227 0.204566 7886.24 0.957092 9.97299 0.00127299
0.986838 0.215528 7886.01 1.49997 6.23241 0.00129816
0.984794 0.215442 7886.02 1.49557 6.26073 0.0149923
0.986301 0.215695 7886.02 1.49933 6.24078 0.0218261
0.992693 0.215387 7886.02 1.47679 6.25622 0.0024428
0.284672 0.199027 7887.43 0.603148 62.4281 0.00183039
0.988059 0.215627 7886.01 1.49998 6.22533 0.00531487
0.964251 0.213068 7886.3 0.910472 9.22277 0.0015883
0.938304 0.214581 7885.61 1.08206 7.99782 0.0197938
0.982502 0.215477 7886.01 1.4981 6.2516 0.00216955
0.657636 0.490677 7483.91 0.00922403 15.8519 0.00166552
0.0372441 0.167042 7097.52 1.05671 276.238 0.0100145
0.986278 0.215658 7886.01 1.49998 6.23515 0.0118113
0.98729 0.215585 7886.01 1.49968 6.22943 0.0126036
0.93057 0.21608 7885.61 1.22955 7.89054 0.00994752
0.958834 0.211689 7885.62 1.47865 6.42552 0.00705244
0.988297 0.215671 7886.01 1.49988 6.2238 0.00703333
0.989054 0.21556 7886 1.49983 6.22266 0.00590282
0.744184 0.255837 7885.52 0.111727 27.7394 0.00991108
0.934606 0.214387 7886.43 1.00794 8.59975 0.00278781
0.666273 0.245697 7726.37 0.0497753 320.881 0.0602683
0.977974 0.215317 7886.14 1.49541 6.29688 0.00804735
0.987754 0.215633 7886 1.49992 6.22922 0.0133795
0.203254 0.218442 7205.38 0.340609 17.5512 0.0086032
0.976231 0.218695 7886.11 0.849878 8.99609 0.0017744
0.995798 0.215852 7886.06 1.47728 6.21977 0.0101345
0.720992 0.223203 7887.82 1.22948 10.523 0.00560658
0.455315 0.169382 7878.59 0.106225 107.528 0.000570827
0.971954 0.216635 7886.22 1.49991 6.30056 0.00397601
0.96776 0.217256 7886.05 1.35145 6.76168 0.0210835
0.884256 0.193416 7884.92 1.16598 7.26191 0.006784
0.984801 0.215634 7886.01 1.49876 6.23787 0.0479232
0.987149 0.215589 7886.01 1.49971 6.23195 0.00230491
0.966819 0.217408 7885.91 1.25678 7.12355 0.00182414
0.600073 0.21658 7883.66 0.989846 5.02946 0.0175371
0.99434 0.214478 7886.01 1.30275 6.82896 0.00702834
0.867597 0.208297 7887.09 1.27413 7.90536 0.00489994
0.988351 0.215935 7885.96 1.47534 6.26558 0.000411388
0.988393 0.218612 7886.07 1.35945 6.76088 0.0104584
0.985736 0.216154 7886.05 1.45657 6.42453 0.00724386
0.988148 0.214694 7886.08 1.48746 6.32206 0.012692
0.932007 0.212446 7885.95 1.19714 7.10759 0.00426805
0.988937 0.216156 7886.01 1.44418 6.39936 0.0261763
0.412025 0.186233 7904.35 0.802803 49.0647 0.00240195
0.85055 0.213461 7885.89 1.38786 7.35611 0.0212505
0.91633 0.217801 7886.06 0.923287 9.20046 0.0139058
0.254185 0.264335 7879.57 0.459566 29.5023 0.0091861
0.31942 0.167596 7671.75 1.21389 52.9687 0.00130141
0.824953 0.214017 7885.82 0.798165 10.2167 0.0180241
0.971216 0.213274 7886.14 0.762917 10.1482 0.00786143
0.987601 0.215696 7886.02 1.48178 6.27852 0.00803964
0.988614 0.215548 7886.01 1.49954 6.22575 0.00441059
0.990891 0.215229 7886.01 1.49312 6.24508 0.00938073
0.773377 0.213033 7883.06 0.6783 10.3245 0.0050534
0.987921 0.215669 7886 1.49988 6.22606 0.00307558
0.987412 0.215616 7886.01 1.49924 6.23018 0.0228341
0.881196 0.216641 7886.99 1.34693 7.50174 0.0158349
0.99284 0.21573 7886.03 1.49782 6.24212 0.0285511
0.934206 0.215012 7886.02 1.26903 7.14906 0.00436483
0.909803 0.218331 7885.72 1.29163 7.03381 0.021401
0.991593 0.215396 7886.02 1.49517 6.25833 0.00766764
0.96905 0.216222 7885.84 1.25874 6.97889 0.00174833
0.989892 0.228456 7883.36 0.0759116 30.6204 0.00313804
0.905852 0.215431 7886.51 1.06102 8.32181 0.0100973
0.961546 0.216551 7886.1 1.46425 6.6292 0.0258211
0.506503 0.273325 7709.67 0.735592 98.9628 0.0045832
0.111451 0.162494 7919.8 1.05839 127.001 0.0118052
0.987058 0.215735 7886.02 1.49785 6.24202 0.0138083
0.282047 0.145645 7340.62 0.0332569 227.364 0.00351104
0.960127 0.213273 7885.81 1.09039 6.92704 0.0186572
0.832227 0.213839 7887.52 0.887205 10.249 0.00638041
0.988521 0.215653 7885.99 1.49839 6.21224 0.00474646
0.980704 0.215828 7885.94 1.45916 6.34399 0.017773
0.900034 0.210528 7887.28 0.901422 10.8594 0.00194804
0.987001 0.215295 7886 1.45189 6.33908 0.0164165
0.986852 0.215588 7886.01 1.49946 6.23612 0.0383269
0.98864 0.215515 7886.01 1.49991 6.22616 0.0182404
0.710701 0.226058 7889.8 0.30033 25.0277 0.0137725
0.990929 0.215279 7886.08 1.49876 6.23047 0.00448313
0.99573 0.215331 7886.02 1.47253 6.29169 0.000799261
0.937912 0.217207 7885.89 1.30942 7.13434 0.00427793
0.986086 0.215502 7886.01 1.4952 6.26422 0.00319211
0.826291 0.203247 7886.18 1.17887 8.71266 0.0123767
0.999545 0.215784 7886.01 1.46245 6.28218 0.0121501
0.986913 0.215581 7886.01 1.49985 6.23566 0.0204805
0.986544 0.215639 7886.01 1.49996 6.23048 0.0218669
0.997479 0.217146 7885.85 1.41305 6.47515 0.00219975
0.983833 0.215883 7886.1 1.44412 6.42153 0.0210506
0.998195 0.215766 7885.92 1.47247 6.22114 0.00544093
0.947735 0.215521 7885.97 1.4955 6.36597 0.00095084
0.95802 0.214499 7886.02 1.41206 6.59162 0.00211542
0.987249 0.216123 7886.1 1.47877 6.35321 0.0010924
0.964311 0.213916 7885.96 1.46031 6.51357 0.00107161
0.983688 0.215614 7886.06 1.48744 6.31404 0.00116195
0.982467 0.215467 7886 1.49636 6.28351 0.00776331
0.983716 0.215844 7886.02 1.48912 6.2606 0.0037819
0.981573 0.215921 7886.04 1.4758 6.38155 0.02207
0.987424 0.215646 7886.01 1.49994 6.23066 0.00874612
0.987766 0.215562 7886.01 1.49978 6.22986 0.00780785
0.979501 0.216284 7886.06 1.49795 6.29491 0.0202896
0.992107 0.216198 7885.99 1.48525 6.24389 0.050142
0.988218 0.215744 7886 1.49877 6.21884 0.00119928
0.983254 0.216724 7886.19 1.3948 6.60198 0.00818805
0.988707 0.21577 7886.01 1.49753 6.23164 0.00121315
0.992328 0.215152 7886.02 1.46852 6.32238 0.0016409
0.299991 0.199681 7890.83 1.12382 13.0508 0.000407162
0.98632 0.215639 7886.02 1.4988 6.24727 0.0273588
0.969821 0.216576 7886.1 1.46446 6.42429 0.00110041
0.978781 0.21528 7886.04 1.49475 6.30874 0.022717
0.984431 0.215156 7885.96 1.45383 6.4005 0.00591498
0.987281 0.215605 7886.01 1.49996 6.23097 0.00126914
0.985056 0.215631 7886.01 1.4997 6.24116 0.0117248
0.971815 0.21509 7886.03 1.49755 6.37881 0.000389112
0.986057 0.215712 7886.01 1.49372 6.25087 0.0024968
0.98928 0.215526 7885.99 1.49975 6.21916 0.00198038
0.9583 0.214274 7885.94 1.44345 6.61826 0.00768362
0.959318 0.212558 7886.14 1.32281 7.12195 0.00710861
0.560152 0.232898 7900.28 0.176576 35.4774 0.013675
0.984858 0.215811 7886.02 1.49865 6.24174 0.0289998
0.987835 0.215465 7886.01 1.49996 6.23379 0.00023277
0.988131 0.21558 7886 1.49982 6.22908 0.0165
0.98779 0.215571 7886.01 1.49967 6.23257 0.000965577
0.711967 0.0967082 7816.88 0.559868 104.829 0.00649046
0.987084 0.215569 7886.01 1.49961 6.23342 0.00731135
0.684583 0.199072 7886.43 1.14668 11.0989 0.0275031
0.914886 0.214153 7886.25 1.3156 7.79026 0.00486775
0.888285 0.19652 7884.91 0.408227 15.8391 0.0014391
0.987712 0.215602 7886.01 1.49955 6.23301 0.00239192
0.98642 0.215463 7886.01 1.49971 6.24066 0.00209225
0.0404767 0.208152 7951.23 1.27727 145.474 0.00368852
0.988114 0.215625 7886.01 1.49933 6.24349 0.0058347
0.0163207 0.211634 7804.71 0.464049 343.449 0.00773447
0.0348775 0.272043 7891.95 0.495036 55.8578 0.00316354
0.987504 0.215628 7886 1.5 6.228 0.00126813
0.57517 0.193407 7892.53 1.25237 17.8266 0.0160636
0.987959 0.215591 7886 1.49907 6.22593 0.00197341
0.976064 0.216093 7886.06 1.47175 6.38726 0.000925683
0.837676 0.240158 7882.01 0.3073 7.7361 0.00608946
0.983484 0.215655 7886.01 1.49882 6.25042 0.00563763
0.971679 0.220416 7886.25 0.85939 9.41654 0.00220395
0.467314 0.208476 7889.88 0.1864 42.1754 0.0220418
0.97711 0.20828 7886.31 1.48212 6.3559 0.00132103
0.64937 0.341307 7709.58 0.0273417 13.8333 0.0126669
0.0288322 0.268652 7151.9 0.748911 4.98233 0.015551
0.980186 0.215275 7886.03 1.46672 6.36181 0.00241996
0.961576 0.215157 7886.05 1.44789 6.55745 0.000867645
0.994644 0.213789 7886.22 1.23711 7.15196 0.000489205
0.877111 0.209396 7886.07 1.10412 9.13493 0.00119584
0.973628 0.215647 7886.03 1.47543 6.36282 0.00582768
0.920575 0.219389 7884.27 1.01043 7.65141 0.0178466
0.324938 0.05009 7189.89 0.345805 249.335 0.00193873
0.940047 0.215111 7886.3 1.46204 6.69111 0.00671448
0.677509 0.186847 7888.33 0.0135987 364.122 0.0023226
0.987848 0.215648 7886.01 1.49999 6.22939 0.00746796
0.98881 0.21565 7886.01 1.49997 6.22319 0.0105721
0.639842 0.232994 7888.04 0.686013 10.5438 0.00525006
0.978148 0.212871 7886.09 1.48389 6.39352 0.000213432
0.98748 0.21574 7886.01 1.49946 6.23466 0.00744041
0.975256 0.21522 7885.94 1.45898 6.33206 0.0223164
0.00999564 0.230977 7311.41 1.49753 227.456 0.0111216
0.206774 0.261231 7877.03 0.269037 81.106 0.00826804
0.992605 0.215928 7886.02 1.49935 6.21143 0.0100139
0.0825853 0.203855 7867.76 0.450276 185.758 0.00424864
0.393706 0.215981 7898.45 0.12249 132.582 0.00266766
0.976847 0.227005 7885.73 1.17666 7.14922 0.00419788
0.987177 0.183654 7882.88 0.395049 10.2639 0.0166095
0.950517 0.221114 7886.13 0.943285 8.59871 0.00337885
0.923432 0.211969 7885.85 1.00391 8.24195 0.0112222
0.416387 0.169386 7073.19 0.213383 98.9999 0.00247085
0.990542 0.215801 7886.01 1.49532 6.24705 0.00507443
0.112178 0.135784 7503.32 1.18635 19.1326 0.01373
0.619215 0.216739 7889.67 1.09946 11.9572 0.00623261
0.119957 0.227873 7879.37 1.1648 9.36305 0.00942019
0.997723 0.216207 7885.93 1.47242 6.22926 0.00303297
0.989428 0.215766 7886.05 1.47963 6.2853 0.0129077
0.988542 0.215546 7886.01 1.49993 6.22424 0.00123398
0.987085 0.215573 7885.99 1.49722 6.24401 0.0240241
0.69836 0.220666 7890.85 1.20634 11.2814 0.0126943
0.804216 0.228597 7882.68 0.0391727 66.3271 0.000741208
0.83328 0.185953 7888.21 0.770968 12.0876 0.00181536
0.643836 0.207527 7887.44 0.293392 24.4968 0.00533542
0.875686 0.216854 7885.59 0.506083 12.4071 0.00399787
0.970084 0.215003 7886.03 1.39882 6.76168 0.0196261
0.984295 0.215467 7886.03 1.46556 6.34001 0.00299017
0.00667046 0.243498 7272.55 0.68756 242.132 0.0607457
0.97784 0.214107 7885.82 1.37108 6.5925 0.00249245
0.985874 0.215274 7886.02 1.36349 6.57516 0.0108205
0.753879 0.198004 7887.52 0.728728 14.0799 0.000667971
0.99477 0.218243 7886.31 0.826701 9.46544 0.0125124
0.918438 0.214768 7886.01 1.22994 7.50444 0.00221799
0.909021 0.216346 7886.04 1.45713 6.76781 0.00365842
0.992351 0.214453 7885.9 1.42981 6.32939 0.0194018
0.989209 0.215675 7886 1.49913 6.22216 0.0167779
0.910117 0.373896 7534.37 0.0491865 90.0749 0.00133932
0.916481 0.21512 7886.55 0.997207 8.72236 0.00711017
0.206985 0.678975 7398.26 1.20011 129.286 0.00809754
0.959678 0.215768 7885.96 1.49073 6.31272 0.0275715
0.0748216 0.18759 7228.9 0.496937 362.92 0.0121418
0.985293 0.215574 7886.01 1.49943 6.24615 0.0140655
0.105887 0.175374 7873.62 1.13232 299.328 0.00671011
0.277884 0.252348 7878.2 0.920163 6.0271 0.00411812
0.193094 0.221965 7924.36 0.0555156 137.87 0.0123415
0.104897 0.275514 7622.89 0.21871 222.012 0.00296779
0.987507 0.215568 7886.01 1.49982 6.22639 0.00288516
0.945624 0.213517 7886.42 0.958075 9.1909 0.0128923
0.0400535 0.227398 7846.76 0.846653 118.763 0.00776082
0.849437 0.211091 7885.27 0.681232 13.1264 0.00227275
0.986901 0.217562 7884.2 0.560538 9.23098 0.0121379
0.769912 0.166951 7880.36 0.0106546 260.719 0.00382116
0.986773 0.215635 7886.04 1.48079 6.29326 0.00789085
0.993027 0.215743 7886.01 1.49256 6.22551 0.00215327
0.739221 0.196272 7887.6 0.265567 33.342 0.0415523
0.0786077 0.220159 7987.27 0.58806 277.343 0.00659781
0.64343 0.203425 7889.46 1.20465 10.818 0.00959159
0.97832 0.217028 7886.04 1.42101 6.69049 0.0142002
0.97511 0.20926 7885.93 0.625364 12.3228 0.00370689
0.189389 0.250635 7883.83 0.179227 44.3556 0.00109293
0.977567 0.210805 7885.98 1.22481 7.34749 0.00684827
0.989036 0.215751 7886.03 1.43514 6.48089 0.000977808
0.996154 0.215549 7885.9 1.187 7.08996 0.0147375
0.832853 0.261523 7740.86 0.954283 18.7609 0.0166901
0.110189 0.159044 7592.41 0.345662 209.578 0.00230495
0.99223 0.215853 7885.98 1.46728 6.27368 0.00114936
0.914171 0.215324 7886.33 1.45731 6.78131 0.000271947
0.95881 0.21451 7886.23 1.4461 6.6427 0.00612647
0.833673 0.208711 7886.75 0.554678 13.4718 0.0276344
0.953319 0.236112 7886.06 1.16822 7.40753 0.00594914
0.986236 0.215475 7886.02 1.49838 6.24506 0.00210456
0.987988 0.215681 7886 1.49836 6.2311 0.00947714
0.986245 0.214963 7885.99 1.47161 6.329 0.0153601
0.97836 0.215831 7886 1.49566 6.29261 0.00150094
0.191401 0.0693786 7637.5 1.158 58.6071 0.00809698
0.980776 0.215697 7886.04 1.47876 6.32624 0.0100579
0.36998 0.175218 7912.93 0.391784 83.3375 0.00678766
0.920006 0.198727 7897.71 0.153179 51.4156 0.0160459
0.988515 0.21556 7886.01 1.49993 6.22361 0.000581076
0.979931 0.215861 7886 1.49659 6.27662 0.00425917
0.966841 0.232557 7885.2 1.44623 6.13401 0.00983208
0.997762 0.215453 7885.94 1.4994 6.19324 0.00443286
0.989197 0.216017 7886.01 1.49976 6.21816 0.0162129
0.465919 0.212503 7890.13 1.33649 20.5241 0.00224362
0.126573 0.588955 7459.63 0.0890336 181.163 0.0121934
0.714444 0.225425 7881.67 0.265349 16.2005 0.00350768
0.678495 0.556853 7899.16 1.13668 59.812 0.00320958
0.389653 0.159454 7891.75 0.531008 34.206 0.00723964
0.915714 0.210487 7694.51 0.0170334 131.837 0.00330101
0.990977 0.215658 7886.01 1.4994 6.21733 0.000409695
0.606684 0.715542 7185.04 0.672217 16.9137 0.00551298
0.102946 0.206686 7860.03 0.577665 8.49807 0.0258515
0.0130521 0.263547 7710.94 0.13984 126.29 0.00538316
0.987527 0.215601 7886 1.49986 6.232 0.00286567
0.19221 0.24441 8001.42 1.08775 101.756 0.0281149
0.742725 0.174701 7887.3 0.602691 15.6874 0.0013804
0.986456 0.215644 7886.02 1.49987 6.23836 0.00557004
0.949497 0.215833 7885.8 1.49114 6.40635 0.0104739
0.106818 0.211079 7902.28 1.44801 24.5768 0.00498889
0.982929 0.214872 7885.97 1.40261 6.52641 0.00436737
0.263175 0.230241 7900.54 0.151978 95.8872 0.0035957
0.930315 0.226331 7881.92 1.00678 4.14777 0.0082092
0.987958 0.215534 7886.01 1.4993 6.2272 0.00190236
0.0286186 0.246397 7612.06 0.287993 207.755 0.00345735
0.987124 0.215348 7886.02 1.4911 6.26592 0.019588
0.941368 0.216139 7886.09 1.28169 7.23639 0.0065413
0.988705 0.215711 7886.01 1.49993 6.21398 0.00265741
0.324304 0.235284 7884.05 0.413886 49.6715 0.00470389
0.130353 0.281257 7649.89 0.773489 24.0898 0.0161213
0.98001 0.215236 7886.06 1.4486 6.46017 0.0134706
0.308453 0.226408 7884.87 0.0398397 150.049 0.00713257
0.986444 0.215606 7886.01 1.4999 6.23458 0.0334968
0.986054 0.215203 7886.07 1.25934 7.01938 0.00418271
0.98666 0.21549 7886 1.49897 6.22789 0.00671535
0.9901 0.21585 7885.97 1.43992 6.35929 0.014475
0.986114 0.215593 7886 1.49989 6.23522 0.0018244
0.993154 0.215609 7886.01 1.4893 6.23846 0.0235515
0.98744 0.21564 7886.01 1.49974 6.23017 0.0115079
0.986712 0.21573 7886 1.49835 6.23076 0.0202489
0.989086 0.215566 7886 1.49952 6.21616 0.00223201
0.98866 0.215626 7885.99 1.49354 6.22299 0.0307212
0.98094 0.212861 7886.04 1.27913 7.14116 0.00221437
0.332661 0.255802 7892.06 0.0906131 60.3456 0.00186817
0.988708 0.215419 7885.99 1.4997 6.22706 0.019792
0.983461 0.21221 7884.56 1.31507 6.4531 0.00358664
0.986656 0.216193 7885.98 1.48966 6.24782 0.00573502
0.970823 0.217443 7886.14 0.982274 8.50492 0.000755057
0.98672 0.213435 7885.75 1.02037 8.13841 0.0107438
0.987716 0.215542 7886 1.49986 6.22885 0.0127091
0.98073 0.215993 7886 1.35472 6.75745 0.00443065
0.989889 0.215518 7886.39 1.12255 7.85329 0.00292787
0.987976 0.215708 7885.96 1.49197 6.23508 0.00142846
0.990669 0.215906 7886 1.49871 6.20193 0.0019021
0.99422 0.215696 7885.99 1.49708 6.20708 0.0120163
0.82398 0.202135 7888.01 0.300077 23.9872 0.00210443
0.759381 0.238091 7884.13 0.00946608 202.389 0.0055892
0.988441 0.215595 7886.01 1.49996 6.22973 0.00844063
0.98854 0.21555 7886.04 1.49088 6.25558 0.0110903
0.919093 0.205507 7885.74 1.19084 7.87025 0.0035832
0.986088 0.215725 7886.01 1.49864 6.23769 0.000621863
0.9823 0.214223 7886.17 1.33036 6.80503 0.0054145
0.831595 0.208071 7886.36 1.38944 7.89533 0.0509564
0.99175 0.216006 7886.05 1.48609 6.23986 0.013982
0.967518 0.214787 7886 1.38451 6.75407 0.00967006
0.989273 0.215587 7886 1.49968 6.22052 0.022959
0.583768 0.229205 7889.15 0.155818 69.0106 0.000505179
0.992114 0.215671 7886 1.49984 6.20324 0.00174105
0.978258 0.217011 7885.99 1.49736 6.2882 0.00200681
0.987333 0.215687 7886.01 1.49996 6.23108 0.00519024
0.992591 0.21534 7886.01 1.49898 6.22931 0.0012822
0.99296 0.215051 7886.03 1.48947 6.26154 0.000247068
0.83908 0.224766 7883.12 0.308477 12.9251 0.00212184
0.996222 0.214761 7886.04 1.49315 6.25046 0.000596304
0.985182 0.21582 7886.05 1.49126 6.2551 0.00369976
0.921631 0.214495 7885.97 1.39728 6.78356 0.000150414
0.954363 0.215115 7886.03 1.49877 6.34947 0.0139568
0.309173 0.267059 7329.65 0.482893 134.286 0.0211783
0.983387 0.215007 7886.01 1.4497 6.3593 0.0168988
0.998864 0.216124 7886.02 1.49838 6.14432 0.0042729
0.987815 0.215992 7886 1.45255 6.39627 0.0155929
0.981884 0.214935 7885.97 1.47028 6.32327 0.00542021
0.963797 0.215343 7885.94 1.46855 6.31162 0.00432475
0.995543 0.21555 7886.02 1.46283 6.3125 0.0308203
0.986644 0.21555 7886 1.49994 6.22967 0.000184016
0.996 0.215496 7886 1.45338 6.23481 0.0155983
0.987142 0.215593 7886.01 1.49999 6.23099 0.0250665
0.979329 0.215447 7885.95 1.46659 6.32217 0.0200273
0.992327 0.209184 7886.11 0.976071 8.61031 0.0442556
0.980818 0.215335 7886.06 1.49513 6.29944 0.00258214
0.878079 0.216127 7887.1 0.954142 10.0712 0.00552739
0.994783 0.214129 7886.01 1.45568 6.24762 0.00921522
0.112605 0.271813 7641.73 0.400459 355.725 0.00241723
0.98983 0.215642 7886.01 1.49993 6.2208 0.00315705
0.987714 0.215609 7886.01 1.49992 6.22605 0.0231178
0.969344 0.219442 7885.78 1.00856 7.94964 0.00694915
0.963487 0.249634 7881.2 0.102315 15.0393 0.000334577
0.992493 0.215816 7886.04 1.49961 6.22933 0.0231268
0.985706 0.21575 7886.04 1.49656 6.24148 0.00936507
0.604985 0.150646 7891.9 0.918073 15.3115 0.00226497
0.864165 0.215162 7886.49 0.876134 10.15 0.000430149
0.985952 0.21555 7886.01 1.49969 6.23811 0.00945258
0.975829 0.216719 7885.72 1.22351 7.01274 0.0017609
0.986419 0.215668 7886.01 1.49999 6.23371 0.0116897
0.986873 0.21558 7886.01 1.49951 6.23563 0.0148286
0.806878 0.215667 7884.07 0.668413 10.0189 0.010204
0.936907 0.21161 7885.91 1.48452 6.46036 0.00304544
0.874481 0.194611 7885.84 1.2131 8.10937 0.00543674
0.988316 0.215586 7886.01 1.49985 6.22434 0.000638637
0.161753 0.222821 7147.99 0.101277 21.4728 0.00213094
0.985229 0.219139 7885.65 1.38362 6.13513 0.00307583
0.987119 0.215547 7886.02 1.4986 6.24474 0.00739338
0.986568 0.215681 7886.02 1.49494 6.24675 0.0295373
0.987513 0.215526 7886.01 1.49935 6.23234 0.0221662
0.4549 0.188738 7886.62 0.171188 65.2158 0.0124831
0.591722 0.218856 7887.35 1.16409 11.0289 0.00332239
0.986509 0.2158 7886.01 1.49928 6.23034 0.00268717
0.912176 0.688477 7439.92 0.492455 293.07 0.0256351
0.987415 0.215724 7886.02 1.499 6.22636 0.00427043
0.984164 0.215388 7886.01 1.4956 6.26531 0.011124
0.986329 0.215605 7886 1.4972 6.2433 0.0142134
0.986827 0.215743 7886.01 1.49933 6.23665 0.000142787
0.333816 0.20101 7105.57 0.374144 13.2492 0.000278881
0.987677 0.215626 7886 1.49998 6.22787 0.00385472
0.972873 0.214689 7885.95 1.46091 6.416 0.00202758
0.985984 0.215604 7886.01 1.49997 6.2364 0.00233976
0.754179 0.229559 7879.41 0.0545767 36.4141 0.00469368
0.196388 0.218738 7909.18 0.543946 93.1782 0.00600561
0.987134 0.215634 7886 1.49867 6.23386 0.0183141
0.331448 0.204364 7884.82 0.430989 28.7398 0.00330913
0.780886 0.145437 7890.29 0.264238 44.5146 0.000517826
0.9861 0.215604 7886.01 1.49982 6.23466 0.0186832
0.990735 0.21658 7885.95 1.49543 6.18711 0.00211457
0.342888 0.19199 7516.48 0.919734 22.3416 0.00599269
0.985735 0.215649 7886.01 1.49992 6.23934 0.000138513
0.0969847 0.197627 7733.29 0.464476 118.697 0.00736092
0.98317 0.216227 7885.99 1.49646 6.2367 0.00373908
0.91099 0.176483 7886.81 0.0249477 124.978 0.00486707
0.980277 0.215556 7885.99 1.495 6.26346 0.00860209
0.981907 0.215003 7886 1.49962 6.25602 0.000713891
0.987754 0.215594 7886 1.49999 6.22682 0.0101772
0.991375 0.215385 7885.99 1.46086 6.33351 0.00370005
0.938123 0.211556 7886.49 0.97762 9.30486 0.00450767
0.989141 0.215656 7886 1.49943 6.2197 0.00114303
0.97815 0.218529 7885.69 1.02035 7.47829 0.00160058
0.98144 0.216587 7886.03 1.47238 6.25996 0.0260675
0.986944 0.215642 7886 1.49978 6.23016 0.00111891
0.730441 0.208263 7886.87 1.02345 10.2949 0.00548718
0.992204 0.214925 7886.01 1.45672 6.36841 0.0025311
0.961103 0.148435 7796.76 0.406386 114.662 0.0108244
