2457114.85920 19.386 0.073 4.18 654.0
2457114.87489 19.018 0.051 3.89 643.0
2457114.89035 19.123 0.052 3.70 589.0
2457114.90607 19.117 0.053 4.02 588.0
2457114.92002 18.964 0.050 3.02 1163.0
2457115.72242 18.984 0.064 5.25 818.0
2457115.72578 19.072 0.077 5.67 809.0
2457115.74519 19.076 0.063 4.89 746.0
2457115.75972 18.877 0.057 5.22 719.0
2457115.77425 19.109 0.064 4.67 697.0
2457115.78867 19.273 0.064 3.99 670.0
2457115.80302 19.156 0.065 4.57 672.0
2457115.81748 19.100 0.056 4.05 652.0
2457115.84661 19.135 0.056 4.05 660.0
2457115.86116 19.023 0.046 3.73 637.0
2457115.88480 18.995 0.043 3.81 624.0
2457115.90101 19.053 0.041 3.21 607.0
2457115.91831 19.001 0.055 3.78 882.0
2457116.72436 19.200 0.108 6.00 1021.0
2457116.72978 19.140 0.090 5.32 987.0
2457116.74599 19.097 0.067 4.21 897.0
2457116.76454 19.094 0.083 5.39 877.0
2457116.77926 18.985 0.069 5.06 838.0
2457116.79395 19.231 0.079 4.54 827.0
2457116.80864 19.163 0.067 4.21 797.0
2457116.82349 18.968 0.060 4.49 802.0
2457116.84738 19.028 0.058 4.10 795.0
2457116.87158 19.103 0.073 4.96 798.0
2457116.88867 19.016 0.054 4.13 770.0
2457116.90934 19.100 0.063 4.49 775.0
2457116.91670 19.173 0.074 4.16 1057.0
2457117.71817 18.992 0.082 5.37 1101.0
2457117.72505 19.147 0.100 5.78 1087.0
2457117.74668 18.884 0.057 4.53 943.0
2457117.76151 18.982 0.049 3.60 844.0
2457117.77578 19.039 0.050 3.65 808.0
2457117.79159 19.076 0.049 3.57 777.0
2457117.80612 19.218 0.057 3.59 774.0
2457117.82046 19.012 0.052 3.88 775.0
2457117.83645 19.068 0.052 3.78 763.0
2457117.86002 19.117 0.049 3.37 746.0
2457117.87520 19.040 0.045 3.35 737.0
2457117.89270 19.034 0.044 3.33 747.0
2457117.91099 19.194 0.052 3.08 796.0
2457117.92331 19.072 0.066 3.44 1359.0
2457118.73713 18.894 0.067 4.87 1147.0
2457118.75336 19.175 0.069 4.09 1008.0
2457118.77272 19.126 0.080 4.18 1576.0
2457118.78819 19.046 0.070 3.91 1627.0
2457118.80809 19.085 0.056 3.85 934.0
2457118.82860 19.038 0.052 3.78 873.0
2457118.84425 19.109 0.049 3.51 817.0
2457118.85967 19.089 0.049 3.54 774.0
2457118.87458 19.010 0.052 3.45 1073.0
2457118.89149 19.071 0.056 3.18 1258.0
2457118.90790 19.018 0.045 3.38 739.0
2457118.92279 18.949 0.077 3.99 1788.0
2457119.71483 19.016 0.092 6.22 1101.0
2457119.75365 19.021 0.105 6.83 1035.0
2457119.76977 19.004 0.067 4.92 867.0
2457119.78462 19.052 0.062 4.23 836.0
2457119.79894 18.902 0.055 4.26 827.0
2457119.81333 19.195 0.085 5.16 832.0
2457119.82779 19.030 0.068 4.79 810.0
2457119.84226 19.307 0.092 5.01 807.0
2457119.85727 19.266 0.075 4.27 777.0
2457119.87238 19.150 0.070 4.43 769.0
2457119.88794 19.312 0.080 4.52 758.0
2457119.90021 19.118 0.073 4.82 781.0
2457119.91932 19.208 0.079 4.66 881.0
2457120.71758 18.965 0.093 5.20 1723.0
2457120.73167 19.135 0.077 4.69 1011.0
2457120.74405 19.172 0.062 4.18 784.0
2457120.75641 19.187 0.065 4.13 822.0
2457120.77278 19.122 0.058 4.01 739.0
2457120.78615 19.053 0.057 4.18 745.0
2457120.79858 19.008 0.053 3.89 813.0
2457120.81086 19.119 0.064 4.47 757.0
2457120.82318 19.156 0.055 3.75 734.0
2457120.83563 19.157 0.058 3.95 719.0
2457120.84978 19.138 0.055 3.86 706.0
2457120.86240 19.119 0.051 3.60 696.0
2457120.87479 19.081 0.052 3.85 702.0
2457120.88712 19.087 0.048 3.49 692.0
2457120.90264 19.065 0.076 3.65 1730.0
2457120.91531 19.163 0.062 3.99 768.0
2457125.69886 18.965 0.082 6.97 663.0
2457125.71506 19.135 0.065 5.28 630.0
2457125.72964 19.048 0.055 4.74 631.0
2457125.74426 18.921 0.073 6.18 665.0
2457125.76220 19.256 0.106 6.64 665.0
2457125.77878 19.165 0.056 4.03 626.0
2457125.79495 19.105 0.055 4.33 621.0
2457125.81119 19.120 0.051 4.01 620.0
2457125.82609 19.007 0.049 4.15 632.0
2457125.85170 19.137 0.051 3.76 645.0
2457125.86891 19.044 0.045 3.58 624.0
2457125.88772 19.150 0.060 4.25 658.0
2457125.90248 19.040 0.048 3.85 631.0
2457125.91703 19.058 0.050 3.78 661.0
2457126.69503 19.159 0.078 6.24 613.0
2457126.70951 19.097 0.068 5.63 607.0
2457126.72386 19.113 0.062 5.18 590.0
2457126.74003 19.162 0.059 4.43 656.0
2457126.75811 18.974 0.051 4.56 637.0
2457126.77640 19.025 0.052 4.40 607.0
2457126.79422 19.030 0.046 3.90 652.0
2457126.82425 19.113 0.046 3.71 589.0
2457126.84121 19.097 0.044 3.43 612.0
2457126.86892 19.181 0.044 3.17 620.0
2457126.89451 19.096 0.046 3.37 638.0
2457126.90815 19.076 0.047 3.47 663.0
2457126.92111 19.226 0.056 3.51 727.0
2457127.69134 19.020 0.062 5.27 683.0
2457127.73101 19.132 0.047 3.63 632.0
2457129.68606 19.026 0.072 6.20 637.0
2457129.70225 18.946 0.063 5.75 623.0
2457129.71705 19.221 0.078 5.69 600.0
2457129.73201 18.987 0.050 4.56 558.0
2457129.74667 19.022 0.054 4.71 559.0
2457129.76142 19.019 0.053 4.77 552.0
2457129.77612 19.066 0.048 3.93 546.0
2457129.79984 19.199 0.058 4.29 551.0
2457129.81441 19.051 0.050 4.23 546.0
2457129.83852 18.893 0.050 4.91 557.0
2457129.85396 19.108 0.048 4.01 539.0
2457129.86928 18.997 0.043 3.90 547.0
2457129.88282 19.108 0.055 4.26 586.0
2457129.89921 19.236 0.066 4.50 597.0
2457129.91389 19.105 0.057 4.34 582.0
2457129.92857 18.915 0.056 4.37 830.0
2457130.68295 18.729 0.069 7.36 585.0
2457130.69869 18.993 0.065 6.01 549.0
2457130.71303 19.164 0.074 5.80 537.0
2457130.72748 19.147 0.071 5.42 547.0
2457130.74228 18.967 0.052 4.60 537.0
2457130.75703 19.042 0.064 5.16 549.0
2457130.77159 19.092 0.059 4.61 536.0
2457130.79518 19.154 0.060 4.50 544.0
2457130.80997 19.210 0.062 4.26 559.0
2457130.83442 18.839 0.049 5.04 541.0
2457130.84961 19.105 0.061 4.67 556.0
2457130.86503 19.186 0.068 4.73 559.0
2457130.87893 19.087 0.064 4.96 562.0
2457130.89554 19.050 0.063 5.12 583.0
2457130.91032 19.045 0.059 4.65 592.0
2457130.92471 19.263 0.090 5.40 671.0
2457131.68389 19.159 0.075 5.45 678.0
2457131.69987 19.073 0.060 4.95 644.0
2457131.71440 18.959 0.054 4.69 628.0
2457131.72892 19.190 0.065 4.63 613.0
2457131.74360 19.066 0.052 4.05 599.0
2457131.75803 19.162 0.054 4.05 579.0
2457131.77243 19.108 0.049 3.72 587.0
2457131.80026 19.237 0.048 3.32 556.0
2457131.81478 19.036 0.044 3.74 556.0
2457131.82934 19.143 0.045 3.56 543.0
2457131.85395 19.031 0.037 3.12 533.0
2457131.86841 18.974 0.042 3.64 548.0
2457131.88625 19.105 0.048 3.74 566.0
2457131.90120 19.087 0.047 3.61 579.0
2457131.91613 19.126 0.050 3.65 612.0
2457131.93092 19.196 0.076 3.46 1411.0
2457132.67750 19.151 0.106 7.01 759.0
2457132.69375 19.071 0.084 6.39 711.0
2457132.70837 19.147 0.088 6.14 683.0
2457132.72273 19.078 0.059 4.73 642.0
2457132.73728 19.007 0.063 5.21 646.0
2457132.75160 19.162 0.061 4.48 617.0
2457132.76606 19.030 0.053 4.43 603.0
2457132.78955 19.228 0.056 4.05 588.0
2457132.80407 19.020 0.048 4.08 591.0
2457132.83639 19.079 0.046 3.57 656.0
2457132.85801 19.040 0.041 3.33 739.0
2457133.80442 19.196 0.087 6.04 639.0
2457133.81894 19.113 0.064 4.87 637.0
2457133.83437 19.216 0.072 4.97 637.0
2457133.85004 19.162 0.061 4.54 605.0
2457133.86497 19.036 0.056 4.53 609.0
2457133.88222 19.164 0.064 4.67 607.0
2457133.89670 19.180 0.068 4.98 609.0
2457133.91131 19.066 0.060 4.80 605.0
2457133.92569 19.422 0.119 6.13 722.0
2457134.66886 18.882 0.079 7.00 734.0
2457134.68463 19.176 0.083 6.10 670.0
2457134.69395 19.078 0.071 5.67 645.0
2457134.70656 18.979 0.059 5.42 618.0
2457134.72144 18.972 0.060 5.38 618.0
2457134.73638 18.969 0.061 5.60 617.0
2457134.75110 18.968 0.069 6.30 603.0
2457134.76583 18.979 0.059 5.53 590.0
2457134.78057 19.090 0.065 5.31 585.0
2457134.79510 19.206 0.066 4.89 584.0
2457134.82028 19.160 0.054 4.13 590.0
2457134.84546 19.036 0.051 4.48 595.0
2457134.86179 19.226 0.063 4.59 594.0
2457134.87737 19.092 0.054 4.30 590.0
2457134.89249 19.031 0.052 4.33 599.0
2457134.90723 19.047 0.050 4.01 619.0
2457134.92180 19.092 0.053 3.89 658.0
2457135.67819 18.990 0.056 4.75 642.0
2457135.69372 19.067 0.054 4.60 619.0
2457135.70868 19.136 0.053 4.17 613.0
2457135.72318 19.058 0.047 3.89 598.0
2457135.73784 19.121 0.048 3.75 586.0
2457135.75219 19.079 0.045 3.67 562.0
2457135.76726 19.086 0.045 3.66 550.0
2457135.78194 19.177 0.056 4.23 547.0
2457135.79663 19.137 0.045 3.57 533.0
2457135.82056 19.126 0.041 3.37 517.0
2457135.84723 19.142 0.040 3.26 513.0
2457135.86472 19.089 0.041 3.37 524.0
2457135.88006 19.114 0.057 4.45 557.0
2457135.89465 19.060 0.043 3.40 551.0
2457135.90929 19.121 0.044 3.35 550.0
2457135.92386 19.120 0.050 3.58 643.0
2457136.67092 19.161 0.077 5.67 671.0
2457136.68570 18.993 0.052 4.64 640.0
2457136.70033 19.077 0.062 4.91 643.0
2457136.71524 19.158 0.068 4.88 642.0
2457136.72957 19.304 0.072 4.64 630.0
2457136.74401 18.960 0.052 4.37 628.0
2457136.75851 19.051 0.057 4.62 611.0
2457136.77301 19.060 0.056 4.26 608.0
2457136.78756 19.172 0.061 4.19 602.0
2457136.80201 19.112 0.060 4.52 589.0
2457136.82654 19.216 0.068 4.51 568.0
2457136.85211 19.311 0.072 4.34 578.0
2457136.86773 19.169 0.065 4.41 581.0
2457136.88313 19.319 0.075 4.56 586.0
2457136.89794 19.099 0.061 4.56 578.0
2457136.91285 19.093 0.063 4.60 614.0
2457136.92748 19.138 0.080 4.83 855.0
2457137.66526 18.973 0.062 6.09 569.0
2457137.68017 19.098 0.056 4.90 535.0
2457137.69477 19.125 0.048 4.00 516.0
2457137.70947 19.102 0.049 4.29 513.0
2457137.72431 19.102 0.047 4.13 510.0
2457137.73909 19.127 0.046 3.88 513.0
2457137.75392 19.092 0.040 3.55 498.0
2457137.76878 19.061 0.038 3.39 493.0
2457137.78350 19.092 0.044 3.71 514.0
2457137.80805 19.102 0.045 3.81 524.0
2457137.83304 19.022 0.050 4.38 541.0
2457137.84907 19.102 0.058 4.56 553.0
2457137.86587 19.248 0.071 4.80 555.0
2457137.88074 19.187 0.065 4.66 570.0
2457137.89548 19.183 0.064 4.61 576.0
2457137.91016 19.211 0.091 6.07 622.0
2457137.92453 19.263 0.085 5.24 709.0
2457138.66051 18.803 0.078 7.68 711.0
2457138.66819 19.201 0.122 7.76 707.0
2457138.68208 18.927 0.067 6.02 631.0
2457138.69455 19.153 0.078 6.04 576.0
2457138.70928 18.934 0.055 5.36 538.0
2457138.72404 18.984 0.062 5.62 540.0
2457138.73984 18.978 0.051 4.81 530.0
2457138.75467 19.015 0.055 4.92 537.0
2457138.76946 19.124 0.054 4.33 539.0
2457138.78398 19.198 0.055 4.14 551.0
2457138.79864 19.009 0.048 4.07 565.0
2457138.82346 18.971 0.044 3.94 575.0
2457138.85003 19.206 0.049 3.53 582.0
2457138.86570 19.025 0.045 3.51 614.0
2457138.88122 19.290 0.065 4.08 609.0
2457138.89592 19.065 0.050 3.84 615.0
2457138.91042 19.036 0.056 4.40 641.0
2457138.92562 19.120 0.063 4.45 712.0
2457139.66133 18.993 0.091 7.04 735.0
2457139.67629 19.461 0.177 8.43 724.0
2457139.71006 18.972 0.068 5.69 629.0
2457139.72223 19.042 0.067 5.21 601.0
2457139.73468 19.044 0.063 5.08 580.0
2457139.74979 19.699 0.171 7.25 606.0
2457139.76269 19.248 0.065 4.35 570.0
2457139.77746 19.101 0.068 5.26 577.0
2457139.80203 19.175 0.064 4.68 555.0
2457139.82677 19.157 0.062 4.68 563.0
2457139.84039 19.180 0.069 4.93 577.0
2457139.85807 19.121 0.069 5.51 577.0
2457139.87323 19.090 0.055 4.50 559.0
2457139.88809 19.036 0.047 4.00 539.0
2457139.90387 18.965 0.052 4.80 560.0
2457139.91871 19.186 0.089 6.40 594.0
2457139.93333 19.330 0.095 4.33 1224.0
2457140.65800 19.003 0.080 6.21 768.0
2457140.67026 19.146 0.067 4.92 708.0
2457140.68268 19.193 0.066 4.65 662.0
2457140.69542 19.105 0.069 5.15 699.0
2457140.70798 19.050 0.064 4.87 695.0
2457140.72269 19.035 0.070 5.50 710.0
2457140.73716 19.088 0.064 4.80 689.0
2457140.75152 19.298 0.083 4.93 687.0
2457140.76601 19.248 0.071 4.85 643.0
2457140.78034 19.135 0.059 4.47 611.0
2457140.80398 19.129 0.052 4.01 593.0
2457140.82954 19.171 0.084 5.95 645.0
2457140.84237 19.080 0.067 5.12 623.0
2457140.85961 19.255 0.077 4.93 646.0
2457140.87445 19.048 0.057 4.41 631.0
2457140.88935 19.041 0.057 4.53 643.0
2457140.90403 19.136 0.059 4.19 661.0
2457140.91868 19.099 0.060 4.50 667.0
2457140.93339 19.586 0.128 4.32 1302.0
2457141.65356 19.059 0.061 4.72 683.0
2457141.66888 19.201 0.063 4.43 651.0
2457141.68386 19.049 0.057 4.37 647.0
2457141.69861 19.047 0.050 4.02 629.0
2457141.71296 19.059 0.048 3.98 606.0
2457141.72780 19.032 0.045 3.71 597.0
2457141.74305 19.099 0.042 3.37 575.0
2457141.75772 19.001 0.041 3.55 592.0
2457141.77215 19.004 0.038 3.19 573.0
2457141.78699 19.129 0.043 3.21 594.0
2457141.81149 19.130 0.044 3.19 587.0
2457141.83341 19.005 0.038 3.16 581.0
2457141.85507 19.151 0.050 3.43 591.0
2457141.87042 19.049 0.049 3.75 618.0
2457141.88499 19.152 0.056 3.73 665.0
2457141.90105 19.149 0.056 3.89 784.0
2457141.91480 19.172 0.059 3.91 691.0
2457141.92759 19.120 0.057 3.73 798.0
2457142.65674 19.115 0.060 4.23 730.0
2457142.66607 19.174 0.061 4.13 705.0
2457142.67824 19.100 0.053 3.83 646.0
2457142.69406 19.018 0.045 3.50 618.0
2457142.70915 19.136 0.050 3.54 608.0
2457142.72407 19.136 0.053 3.75 618.0
2457142.73893 19.196 0.058 3.86 640.0
2457142.75419 19.107 0.053 3.70 634.0
2457142.76878 19.100 0.053 3.69 636.0
2457142.78369 19.088 0.057 3.88 633.0
2457142.79836 19.097 0.057 3.77 626.0
2457142.82385 19.131 0.053 3.51 601.0
2457142.85016 19.111 0.052 3.75 570.0
2457142.86480 19.155 0.054 3.71 576.0
2457142.87936 19.282 0.067 3.97 585.0
2457142.89446 19.067 0.053 3.89 597.0
2457142.90894 19.263 0.066 4.12 610.0
2457142.92330 19.111 0.059 3.98 654.0
2457143.64844 19.355 0.104 6.15 780.0
2457143.65969 19.043 0.070 5.49 749.0
2457143.67624 19.028 0.070 5.36 737.0
2457143.69084 19.050 0.066 4.81 692.0
2457143.70510 19.126 0.080 5.36 675.0
2457143.71945 19.224 0.074 4.59 663.0
2457143.73431 19.222 0.070 4.42 643.0
2457143.74897 19.335 0.081 4.54 638.0
2457143.76360 19.286 0.081 4.99 630.0
2457143.77841 19.377 0.091 5.30 635.0
2457143.79329 19.149 0.063 4.33 629.0
2457143.81007 19.350 0.073 4.24 636.0
2457143.83216 19.316 0.065 4.04 627.0
2457143.84884 18.957 0.051 4.06 711.0
2457143.86454 19.029 0.059 4.56 661.0
2457143.88878 19.139 0.062 4.43 618.0
2457143.91249 19.033 0.051 3.85 630.0
2457143.92851 19.016 0.059 4.36 747.0
2457144.64781 19.210 0.106 5.74 1018.0
2457144.65560 18.813 0.067 5.29 952.0
2457144.66799 19.214 0.098 5.45 911.0
2457144.68076 19.086 0.084 5.43 857.0
2457144.69552 19.307 0.104 5.65 825.0
2457144.71045 19.012 0.084 5.99 836.0
2457144.72509 19.123 0.085 5.30 821.0
2457144.74410 19.217 0.086 5.34 782.0
2457144.76331 19.039 0.062 4.61 753.0
2457144.78266 19.185 0.075 4.87 753.0
2457144.81928 19.543 0.160 7.00 761.0
2457144.83545 19.128 0.081 5.20 809.0
2457144.85276 19.074 0.073 4.94 781.0
2457144.86723 19.298 0.085 4.39 1009.0
2457145.68530 18.966 0.080 5.77 941.0
2457145.71322 19.003 0.077 5.52 869.0
2457145.74635 18.934 0.073 5.79 837.0
2457145.76130 19.239 0.083 4.88 821.0
2457145.77651 19.109 0.068 4.51 797.0
2457145.79118 19.170 0.063 4.08 778.0
2457145.80631 19.093 0.059 4.05 769.0
2457145.82238 19.143 0.068 4.42 800.0
2457145.83804 19.048 0.065 4.39 876.0
2457145.85274 19.143 0.068 4.09 849.0
2457145.86732 19.104 0.061 3.96 865.0
2457145.88177 19.240 0.067 3.76 877.0
2457145.88353 19.264 0.071 3.94 886.0
2457145.89815 19.237 0.071 3.97 880.0
2457145.91291 19.358 0.095 4.86 865.0
2457145.92725 19.028 0.072 4.96 895.0
2457146.63506 19.451 0.142 5.73 1460.0
2457146.64759 19.079 0.093 5.54 1328.0
2457146.66022 19.014 0.101 6.24 1278.0
2457146.67305 19.001 0.074 4.82 1156.0
2457146.68539 19.055 0.075 4.78 1092.0
2457146.69771 19.137 0.068 4.06 1056.0
2457146.71005 19.123 0.063 3.78 1028.0
2457146.72239 19.109 0.064 3.96 1003.0
2457146.73471 19.078 0.059 3.78 986.0
2457146.74708 19.057 0.059 3.81 983.0
2457146.75941 19.131 0.061 3.83 964.0
2457146.77179 19.051 0.056 3.84 937.0
2457146.78434 19.170 0.063 3.99 945.0
2457146.79732 19.075 0.056 3.70 924.0
2457146.81090 19.097 0.054 3.54 911.0
2457146.82440 19.105 0.054 3.49 939.0
2457146.83821 19.106 0.068 4.11 1040.0
2457146.85114 19.229 0.077 4.17 1037.0
2457146.86379 18.998 0.061 4.21 1005.0
2457146.87639 19.247 0.077 4.17 1016.0
2457146.88886 19.067 0.064 4.11 1019.0
2457146.90115 19.214 0.067 3.67 995.0
2457146.91361 19.129 0.067 4.14 993.0
2457146.92626 19.283 0.083 4.36 1052.0
2457147.63790 18.702 0.097 7.49 1304.0
2457147.65414 19.158 0.119 6.52 1181.0
2457147.66665 19.139 0.106 6.02 1112.0
2457147.67928 19.021 0.078 5.06 1047.0
2457147.69205 19.319 0.091 4.74 1011.0
2457147.70465 19.190 0.090 5.07 983.0
2457147.71722 19.061 0.086 5.72 956.0
2457147.72968 19.101 0.076 4.99 926.0
2457147.74217 19.116 0.076 4.84 910.0
2457147.75461 19.141 0.074 4.59 906.0
2457147.76716 19.040 0.066 4.56 895.0
2457147.77942 19.072 0.072 4.82 910.0
2457147.79203 19.001 0.063 4.55 893.0
2457147.80603 19.235 0.078 4.68 862.0
2457147.81876 19.546 0.104 4.71 870.0
2457147.83194 19.029 0.062 4.00 1049.0
2457147.84488 19.056 0.070 4.73 922.0
2457147.85894 19.025 0.062 4.35 936.0
2457147.87155 19.177 0.077 4.56 962.0
2457147.88574 19.290 0.079 4.23 972.0
2457147.89840 19.244 0.078 4.28 1004.0
2457147.91073 19.147 0.073 4.33 1026.0
2457147.92312 18.948 0.076 5.21 1072.0
2457148.70231 19.218 0.082 4.85 934.0
2457148.78495 19.138 0.073 5.16 883.0
2457148.85916 19.163 0.094 6.00 1011.0
2457148.93150 19.215 0.108 5.22 1395.0
2457150.81015 19.204 0.094 5.38 972.0
2457150.82634 18.898 0.073 5.45 967.0
2457150.83813 18.956 0.078 5.74 974.0
2457151.69666 19.297 0.130 6.30 1066.0
2457151.70980 19.215 0.108 5.84 1012.0
2457151.73261 19.335 0.098 5.05 977.0
2457151.75438 19.102 0.087 5.64 947.0
2457151.77693 18.885 0.080 5.97 970.0
2457151.80503 19.219 0.078 4.68 862.0
2457151.82082 19.138 0.082 5.23 870.0
2457151.83326 19.194 0.080 4.60 927.0
2457151.87157 19.094 0.075 4.85 964.0
2457151.90342 19.180 0.092 5.35 1058.0
2457152.75109 19.033 0.062 5.00 708.0
2457152.76565 18.991 0.055 4.56 673.0
2457152.78116 19.103 0.058 4.20 732.0
2457152.79820 19.203 0.067 4.43 731.0
2457152.81528 19.147 0.066 4.47 726.0
2457152.82805 19.103 0.065 4.37 759.0
2457152.84300 19.106 0.060 4.08 749.0
2457152.85821 19.090 0.062 4.32 783.0
2457152.87321 18.939 0.056 4.47 797.0
2457152.88798 19.380 0.110 5.91 838.0
2457152.90252 19.036 0.066 4.91 801.0
2457152.91728 19.141 0.070 4.90 810.0
2457152.93197 19.137 0.093 5.93 881.0
2457153.62142 19.083 0.088 6.45 709.0
2457153.63634 18.926 0.068 6.01 679.0
2457153.65112 19.025 0.060 5.03 636.0
2457153.66611 19.071 0.052 4.36 590.0
2457153.68058 19.194 0.054 4.08 576.0
2457153.69534 19.131 0.060 4.73 610.0
2457153.70994 19.171 0.057 4.07 609.0
2457153.72517 19.068 0.049 3.91 624.0
2457153.73977 19.100 0.046 3.56 617.0
2457153.75429 19.150 0.052 3.75 638.0
2457153.76881 19.068 0.043 3.36 643.0
2457153.78393 19.084 0.042 3.27 642.0
2457153.79791 19.001 0.043 3.59 662.0
2457153.81455 19.093 0.044 3.15 677.0
2457153.82996 19.160 0.045 3.08 677.0
2457153.84503 19.009 0.044 3.36 701.0
2457153.85966 19.112 0.048 3.37 715.0
2457153.87442 19.138 0.053 3.66 729.0
2457153.89045 19.129 0.059 4.10 739.0
2457153.90520 19.129 0.060 4.07 764.0
