#  DeltaF, Fb, t0, u0, tE, rho, Pb, mu_b, sig_b
# 
7.005799999999999805e-01 2.129580000000000084e-01 7.884100000000000364e+03 6.915050000000000363e-01 2.019600000000000151e+01 3.070709999999999933e-03 4.979199999999999737e-01 2.350039999999999907e-01 1.106580000000000064e-01
8.124689999999999968e-01 2.123259999999999870e-01 7.883909999999999854e+03 1.873819999999999930e-01 4.743010000000000304e+01 3.459460000000000139e-03 5.039740000000000331e-01 2.083579999999999877e-01 1.066689999999999999e-01
6.388850000000000362e-01 2.285830000000000084e-01 7.883119999999999891e+03 1.314040000000000097e+00 1.361660000000000004e+01 8.278809999999999295e-03 6.170210000000000417e-01 1.818720000000000059e-01 1.013919999999999960e-01
7.415850000000000497e-01 2.470870000000000011e-01 7.883020000000000437e+03 2.963299999999999823e-01 3.300489999999999924e+01 6.778199999999999850e-03 5.553010000000000446e-01 1.702319999999999944e-01 9.559620000000000617e-02
8.101460000000000328e-01 2.377700000000000091e-01 7.884289999999999964e+03 5.599600000000000133e-01 1.895129999999999981e+01 2.089080000000000104e-02 5.844989999999999908e-01 1.824560000000000071e-01 8.869599999999999707e-02
7.113509999999999556e-01 2.238600000000000034e-01 7.883229999999999563e+03 9.137019999999999864e-02 9.098220000000000596e+01 4.610610000000000229e-03 4.906420000000000226e-01 2.173779999999999879e-01 9.737890000000000434e-02
6.901319999999999677e-01 2.376510000000000011e-01 7.883310000000000400e+03 5.601760000000000073e-01 2.435529999999999973e+01 4.582629999999999863e-04 6.765470000000000095e-01 1.857749999999999957e-01 1.011589999999999989e-01
6.872500000000000275e-01 2.417620000000000047e-01 7.884300000000000182e+03 9.608849999999999891e-01 1.404770000000000074e+01 2.878520000000000080e-04 5.657189999999999719e-01 1.888739999999999863e-01 1.038639999999999980e-01
6.253809999999999647e-01 2.322649999999999992e-01 7.883380000000000109e+03 6.241010000000000169e-01 2.442680000000000007e+01 2.082890000000000089e-02 4.319740000000000246e-01 2.115809999999999913e-01 9.970719999999999583e-02
6.704200000000000159e-01 2.656540000000000012e-01 7.884189999999999600e+03 1.645560000000000078e-01 5.525889999999999702e+01 1.878439999999999993e-04 4.587510000000000199e-01 1.990570000000000117e-01 8.341320000000000678e-02
8.834309999999999663e-01 2.668289999999999829e-01 7.884609999999999673e+03 2.909079999999999999e-01 2.160549999999999926e+01 4.160999999999999768e-03 4.738760000000000194e-01 1.680039999999999867e-01 8.339910000000000379e-02
6.971089999999999787e-01 2.288890000000000091e-01 7.885430000000000291e+03 6.204399999999999915e-01 2.248799999999999955e+01 2.660939999999999833e-02 5.969740000000000046e-01 1.802769999999999928e-01 9.959629999999999872e-02
9.153080000000000105e-01 2.340919999999999945e-01 7.885270000000000437e+03 2.993439999999999990e-01 2.514689999999999870e+01 4.039980000000000307e-03 6.312870000000000426e-01 2.007039999999999935e-01 9.711450000000000637e-02
6.824440000000000506e-01 1.978669999999999873e-01 7.883550000000000182e+03 1.466199999999999948e+00 1.382210000000000072e+01 2.228669999999999870e-03 4.581459999999999977e-01 2.355889999999999929e-01 9.010150000000000103e-02
6.698089999999999877e-01 2.234440000000000037e-01 7.879239999999999782e+03 2.674960000000000115e-01 5.258890000000000242e+01 5.736040000000000409e-03 4.399540000000000117e-01 2.070649999999999991e-01 8.908820000000000627e-02
6.588650000000000340e-01 2.485580000000000012e-01 7.883729999999999563e+03 3.909500000000000197e-01 3.040050000000000097e+01 2.740339999999999855e-04 5.839769999999999683e-01 1.921990000000000087e-01 8.359210000000000251e-02
7.138660000000000005e-01 2.270600000000000118e-01 7.884819999999999709e+03 5.111109999999999820e-01 2.266460000000000008e+01 2.520249999999999921e-03 6.676260000000000527e-01 1.820360000000000034e-01 8.339480000000000504e-02
7.002359999999999696e-01 2.422539999999999971e-01 7.882420000000000073e+03 7.138440000000000063e-02 9.920640000000000214e+01 2.624699999999999950e-02 4.473260000000000014e-01 2.084399999999999864e-01 8.513310000000000322e-02
6.530610000000000026e-01 2.181599999999999928e-01 7.883350000000000364e+03 5.122020000000000461e-01 2.844679999999999964e+01 8.618330000000000435e-03 6.379590000000000538e-01 2.114910000000000123e-01 1.031890000000000029e-01
7.539339999999999931e-01 2.529339999999999922e-01 7.883489999999999782e+03 1.707889999999999964e-01 4.600269999999999726e+01 9.146680000000000782e-03 4.838359999999999883e-01 1.774390000000000134e-01 7.947379999999999722e-02
6.846149999999999736e-01 2.544899999999999940e-01 7.883550000000000182e+03 2.220270000000000021e-01 4.137669999999999959e+01 1.934570000000000040e-03 5.729800000000000448e-01 1.720730000000000037e-01 6.874199999999999755e-02
7.958939999999999904e-01 2.328550000000000064e-01 7.884520000000000437e+03 1.821429999999999993e-01 4.296079999999999899e+01 1.638039999999999982e-02 4.546999999999999931e-01 2.191430000000000045e-01 9.430860000000000631e-02
6.060379999999999656e-01 2.074209999999999943e-01 7.882859999999999673e+03 6.695250000000000368e-01 2.736019999999999897e+01 1.413030000000000015e-02 4.444000000000000172e-01 2.263999999999999901e-01 1.166340000000000016e-01
8.686070000000000180e-01 2.194440000000000002e-01 7.884050000000000182e+03 2.443150000000000044e-01 2.956889999999999930e+01 4.334580000000000095e-05 4.136699999999999822e-01 2.150590000000000002e-01 1.000479999999999980e-01
6.383900000000000130e-01 2.689719999999999889e-01 7.882819999999999709e+03 9.347790000000000266e-01 1.693070000000000164e+01 2.030530000000000009e-03 5.270709999999999562e-01 1.671860000000000013e-01 8.557170000000000054e-02
6.694309999999999983e-01 2.406419999999999948e-01 7.884300000000000182e+03 2.582579999999999876e-01 3.994870000000000232e+01 5.509609999999999855e-03 4.423019999999999730e-01 2.100839999999999930e-01 9.881410000000000193e-02
9.088310000000000555e-01 2.067299999999999971e-01 7.884279999999999745e+03 2.281870000000000009e-01 3.472829999999999728e+01 2.484070000000000028e-02 5.544059999999999544e-01 2.409620000000000095e-01 9.865190000000000070e-02
7.051190000000000513e-01 2.533489999999999909e-01 7.883939999999999600e+03 2.174379999999999924e-01 3.887230000000000274e+01 9.077780000000000354e-04 4.871179999999999954e-01 1.850019999999999998e-01 8.006489999999999441e-02
8.608569999999999833e-01 2.382450000000000123e-01 7.884260000000000218e+03 1.810819999999999930e-01 3.800789999999999935e+01 1.338830000000000021e-05 3.964719999999999911e-01 2.113639999999999963e-01 1.027610000000000051e-01
6.700810000000000377e-01 2.282649999999999957e-01 7.883729999999999563e+03 8.258609999999999562e-01 1.613680000000000092e+01 5.765539999999999554e-04 7.389120000000000132e-01 1.773369999999999946e-01 1.110119999999999996e-01
7.840300000000000047e-01 2.722010000000000263e-01 7.884060000000000400e+03 4.050689999999999846e-02 1.433209999999999980e+02 3.889559999999999806e-03 3.351589999999999847e-01 1.963300000000000045e-01 9.632100000000000384e-02
6.313849999999999740e-01 2.456579999999999875e-01 7.884539999999999964e+03 2.444220000000000004e-01 4.417210000000000036e+01 1.229449999999999987e-03 5.595160000000000133e-01 2.121760000000000035e-01 9.237019999999999953e-02
7.683520000000000350e-01 2.100229999999999875e-01 7.883619999999999891e+03 4.081660000000000149e-02 1.801610000000000014e+02 4.045489999999999785e-05 4.443449999999999900e-01 2.093220000000000081e-01 9.659109999999999918e-02
6.700639999999999930e-01 2.374280000000000002e-01 7.883779999999999745e+03 6.914200000000000346e-01 1.743049999999999855e+01 2.779699999999999966e-03 4.673340000000000272e-01 2.269569999999999921e-01 1.116010000000000058e-01
7.900909999999999878e-01 2.435839999999999950e-01 7.883229999999999563e+03 4.501630000000000215e-02 1.402839999999999918e+02 1.138750000000000005e-02 3.293170000000000264e-01 2.223150000000000126e-01 9.032919999999999838e-02
6.080200000000000049e-01 2.592289999999999872e-01 7.883470000000000255e+03 5.944040000000000434e-01 2.439170000000000016e+01 8.180940000000000044e-04 4.816860000000000031e-01 2.084020000000000039e-01 1.035169999999999979e-01
6.302689999999999682e-01 2.210189999999999932e-01 7.884060000000000400e+03 3.828250000000000264e-01 3.203849999999999909e+01 1.756440000000000076e-05 4.611109999999999931e-01 2.162660000000000138e-01 1.065559999999999979e-01
7.397629999999999484e-01 2.294029999999999958e-01 7.884890000000000327e+03 3.827490000000000059e-01 2.858429999999999893e+01 1.019429999999999989e-02 5.484409999999999563e-01 2.032440000000000080e-01 1.198160000000000058e-01
6.126730000000000231e-01 2.527490000000000014e-01 7.882500000000000000e+03 1.361150000000000082e+00 1.364380000000000059e+01 4.562590000000000048e-03 4.413199999999999901e-01 2.147429999999999894e-01 8.380690000000000361e-02
7.632700000000000040e-01 2.277109999999999967e-01 7.884560000000000400e+03 4.023749999999999827e-01 2.214890000000000114e+01 1.450590000000000082e-03 6.256359999999999699e-01 2.211090000000000000e-01 1.116970000000000046e-01
7.125390000000000335e-01 2.219500000000000084e-01 7.883329999999999927e+03 4.573610000000000175e-01 2.451670000000000016e+01 4.093379999999999762e-03 4.965680000000000094e-01 2.032370000000000010e-01 1.085760000000000058e-01
6.937969999999999970e-01 2.392269999999999952e-01 7.882800000000000182e+03 3.682469999999999910e-01 3.281009999999999849e+01 5.812720000000000387e-03 5.140320000000000444e-01 2.079719999999999902e-01 8.568900000000000128e-02
6.829469999999999708e-01 2.219450000000000034e-01 7.883039999999999964e+03 6.936539999999999928e-01 2.238710000000000022e+01 1.011979999999999998e-02 4.833709999999999951e-01 2.319920000000000038e-01 1.082150000000000056e-01
7.908779999999999699e-01 2.310329999999999884e-01 7.883329999999999927e+03 2.644670000000000076e-01 3.387389999999999901e+01 1.474630000000000038e-02 7.362769999999999593e-01 2.072440000000000115e-01 1.114740000000000036e-01
7.181469999999999798e-01 2.489069999999999894e-01 7.884890000000000327e+03 3.416830000000000145e-01 2.972650000000000148e+01 1.216670000000000078e-02 5.166920000000000401e-01 1.864889999999999881e-01 1.054770000000000013e-01
7.172290000000000054e-01 2.405950000000000033e-01 7.883800000000000182e+03 3.359730000000000216e-01 2.892000000000000171e+01 7.929319999999999901e-04 5.832460000000000422e-01 1.700440000000000007e-01 8.382620000000000349e-02
7.251840000000000508e-01 2.242969999999999964e-01 7.884479999999999563e+03 3.045390000000000041e-01 3.297180000000000177e+01 3.054589999999999823e-03 5.336199999999999832e-01 2.136780000000000068e-01 1.071850000000000025e-01
5.907130000000000436e-01 2.587479999999999780e-01 7.882250000000000000e+03 9.931309999999999860e-01 1.881670000000000087e+01 2.965300000000000141e-03 4.459589999999999943e-01 1.817560000000000009e-01 8.359619999999999551e-02
6.593949999999999534e-01 2.323840000000000072e-01 7.884350000000000364e+03 1.034119999999999928e+00 1.501890000000000036e+01 3.729819999999999663e-02 5.962549999999999795e-01 1.989809999999999912e-01 1.213670000000000027e-01
7.144449999999999967e-01 2.169659999999999922e-01 7.884449999999999818e+03 4.386510000000000131e-01 2.547129999999999939e+01 1.021619999999999993e-02 5.028190000000000159e-01 2.132610000000000061e-01 9.667000000000000592e-02
7.007999999999999785e-01 2.224349999999999938e-01 7.883279999999999745e+03 3.129660000000000220e-01 3.283279999999999887e+01 8.553180000000000505e-03 4.857409999999999783e-01 2.092160000000000131e-01 1.016760000000000025e-01
8.831470000000000153e-01 2.224810000000000121e-01 7.884470000000000255e+03 6.067340000000000233e-02 9.733969999999999345e+01 2.082119999999999804e-03 5.108000000000000318e-01 2.059350000000000069e-01 9.767180000000000306e-02
6.405640000000000223e-01 2.039600000000000024e-01 7.882010000000000218e+03 5.171679999999999611e-01 3.305749999999999744e+01 2.055330000000000004e-02 5.598729999999999540e-01 2.458120000000000027e-01 1.270660000000000123e-01
7.714640000000000386e-01 2.351469999999999949e-01 7.884439999999999600e+03 1.137949999999999934e-01 7.348969999999999914e+01 1.760459999999999879e-04 5.223700000000000010e-01 1.842530000000000001e-01 8.280959999999999710e-02
6.660500000000000309e-01 2.207919999999999883e-01 7.881630000000000109e+03 5.485370000000000523e-01 2.810810000000000031e+01 3.112969999999999973e-02 4.556689999999999907e-01 2.120869999999999977e-01 9.752689999999999970e-02
6.468359999999999665e-01 2.039239999999999942e-01 7.882239999999999782e+03 4.518460000000000254e-01 3.304419999999999646e+01 3.088829999999999874e-03 5.310890000000000333e-01 1.916319999999999968e-01 1.029680000000000040e-01
7.262870000000000159e-01 2.182810000000000028e-01 7.885640000000000327e+03 6.276019999999999932e-01 1.837770000000000081e+01 1.409230000000000031e-02 5.832869999999999999e-01 2.414759999999999962e-01 1.001640000000000030e-01
6.944040000000000212e-01 2.233980000000000132e-01 7.883859999999999673e+03 3.510579999999999812e-01 3.170700000000000074e+01 3.153519999999999934e-02 5.506280000000000063e-01 1.863059999999999994e-01 1.065330000000000027e-01
6.189010000000000344e-01 2.519219999999999793e-01 7.882000000000000000e+03 6.756090000000000151e-01 2.400880000000000081e+01 7.574029999999999825e-03 4.451709999999999834e-01 1.972250000000000114e-01 8.090179999999999594e-02
7.349670000000000369e-01 2.356360000000000121e-01 7.884399999999999636e+03 4.870909999999999962e-01 2.270169999999999888e+01 5.494299999999999705e-03 5.324400000000000244e-01 2.202070000000000138e-01 1.046819999999999973e-01
6.619620000000000504e-01 2.653710000000000235e-01 7.882729999999999563e+03 7.264429999999999499e-01 1.890370000000000061e+01 6.270760000000000223e-03 3.595079999999999942e-01 1.977649999999999963e-01 9.677829999999999766e-02
7.948129999999999917e-01 2.179389999999999938e-01 7.882229999999999563e+03 4.460139999999999938e-02 1.633750000000000000e+02 8.552169999999999564e-03 3.671519999999999784e-01 2.242260000000000086e-01 1.074880000000000002e-01
7.700559999999999627e-01 2.308340000000000114e-01 7.883859999999999673e+03 2.562670000000000226e-01 3.120429999999999993e+01 2.611070000000000058e-03 6.783730000000000038e-01 1.544689999999999952e-01 1.288559999999999983e-01
7.450529999999999653e-01 2.502119999999999900e-01 7.884949999999999818e+03 4.997079999999999855e-01 2.125000000000000000e+01 6.268420000000000242e-03 3.767769999999999730e-01 1.987619999999999942e-01 9.169099999999999473e-02
7.483739999999999837e-01 2.308820000000000039e-01 7.884170000000000073e+03 5.072039999999999882e-01 2.297419999999999973e+01 5.519770000000000449e-04 4.500529999999999808e-01 2.011259999999999992e-01 9.624099999999999322e-02
8.413519999999999888e-01 2.405750000000000111e-01 7.884100000000000364e+03 1.448460000000000025e-01 4.205519999999999925e+01 2.259270000000000028e-02 6.020180000000000531e-01 2.087829999999999964e-01 1.304619999999999946e-01
7.483739999999999837e-01 2.308820000000000039e-01 7.884170000000000073e+03 5.072039999999999882e-01 2.297419999999999973e+01 5.519770000000000449e-04 4.500529999999999808e-01 2.011259999999999992e-01 9.624099999999999322e-02
7.547549999999999537e-01 2.601080000000000059e-01 7.884220000000000255e+03 1.477400000000000102e-01 5.015100000000000335e+01 1.433650000000000028e-02 3.437509999999999732e-01 1.916740000000000110e-01 7.779679999999999929e-02
7.530029999999999779e-01 2.225260000000000016e-01 7.884010000000000218e+03 4.487189999999999790e-01 2.465700000000000003e+01 7.622949999999999865e-03 5.099580000000000224e-01 2.028339999999999865e-01 1.151800000000000046e-01
6.395279999999999854e-01 2.496539999999999870e-01 7.883130000000000109e+03 5.765130000000000532e-01 2.085910000000000153e+01 2.341349999999999855e-03 5.503029999999999866e-01 1.833950000000000025e-01 9.087349999999999595e-02
6.774179999999999646e-01 2.537240000000000051e-01 7.883050000000000182e+03 3.669029999999999792e-01 2.759250000000000114e+01 7.984110000000000859e-03 6.241510000000000113e-01 1.751870000000000094e-01 7.422549999999999981e-02
6.303100000000000369e-01 2.389000000000000012e-01 7.885159999999999854e+03 7.529430000000000289e-01 1.899879999999999924e+01 1.656610000000000027e-02 5.793850000000000389e-01 2.137650000000000106e-01 1.048869999999999941e-01
6.286749999999999838e-01 2.354060000000000041e-01 7.882380000000000109e+03 1.228450000000000042e+00 1.687549999999999883e+01 1.812489999999999934e-03 4.688180000000000125e-01 2.125980000000000092e-01 1.009239999999999998e-01
7.065949999999999731e-01 2.197850000000000081e-01 7.882479999999999563e+03 2.826449999999999796e-01 4.077270000000000039e+01 2.026179999999999995e-02 5.205319999999999947e-01 2.132070000000000076e-01 8.985500000000000431e-02
7.701980000000000492e-01 2.413990000000000025e-01 7.884739999999999782e+03 5.843300000000000161e-01 1.994600000000000151e+01 5.169169999999999841e-03 5.129080000000000306e-01 1.698010000000000075e-01 8.509980000000000322e-02
7.086029999999999829e-01 2.132410000000000139e-01 7.883439999999999600e+03 3.799199999999999799e-01 2.899419999999999931e+01 1.903060000000000168e-02 5.624050000000000438e-01 2.279470000000000107e-01 1.134270000000000000e-01
6.541310000000000180e-01 2.547459999999999725e-01 7.882859999999999673e+03 1.210769999999999902e+00 1.328270000000000017e+01 3.878500000000000003e-03 6.409569999999999990e-01 1.773839999999999861e-01 7.824789999999999524e-02
6.934970000000000301e-01 2.344559999999999977e-01 7.881939999999999600e+03 3.144310000000000160e-01 3.069000000000000128e+01 3.890279999999999867e-03 5.776459999999999928e-01 1.879349999999999909e-01 1.017890000000000045e-01
6.398540000000000338e-01 2.186190000000000078e-01 7.883510000000000218e+03 9.687729999999999952e-01 1.738200000000000145e+01 2.181660000000000196e-03 5.089369999999999727e-01 2.368820000000000092e-01 9.576049999999999840e-02
8.236649999999999805e-01 2.284499999999999864e-01 7.884319999999999709e+03 1.378449999999999953e-01 4.730799999999999983e+01 4.205330000000000179e-03 3.834759999999999835e-01 1.972140000000000004e-01 9.906320000000000403e-02
7.123760000000000092e-01 2.396580000000000099e-01 7.884890000000000327e+03 5.683240000000000514e-01 2.168499999999999872e+01 1.821209999999999843e-02 5.398910000000000098e-01 2.116250000000000075e-01 9.044389999999999374e-02
6.253809999999999647e-01 2.322649999999999992e-01 7.883380000000000109e+03 6.241010000000000169e-01 2.442680000000000007e+01 2.082890000000000089e-02 4.319740000000000246e-01 2.115809999999999913e-01 9.970719999999999583e-02
6.152239999999999931e-01 2.451790000000000080e-01 7.883000000000000000e+03 1.182879999999999932e+00 1.468740000000000023e+01 2.987819999999999972e-03 6.181849999999999845e-01 1.998320000000000096e-01 8.708019999999999650e-02
7.434140000000000192e-01 2.140070000000000028e-01 7.884760000000000218e+03 2.356910000000000116e-01 3.985909999999999798e+01 1.030509999999999933e-02 4.137549999999999839e-01 2.194079999999999919e-01 9.698589999999999989e-02
9.600049999999999972e-01 2.151289999999999869e-01 7.884539999999999964e+03 2.282889999999999919e-01 3.019389999999999930e+01 5.603099999999999747e-03 6.056589999999999474e-01 1.886859999999999926e-01 9.691370000000000540e-02
6.395159999999999734e-01 2.303409999999999902e-01 7.881720000000000255e+03 1.021309999999999940e+00 1.950090000000000146e+01 1.207809999999999917e-03 4.755489999999999995e-01 1.908940000000000081e-01 1.053899999999999976e-01
6.734529999999999683e-01 2.505240000000000244e-01 7.884829999999999927e+03 7.850610000000000088e-01 1.502340000000000053e+01 4.386400000000000368e-03 3.968209999999999793e-01 1.928870000000000029e-01 9.019090000000000440e-02
6.670449999999999990e-01 2.358889999999999876e-01 7.884060000000000400e+03 4.592919999999999781e-01 2.625349999999999895e+01 4.636529999999999818e-03 4.339339999999999864e-01 2.154339999999999866e-01 9.748769999999999658e-02
6.419139999999999846e-01 2.011409999999999865e-01 7.883069999999999709e+03 9.474059999999999704e-01 1.851930000000000121e+01 1.926009999999999875e-02 4.872909999999999742e-01 2.580509999999999748e-01 1.133979999999999988e-01
7.165979999999999572e-01 2.470370000000000066e-01 7.884640000000000327e+03 2.683209999999999762e-01 3.348760000000000048e+01 2.183930000000000159e-03 5.652770000000000294e-01 1.912369999999999903e-01 9.449879999999999391e-02
6.395279999999999854e-01 2.496539999999999870e-01 7.883130000000000109e+03 5.765130000000000532e-01 2.085910000000000153e+01 2.341349999999999855e-03 5.503029999999999866e-01 1.833950000000000025e-01 9.087349999999999595e-02
6.970150000000000512e-01 2.477109999999999868e-01 7.883569999999999709e+03 5.197270000000000501e-01 2.154040000000000177e+01 2.086039999999999943e-03 5.699610000000000509e-01 1.905689999999999884e-01 1.123559999999999975e-01
6.302689999999999682e-01 2.210189999999999932e-01 7.884060000000000400e+03 3.828250000000000264e-01 3.203849999999999909e+01 1.756440000000000076e-05 4.611109999999999931e-01 2.162660000000000138e-01 1.065559999999999979e-01
7.413349999999999662e-01 2.156589999999999896e-01 7.884140000000000327e+03 2.499889999999999890e-01 3.868189999999999884e+01 2.124890000000000112e-02 6.626429999999999820e-01 2.250939999999999885e-01 1.056440000000000018e-01
7.412959999999999550e-01 2.415309999999999957e-01 7.884310000000000400e+03 4.204740000000000144e-01 2.584369999999999834e+01 1.514740000000000097e-03 5.981729999999999547e-01 1.820090000000000041e-01 8.562079999999999691e-02
6.738750000000000018e-01 2.431969999999999965e-01 7.883550000000000182e+03 8.589980000000000393e-01 1.926060000000000016e+01 1.026900000000000078e-03 5.594839999999999813e-01 2.354559999999999986e-01 1.122220000000000023e-01
6.501179999999999737e-01 2.371929999999999872e-01 7.882939999999999600e+03 3.184899999999999953e-01 3.002980000000000160e+01 9.074969999999999912e-03 6.077339999999999964e-01 1.801540000000000086e-01 1.175540000000000057e-01
7.424629999999999841e-01 2.267029999999999879e-01 7.883079999999999927e+03 1.785730000000000095e-01 4.688609999999999900e+01 7.107279999999999674e-03 4.276309999999999834e-01 2.137129999999999863e-01 9.708150000000000113e-02
7.307019999999999627e-01 2.125329999999999997e-01 7.883829999999999927e+03 3.622020000000000239e-01 2.964199999999999946e+01 6.243190000000000024e-03 6.207970000000000432e-01 2.277990000000000015e-01 1.138969999999999982e-01
8.128959999999999519e-01 2.476389999999999980e-01 7.883649999999999636e+03 1.017119999999999969e-01 5.537740000000000151e+01 8.166869999999999685e-03 4.651199999999999779e-01 1.967009999999999870e-01 1.169950000000000018e-01
7.618859999999999522e-01 2.150829999999999964e-01 7.885079999999999927e+03 4.740949999999999886e-01 2.228630000000000067e+01 5.284940000000000124e-03 5.075169999999999959e-01 2.176210000000000089e-01 9.116109999999999491e-02
7.638310000000000377e-01 2.258010000000000017e-01 7.885050000000000182e+03 2.588159999999999905e-01 3.273449999999999704e+01 3.094419999999999961e-04 6.803449999999999775e-01 1.982849999999999890e-01 1.017639999999999934e-01
7.879040000000000488e-01 2.064950000000000119e-01 7.884119999999999891e+03 1.002210000000000045e-01 7.651970000000000027e+01 1.291239999999999923e-02 5.894329999999999847e-01 2.189699999999999980e-01 1.050350000000000034e-01
8.022700000000000387e-01 2.162209999999999965e-01 7.884449999999999818e+03 1.690089999999999926e-01 5.727179999999999893e+01 9.731429999999999247e-03 5.801180000000000225e-01 2.020510000000000084e-01 1.146620000000000000e-01
6.742449999999999832e-01 2.078609999999999902e-01 7.884229999999999563e+03 1.352470000000000061e+00 1.302350000000000030e+01 6.551249999999999782e-03 5.970370000000000399e-01 2.149280000000000079e-01 1.122039999999999982e-01
8.493150000000000421e-01 2.363399999999999945e-01 7.885010000000000218e+03 1.124769999999999937e-01 5.425759999999999650e+01 5.432760000000000020e-03 5.342580000000000107e-01 2.041509999999999991e-01 9.674099999999999366e-02
6.595959999999999601e-01 2.478120000000000045e-01 7.881810000000000400e+03 8.352020000000000277e-02 7.707529999999999859e+01 1.933340000000000058e-02 5.629290000000000127e-01 1.918650000000000078e-01 8.570450000000000290e-02
7.622349999999999959e-01 1.957679999999999976e-01 7.884600000000000364e+03 2.886360000000000037e-01 3.018540000000000134e+01 2.703779999999999812e-03 5.718180000000000485e-01 2.557030000000000136e-01 9.292159999999999309e-02
9.306969999999999965e-01 3.000630000000000241e-01 7.884970000000000255e+03 1.263799999999999923e-01 3.437259999999999849e+01 2.574100000000000173e-03 4.195289999999999853e-01 1.878799999999999915e-01 7.020529999999999826e-02
7.550470000000000237e-01 2.308890000000000109e-01 7.883619999999999891e+03 1.220659999999999940e-01 6.651919999999999789e+01 1.620059999999999903e-02 4.394429999999999725e-01 2.187080000000000135e-01 1.021149999999999974e-01
5.964739999999999487e-01 2.343030000000000113e-01 7.882840000000000146e+03 5.427499999999999547e-01 2.620540000000000092e+01 2.607760000000000199e-03 5.627860000000000085e-01 1.804310000000000080e-01 8.799640000000000239e-02
9.136130000000000084e-01 2.239150000000000029e-01 7.884710000000000036e+03 8.493299999999999461e-02 7.246450000000000102e+01 7.202909999999999868e-03 6.030539999999999790e-01 2.005780000000000063e-01 1.220060000000000033e-01
7.700709999999999500e-01 2.449199999999999988e-01 7.884090000000000146e+03 4.444429999999999908e-02 1.461469999999999914e+02 1.729309999999999875e-02 4.835079999999999933e-01 1.926460000000000117e-01 8.723369999999999735e-02
5.856940000000000479e-01 2.361020000000000063e-01 7.881840000000000146e+03 3.582969999999999766e-01 4.034300000000000352e+01 3.309109999999999829e-02 4.698140000000000094e-01 1.948479999999999934e-01 9.979749999999999732e-02
6.293130000000000113e-01 2.102900000000000047e-01 7.882130000000000109e+03 4.116119999999999779e-01 3.617779999999999774e+01 5.743269999999999972e-03 4.817629999999999968e-01 2.233940000000000092e-01 9.564290000000000291e-02
8.138360000000000039e-01 2.434790000000000010e-01 7.884729999999999563e+03 2.305679999999999952e-01 3.354789999999999850e+01 1.738369999999999933e-03 4.819419999999999815e-01 1.795529999999999904e-01 9.141509999999999914e-02
6.880720000000000169e-01 2.198279999999999956e-01 7.884079999999999927e+03 4.737350000000000172e-01 2.545899999999999963e+01 9.663589999999999680e-03 5.547279999999999989e-01 2.217149999999999954e-01 1.022630000000000067e-01
8.061669999999999670e-01 2.419479999999999964e-01 7.883939999999999600e+03 1.014079999999999981e-01 6.743689999999999429e+01 8.616689999999999766e-03 5.611699999999999466e-01 1.838309999999999944e-01 9.996359999999999968e-02
7.028429999999999955e-01 2.556590000000000251e-01 7.884159999999999854e+03 1.237879999999999953e-01 5.513199999999999790e+01 5.897089999999999797e-03 5.082790000000000363e-01 1.657740000000000047e-01 9.263119999999999687e-02
7.700709999999999500e-01 2.449199999999999988e-01 7.884090000000000146e+03 4.444429999999999908e-02 1.461469999999999914e+02 1.729309999999999875e-02 4.835079999999999933e-01 1.926460000000000117e-01 8.723369999999999735e-02
6.839330000000000132e-01 2.351209999999999967e-01 7.882609999999999673e+03 4.902409999999999823e-01 2.688970000000000127e+01 2.051290000000000058e-02 3.380810000000000204e-01 2.208620000000000028e-01 8.888229999999999742e-02
6.544900000000000162e-01 2.210469999999999935e-01 7.882640000000000327e+03 1.122370000000000090e+00 1.423060000000000080e+01 3.495100000000000116e-03 5.622300000000000075e-01 1.920820000000000027e-01 1.024579999999999935e-01
7.415749999999999842e-01 2.289839999999999931e-01 7.882670000000000073e+03 1.314309999999999923e-01 5.440030000000000143e+01 2.734910000000000119e-03 5.844329999999999803e-01 2.067489999999999883e-01 9.852389999999999759e-02
7.254190000000000360e-01 2.395249999999999879e-01 7.882020000000000437e+03 1.222519999999999996e-01 6.811639999999999873e+01 9.781389999999999182e-03 4.621850000000000125e-01 1.845320000000000016e-01 1.071479999999999932e-01
6.751740000000000519e-01 2.587949999999999973e-01 7.884789999999999964e+03 3.895930000000000226e-01 2.674210000000000065e+01 6.785320000000000067e-03 4.791329999999999756e-01 1.891230000000000133e-01 8.894530000000000491e-02
6.342780000000000085e-01 2.528900000000000037e-01 7.884560000000000400e+03 4.563719999999999999e-01 2.627840000000000131e+01 1.506809999999999920e-03 4.179350000000000009e-01 2.102110000000000090e-01 9.312570000000000570e-02
9.332819999999999450e-01 2.661459999999999937e-01 7.884960000000000036e+03 1.299649999999999972e-01 3.796730000000000160e+01 7.481659999999999786e-04 3.338340000000000196e-01 2.024459999999999871e-01 7.972039999999999682e-02
6.919990000000000308e-01 2.374940000000000107e-01 7.884319999999999709e+03 3.133420000000000094e-01 3.387169999999999703e+01 2.143969999999999817e-03 5.138150000000000217e-01 2.139969999999999928e-01 9.970089999999999508e-02
7.925400000000000222e-01 2.331870000000000054e-01 7.884909999999999854e+03 2.302760000000000085e-01 3.609129999999999683e+01 8.352280000000000121e-03 5.205640000000000267e-01 2.184490000000000043e-01 9.626490000000000047e-02
