#  DeltaF, Fb, t0, u0, tE, rho, Pb, mu_b, sig_b
# 
7.431389999999999940e-01 2.258169999999999900e-01 7.883569999999999709e+03 1.324990000000000057e-01 6.119250000000000256e+01 8.404250000000000262e-03 4.473719999999999919e-01 2.136530000000000096e-01 1.086720000000000047e-01
8.305770000000000097e-01 2.609029999999999960e-01 7.884630000000000109e+03 8.834699999999999498e-02 6.004410000000000025e+01 1.268539999999999945e-02 3.510179999999999967e-01 2.079540000000000000e-01 8.087370000000000669e-02
6.237500000000000266e-01 2.144330000000000125e-01 7.883939999999999600e+03 1.094109999999999916e+00 1.796620000000000061e+01 4.807999999999999774e-03 4.495540000000000092e-01 2.252540000000000098e-01 9.745560000000000334e-02
6.754240000000000244e-01 2.529649999999999954e-01 7.884100000000000364e+03 6.756269999999999776e-01 1.840429999999999922e+01 2.855879999999999877e-03 4.691239999999999855e-01 2.112310000000000021e-01 8.638060000000000183e-02
8.034890000000000088e-01 2.048899999999999888e-01 7.884579999999999927e+03 9.504310000000000536e-02 7.889629999999999654e+01 4.100120000000000153e-02 4.865769999999999817e-01 2.172060000000000102e-01 9.533840000000000370e-02
5.979440000000000310e-01 2.338610000000000133e-01 7.880850000000000364e+03 1.107750000000000012e+00 2.097159999999999869e+01 3.295519999999999700e-02 4.613659999999999983e-01 1.755059999999999953e-01 8.112999999999999379e-02
6.720180000000000042e-01 2.461619999999999919e-01 7.884130000000000109e+03 5.814030000000000031e-01 2.519350000000000023e+01 2.189870000000000011e-03 5.460199999999999498e-01 2.022410000000000041e-01 9.950530000000000486e-02
7.764649999999999608e-01 2.338820000000000066e-01 7.883920000000000073e+03 1.013509999999999966e-01 6.952410000000000423e+01 7.082350000000000277e-03 4.272440000000000127e-01 2.210229999999999972e-01 9.850330000000000197e-02
6.601970000000000338e-01 2.299229999999999885e-01 7.883579999999999927e+03 4.194539999999999935e-01 2.690439999999999898e+01 1.421640000000000056e-02 3.786209999999999853e-01 2.011229999999999962e-01 9.402499999999999747e-02
7.304709999999999814e-01 2.201539999999999886e-01 7.884510000000000218e+03 9.210930000000000506e-01 1.517489999999999917e+01 7.361750000000000238e-03 7.547059999999999880e-01 1.920350000000000112e-01 1.015350000000000003e-01
6.352600000000000469e-01 1.982410000000000005e-01 7.882560000000000400e+03 2.134310000000000096e-01 5.866080000000000183e+01 2.047540000000000124e-02 3.957620000000000027e-01 2.140279999999999960e-01 1.122480000000000006e-01
6.746710000000000207e-01 2.272649999999999948e-01 7.883680000000000291e+03 8.355129999999999502e-01 1.908299999999999841e+01 2.018719999999999890e-02 5.103609999999999536e-01 2.051479999999999970e-01 1.129219999999999946e-01
6.874519999999999520e-01 2.189709999999999990e-01 7.883439999999999600e+03 1.841260000000000119e-01 5.337409999999999854e+01 4.739059999999999800e-03 5.961149999999999505e-01 2.066149999999999931e-01 1.081580000000000041e-01
8.413519999999999888e-01 2.405750000000000111e-01 7.884100000000000364e+03 1.448460000000000025e-01 4.205519999999999925e+01 2.259270000000000028e-02 6.020180000000000531e-01 2.087829999999999964e-01 1.304619999999999946e-01
7.658080000000000442e-01 2.456589999999999885e-01 7.885270000000000437e+03 8.362490000000000201e-01 1.408079999999999998e+01 3.474290000000000017e-02 6.820770000000000444e-01 1.843009999999999926e-01 8.850779999999999759e-02
6.908849999999999714e-01 2.248249999999999971e-01 7.883579999999999927e+03 2.428889999999999938e-01 4.216179999999999950e+01 1.033740000000000006e-02 6.331999999999999851e-01 2.097729999999999873e-01 1.119139999999999996e-01
5.703719999999999901e-01 2.559500000000000108e-01 7.884369999999999891e+03 1.177640000000000020e+00 1.321030000000000015e+01 6.216010000000000112e-03 5.134579999999999700e-01 1.969720000000000082e-01 8.334830000000000017e-02
7.416139999999999954e-01 2.499500000000000055e-01 7.884229999999999563e+03 9.572029999999999428e-02 6.912949999999999307e+01 3.121919999999999817e-03 5.351280000000000481e-01 1.708220000000000016e-01 9.947540000000000548e-02
7.065040000000000209e-01 2.129630000000000134e-01 7.883699999999999818e+03 3.367890000000000050e-01 3.134100000000000108e+01 3.162419999999999988e-03 5.639389999999999681e-01 2.244879999999999931e-01 1.008460000000000051e-01
6.532090000000000396e-01 2.110130000000000061e-01 7.882100000000000364e+03 1.360100000000000087e+00 1.530070000000000086e+01 1.637279999999999985e-02 4.989729999999999999e-01 2.383770000000000056e-01 1.321700000000000097e-01
7.123760000000000092e-01 2.396580000000000099e-01 7.884890000000000327e+03 5.683240000000000514e-01 2.168499999999999872e+01 1.821209999999999843e-02 5.398910000000000098e-01 2.116250000000000075e-01 9.044389999999999374e-02
8.584359999999999769e-01 2.359950000000000103e-01 7.884920000000000073e+03 1.801109999999999933e-01 3.763309999999999889e+01 9.609220000000000131e-04 4.981470000000000065e-01 2.095239999999999880e-01 9.534310000000000007e-02
7.166529999999999845e-01 2.566890000000000005e-01 7.884720000000000255e+03 3.229199999999999848e-01 2.887310000000000088e+01 1.124999999999999958e-02 3.847369999999999957e-01 2.054070000000000062e-01 8.622559999999999947e-02
6.648830000000000018e-01 2.217580000000000107e-01 7.884930000000000291e+03 3.871370000000000089e-01 2.863439999999999941e+01 4.944300000000000431e-03 4.785730000000000262e-01 2.121329999999999882e-01 8.868360000000000132e-02
7.259999999999999787e-01 2.521849999999999925e-01 7.883770000000000437e+03 1.317359999999999920e-01 6.249929999999999808e+01 3.244770000000000119e-03 2.484889999999999877e-01 2.132459999999999911e-01 9.793300000000000616e-02
7.336759999999999948e-01 2.405009999999999926e-01 7.886149999999999636e+03 2.468809999999999893e-01 3.706750000000000256e+01 6.766490000000000005e-03 5.983960000000000390e-01 1.940230000000000010e-01 9.005319999999999991e-02
8.308179999999999454e-01 2.215179999999999927e-01 7.884399999999999636e+03 2.288020000000000054e-01 3.456660000000000110e+01 1.677249999999999922e-03 5.035049999999999804e-01 2.084890000000000077e-01 1.078520000000000034e-01
6.901319999999999677e-01 2.376510000000000011e-01 7.883310000000000400e+03 5.601760000000000073e-01 2.435529999999999973e+01 4.582629999999999863e-04 6.765470000000000095e-01 1.857749999999999957e-01 1.011589999999999989e-01
7.287109999999999976e-01 2.244770000000000099e-01 7.884859999999999673e+03 2.125690000000000079e-01 4.446549999999999869e+01 2.961050000000000140e-02 4.978389999999999760e-01 2.158049999999999968e-01 9.870900000000000507e-02
7.593419999999999614e-01 2.255489999999999995e-01 7.883920000000000073e+03 2.401929999999999898e-01 3.785900000000000176e+01 5.964790000000000196e-03 5.588790000000000147e-01 2.131180000000000019e-01 9.444149999999999767e-02
7.601970000000000116e-01 2.274349999999999983e-01 7.883920000000000073e+03 1.558350000000000013e-01 4.998709999999999809e+01 1.868850000000000025e-03 6.832409999999999872e-01 2.095370000000000010e-01 1.204780000000000018e-01
9.059000000000000385e-01 2.316860000000000031e-01 7.886000000000000000e+03 2.149749999999999994e-01 3.136820000000000164e+01 3.806350000000000011e-03 5.818280000000000118e-01 1.751139999999999919e-01 1.055439999999999989e-01
7.500029999999999752e-01 2.603219999999999978e-01 7.883659999999999854e+03 5.288720000000000088e-01 1.913489999999999824e+01 3.710519999999999791e-02 4.221239999999999992e-01 1.961360000000000048e-01 8.413909999999999445e-02
6.972530000000000117e-01 2.331050000000000066e-01 7.882359999999999673e+03 1.326429999999999998e+00 1.415600000000000058e+01 4.159119999999999658e-03 3.373320000000000207e-01 2.097150000000000125e-01 1.044209999999999999e-01
7.120239999999999903e-01 2.400899999999999979e-01 7.883659999999999854e+03 2.168259999999999910e-01 4.244380000000000308e+01 2.370300000000000098e-03 3.634970000000000145e-01 1.978779999999999983e-01 9.382799999999999474e-02
7.725539999999999630e-01 2.379650000000000098e-01 7.884439999999999600e+03 3.650180000000000091e-01 2.411560000000000059e+01 3.429370000000000161e-03 5.444029999999999703e-01 1.797219999999999929e-01 8.704660000000000175e-02
6.738199999999999745e-01 2.142179999999999918e-01 7.880880000000000109e+03 7.046980000000000466e-01 2.561430000000000007e+01 1.309450000000000024e-02 5.203989999999999450e-01 2.191390000000000005e-01 1.115290000000000031e-01
7.658080000000000442e-01 2.456589999999999885e-01 7.885270000000000437e+03 8.362490000000000201e-01 1.408079999999999998e+01 3.474290000000000017e-02 6.820770000000000444e-01 1.843009999999999926e-01 8.850779999999999759e-02
7.097200000000000175e-01 2.202679999999999916e-01 7.884939999999999600e+03 4.716920000000000002e-01 2.227899999999999991e+01 1.392280000000000080e-03 5.131520000000000525e-01 2.194280000000000119e-01 9.006279999999999841e-02
6.395159999999999734e-01 2.303409999999999902e-01 7.881720000000000255e+03 1.021309999999999940e+00 1.950090000000000146e+01 1.207809999999999917e-03 4.755489999999999995e-01 1.908940000000000081e-01 1.053899999999999976e-01
6.134859999999999758e-01 2.444969999999999921e-01 7.883399999999999636e+03 9.073639999999999484e-01 1.966850000000000165e+01 9.476770000000000679e-03 5.503869999999999596e-01 1.891889999999999961e-01 9.762569999999999582e-02
7.616500000000000492e-01 2.432509999999999950e-01 7.883289999999999964e+03 1.548120000000000052e-01 4.822149999999999892e+01 1.312469999999999956e-02 5.925679999999999836e-01 1.750349999999999961e-01 9.412610000000000421e-02
6.769910000000000094e-01 2.367100000000000037e-01 7.883539999999999964e+03 5.304489999999999900e-02 1.416279999999999859e+02 7.173520000000000070e-03 4.333040000000000225e-01 1.966110000000000080e-01 9.682419999999999916e-02
8.109110000000000484e-01 2.371010000000000062e-01 7.884489999999999782e+03 5.356649999999999467e-01 1.625209999999999866e+01 1.560610000000000035e-03 5.502070000000000016e-01 2.123390000000000000e-01 1.183730000000000060e-01
7.022049999999999681e-01 2.367950000000000055e-01 7.884250000000000000e+03 2.899010000000000198e-01 3.648859999999999815e+01 1.656249999999999953e-03 4.561790000000000012e-01 2.052750000000000130e-01 1.024680000000000035e-01
8.103799999999999892e-01 2.460920000000000052e-01 7.884130000000000109e+03 3.520469999999999988e-01 2.339450000000000074e+01 2.994319999999999751e-04 5.315280000000000005e-01 2.118760000000000088e-01 1.112329999999999985e-01
6.027010000000000423e-01 2.702039999999999997e-01 7.882859999999999673e+03 3.922900000000000276e-01 2.970240000000000080e+01 2.345509999999999956e-02 4.740460000000000229e-01 2.005369999999999930e-01 8.522430000000000283e-02
7.269640000000000546e-01 2.424580000000000068e-01 7.884779999999999745e+03 1.665739999999999998e-01 4.722399999999999665e+01 3.118310000000000005e-03 5.353080000000000060e-01 1.803369999999999973e-01 1.047590000000000049e-01
7.500029999999999752e-01 2.603219999999999978e-01 7.883659999999999854e+03 5.288720000000000088e-01 1.913489999999999824e+01 3.710519999999999791e-02 4.221239999999999992e-01 1.961360000000000048e-01 8.413909999999999445e-02
8.785920000000000396e-01 2.087209999999999899e-01 7.884149999999999636e+03 1.326990000000000114e-01 5.394550000000000267e+01 1.505249999999999991e-02 5.103220000000000534e-01 2.036080000000000112e-01 9.086890000000000245e-02
7.149630000000000152e-01 2.058119999999999949e-01 7.882850000000000364e+03 3.923590000000000133e-01 3.276780000000000115e+01 5.229179999999999939e-03 3.274460000000000148e-01 2.252369999999999928e-01 8.975249999999999895e-02
7.181469999999999798e-01 2.489069999999999894e-01 7.884890000000000327e+03 3.416830000000000145e-01 2.972650000000000148e+01 1.216670000000000078e-02 5.166920000000000401e-01 1.864889999999999881e-01 1.054770000000000013e-01
6.651350000000000318e-01 2.229710000000000025e-01 7.882630000000000109e+03 5.396579999999999711e-01 2.671819999999999951e+01 3.520329999999999900e-03 5.073429999999999884e-01 2.392970000000000097e-01 1.220099999999999935e-01
7.155390000000000361e-01 2.183309999999999973e-01 7.883859999999999673e+03 1.026729999999999920e+00 1.423869999999999969e+01 2.310589999999999953e-03 3.721389999999999976e-01 1.977389999999999981e-01 9.752120000000000233e-02
8.947810000000000485e-01 2.002230000000000121e-01 7.884810000000000400e+03 1.011979999999999963e-01 6.515380000000000393e+01 3.915700000000000257e-03 4.823009999999999797e-01 2.435039999999999982e-01 9.813439999999999663e-02
5.826069999999999860e-01 2.375970000000000026e-01 7.881390000000000327e+03 1.470469999999999944e+00 1.552890000000000015e+01 1.617519999999999895e-03 6.055270000000000374e-01 2.211629999999999985e-01 1.104419999999999985e-01
8.195670000000000455e-01 2.336449999999999916e-01 7.884890000000000327e+03 1.708840000000000081e-01 3.873349999999999937e+01 6.601699999999999626e-04 6.736050000000000093e-01 1.964529999999999887e-01 9.509670000000000623e-02
6.580019999999999758e-01 2.237760000000000027e-01 7.883909999999999854e+03 9.362049999999999539e-01 1.761560000000000059e+01 3.748749999999999999e-02 6.744449999999999612e-01 1.940969999999999918e-01 1.023799999999999988e-01
8.402490000000000236e-01 2.321120000000000128e-01 7.884359999999999673e+03 2.514109999999999956e-01 2.912269999999999825e+01 1.501069999999999965e-03 4.783669999999999867e-01 2.160390000000000088e-01 1.071610000000000062e-01
8.402490000000000236e-01 2.321120000000000128e-01 7.884359999999999673e+03 2.514109999999999956e-01 2.912269999999999825e+01 1.501069999999999965e-03 4.783669999999999867e-01 2.160390000000000088e-01 1.071610000000000062e-01
7.076320000000000388e-01 2.134209999999999996e-01 7.884699999999999818e+03 5.293029999999999680e-01 2.115650000000000119e+01 1.529589999999999943e-03 6.693139999999999645e-01 2.410980000000000067e-01 1.143450000000000022e-01
6.970629999999999882e-01 2.080160000000000065e-01 7.882380000000000109e+03 3.782860000000000111e-01 3.228609999999999758e+01 6.372749999999999942e-03 4.536959999999999882e-01 2.209520000000000095e-01 9.846530000000000560e-02
7.520170000000000465e-01 2.388349999999999917e-01 7.883239999999999782e+03 3.844179999999999819e-01 2.795090000000000074e+01 3.302600000000000154e-03 5.742359999999999687e-01 2.044890000000000041e-01 1.014560000000000045e-01
7.985550000000000148e-01 2.494730000000000003e-01 7.883689999999999600e+03 2.133259999999999879e-01 3.431239999999999668e+01 4.871229999999999831e-03 6.014420000000000321e-01 1.745200000000000085e-01 7.673870000000000691e-02
6.080200000000000049e-01 2.592289999999999872e-01 7.883470000000000255e+03 5.944040000000000434e-01 2.439170000000000016e+01 8.180940000000000044e-04 4.816860000000000031e-01 2.084020000000000039e-01 1.035169999999999979e-01
6.648830000000000018e-01 2.217580000000000107e-01 7.884930000000000291e+03 3.871370000000000089e-01 2.863439999999999941e+01 4.944300000000000431e-03 4.785730000000000262e-01 2.121329999999999882e-01 8.868360000000000132e-02
7.726530000000000342e-01 2.255379999999999885e-01 7.883210000000000036e+03 2.781000000000000139e-01 3.474490000000000123e+01 3.609719999999999856e-03 3.499209999999999821e-01 2.209899999999999920e-01 9.926609999999999601e-02
7.498529999999999918e-01 2.152719999999999911e-01 7.884810000000000400e+03 2.575189999999999979e-01 3.814439999999999742e+01 1.480839999999999978e-03 3.852999999999999758e-01 2.126450000000000007e-01 1.057710000000000039e-01
7.560630000000000406e-01 2.423470000000000069e-01 7.883020000000000437e+03 7.804170000000000551e-02 8.541270000000000095e+01 1.360090000000000084e-02 4.615210000000000146e-01 2.089739999999999931e-01 9.932770000000000488e-02
7.760550000000000503e-01 2.236440000000000095e-01 7.884970000000000255e+03 2.863390000000000102e-01 3.112480000000000047e+01 1.294979999999999916e-02 5.080280000000000351e-01 2.074409999999999865e-01 1.004680000000000017e-01
7.165179999999999882e-01 2.383859999999999868e-01 7.884560000000000400e+03 2.177439999999999931e-01 3.940409999999999968e+01 1.804019999999999929e-03 5.957080000000000153e-01 2.187679999999999902e-01 9.271079999999999599e-02
7.165179999999999882e-01 2.383859999999999868e-01 7.884560000000000400e+03 2.177439999999999931e-01 3.940409999999999968e+01 1.804019999999999929e-03 5.957080000000000153e-01 2.187679999999999902e-01 9.271079999999999599e-02
7.065949999999999731e-01 2.197850000000000081e-01 7.882479999999999563e+03 2.826449999999999796e-01 4.077270000000000039e+01 2.026179999999999995e-02 5.205319999999999947e-01 2.132070000000000076e-01 8.985500000000000431e-02
8.717819999999999458e-01 2.238539999999999974e-01 7.884890000000000327e+03 1.441330000000000042e-02 3.444420000000000073e+02 3.398379999999999890e-03 3.323789999999999800e-01 2.244369999999999976e-01 1.113569999999999977e-01
8.146390000000000020e-01 2.670509999999999828e-01 7.886729999999999563e+03 6.270229999999999970e-01 1.497460000000000058e+01 2.633049999999999974e-02 5.372609999999999886e-01 1.728560000000000096e-01 7.491899999999999948e-02
8.759169999999999456e-01 2.069419999999999871e-01 7.884619999999999891e+03 1.794590000000000074e-01 4.020720000000000027e+01 5.099239999999999676e-03 5.688539999999999708e-01 2.537920000000000176e-01 9.564110000000000666e-02
7.524239999999999817e-01 2.413780000000000092e-01 7.884560000000000400e+03 3.558109999999999884e-01 2.650949999999999918e+01 2.636499999999999955e-03 6.121170000000000222e-01 1.778450000000000031e-01 9.062729999999999397e-02
7.547850000000000392e-01 2.808700000000000085e-01 7.883649999999999636e+03 8.270189999999999486e-02 6.611260000000000048e+01 1.784009999999999936e-03 4.302460000000000173e-01 1.782539999999999958e-01 7.755090000000000594e-02
8.245360000000000467e-01 2.204619999999999913e-01 7.884449999999999818e+03 1.847080000000000111e-01 4.097619999999999862e+01 1.270070000000000053e-02 4.122629999999999906e-01 2.171009999999999884e-01 1.011370000000000047e-01
7.262870000000000159e-01 2.182810000000000028e-01 7.885640000000000327e+03 6.276019999999999932e-01 1.837770000000000081e+01 1.409230000000000031e-02 5.832869999999999999e-01 2.414759999999999962e-01 1.001640000000000030e-01
7.712419999999999831e-01 2.460620000000000029e-01 7.884840000000000146e+03 2.668170000000000264e-01 2.853399999999999892e+01 1.396750000000000075e-02 4.758669999999999844e-01 2.127010000000000012e-01 9.705930000000000113e-02
7.934099999999999486e-01 2.352579999999999949e-01 7.885479999999999563e+03 6.488859999999999628e-01 1.573780000000000001e+01 2.437419999999999864e-02 6.145890000000000519e-01 1.884379999999999944e-01 1.037580000000000030e-01
5.975700000000000456e-01 2.327539999999999887e-01 7.882710000000000036e+03 4.385589999999999766e-01 2.966750000000000043e+01 1.986889999999999837e-03 5.506750000000000256e-01 1.840130000000000099e-01 1.062239999999999990e-01
6.303100000000000369e-01 2.389000000000000012e-01 7.885159999999999854e+03 7.529430000000000289e-01 1.899879999999999924e+01 1.656610000000000027e-02 5.793850000000000389e-01 2.137650000000000106e-01 1.048869999999999941e-01
7.039809999999999679e-01 2.183499999999999885e-01 7.884420000000000073e+03 3.720260000000000233e-01 2.961899999999999977e+01 5.740320000000000145e-03 4.949259999999999771e-01 2.140859999999999985e-01 1.073839999999999933e-01
6.634989999999999499e-01 2.381780000000000008e-01 7.882369999999999891e+03 5.699849999999999639e-01 2.353630000000000067e+01 2.304540000000000061e-02 3.824460000000000082e-01 2.109090000000000131e-01 9.663090000000000568e-02
6.424769999999999648e-01 2.347460000000000102e-01 7.878239999999999782e+03 1.207880000000000065e+00 2.043039999999999878e+01 8.650039999999999465e-03 4.621120000000000227e-01 1.931720000000000104e-01 9.218170000000000530e-02
6.537370000000000125e-01 2.294190000000000118e-01 7.884010000000000218e+03 2.916199999999999903e-01 3.549119999999999919e+01 6.577339999999999879e-04 5.952450000000000241e-01 1.843299999999999939e-01 1.104119999999999963e-01
8.461849999999999650e-01 2.366199999999999970e-01 7.884909999999999854e+03 9.639010000000000633e-02 5.609219999999999828e+01 1.513940000000000077e-03 5.495010000000000172e-01 1.948090000000000099e-01 9.100250000000000006e-02
6.917100000000000470e-01 2.229470000000000063e-01 7.883039999999999964e+03 4.355089999999999795e-01 3.049129999999999896e+01 5.813699999999999771e-03 5.968849999999999989e-01 2.268110000000000126e-01 9.245349999999999402e-02
7.814529999999999532e-01 2.220330000000000081e-01 7.884260000000000218e+03 6.851209999999999800e-01 1.754400000000000048e+01 3.057550000000000025e-03 5.586349999999999927e-01 2.052350000000000008e-01 1.063989999999999936e-01
6.340430000000000232e-01 2.321010000000000018e-01 7.879529999999999745e+03 7.251499999999999613e-01 2.356599999999999895e+01 2.000120000000000023e-02 5.106239999999999668e-01 2.318419999999999925e-01 1.163909999999999945e-01
7.550470000000000237e-01 2.308890000000000109e-01 7.883619999999999891e+03 1.220659999999999940e-01 6.651919999999999789e+01 1.620059999999999903e-02 4.394429999999999725e-01 2.187080000000000135e-01 1.021149999999999974e-01
6.573219999999999619e-01 2.410579999999999945e-01 7.883890000000000327e+03 3.940310000000000201e-01 2.827280000000000015e+01 1.521059999999999947e-02 4.343299999999999939e-01 2.047609999999999986e-01 9.923020000000000451e-02
6.619620000000000504e-01 2.653710000000000235e-01 7.882729999999999563e+03 7.264429999999999499e-01 1.890370000000000061e+01 6.270760000000000223e-03 3.595079999999999942e-01 1.977649999999999963e-01 9.677829999999999766e-02
7.101520000000000055e-01 2.200819999999999999e-01 7.883810000000000400e+03 5.509910000000000085e-01 2.039480000000000004e+01 2.724060000000000023e-02 5.086389999999999523e-01 2.238479999999999914e-01 1.048879999999999951e-01
7.233680000000000110e-01 2.302700000000000025e-01 7.883979999999999563e+03 4.887599999999999723e-01 2.413560000000000016e+01 2.277550000000000061e-02 4.932529999999999970e-01 2.104080000000000117e-01 1.083579999999999960e-01
6.801949999999999941e-01 2.082779999999999909e-01 7.884270000000000437e+03 1.178649999999999975e+00 1.456370000000000076e+01 5.754269999999999698e-03 5.224600000000000355e-01 2.070680000000000021e-01 9.258399999999999963e-02
7.287879999999999914e-01 2.238279999999999992e-01 7.884369999999999891e+03 6.656140000000000390e-01 1.825959999999999894e+01 7.217379999999999803e-04 3.995609999999999995e-01 2.315210000000000046e-01 9.424480000000000357e-02
8.070150000000000379e-01 2.436760000000000037e-01 7.884899999999999636e+03 1.180640000000000023e-01 5.185799999999999699e+01 3.481210000000000207e-03 5.694949999999999735e-01 1.724070000000000047e-01 8.026540000000000064e-02
7.526730000000000365e-01 2.109810000000000019e-01 7.884779999999999745e+03 9.408659999999999801e-01 1.541820000000000057e+01 2.381619999999999874e-04 5.178819999999999535e-01 2.276150000000000118e-01 1.000430000000000069e-01
6.468359999999999665e-01 2.039239999999999942e-01 7.882239999999999782e+03 4.518460000000000254e-01 3.304419999999999646e+01 3.088829999999999874e-03 5.310890000000000333e-01 1.916319999999999968e-01 1.029680000000000040e-01
7.675130000000000008e-01 2.044829999999999981e-01 7.883569999999999709e+03 2.936250000000000249e-01 3.196079999999999899e+01 2.348470000000000071e-02 4.485100000000000198e-01 2.318520000000000025e-01 1.127849999999999964e-01
7.500029999999999752e-01 2.603219999999999978e-01 7.883659999999999854e+03 5.288720000000000088e-01 1.913489999999999824e+01 3.710519999999999791e-02 4.221239999999999992e-01 1.961360000000000048e-01 8.413909999999999445e-02
6.515919999999999490e-01 2.308640000000000136e-01 7.884149999999999636e+03 7.115289999999999671e-01 2.136479999999999890e+01 3.284079999999999985e-03 5.435309999999999864e-01 2.281990000000000129e-01 1.134119999999999989e-01
8.529480000000000395e-01 2.358339999999999881e-01 7.884329999999999927e+03 2.457449999999999912e-01 2.868250000000000099e+01 7.057240000000000214e-03 5.335560000000000302e-01 2.137850000000000028e-01 1.098429999999999962e-01
6.245079999999999520e-01 2.379880000000000051e-01 7.882180000000000291e+03 9.775920000000000165e-01 1.909469999999999956e+01 1.268829999999999958e-02 4.714619999999999922e-01 2.112479999999999913e-01 1.083729999999999971e-01
7.726530000000000342e-01 2.255379999999999885e-01 7.883210000000000036e+03 2.781000000000000139e-01 3.474490000000000123e+01 3.609719999999999856e-03 3.499209999999999821e-01 2.209899999999999920e-01 9.926609999999999601e-02
7.931110000000000104e-01 2.535600000000000076e-01 7.883720000000000255e+03 4.729490000000000083e-01 1.838119999999999976e+01 2.239019999999999986e-03 5.443820000000000325e-01 2.207109999999999905e-01 1.187079999999999941e-01
6.383900000000000130e-01 2.689719999999999889e-01 7.882819999999999709e+03 9.347790000000000266e-01 1.693070000000000164e+01 2.030530000000000009e-03 5.270709999999999562e-01 1.671860000000000013e-01 8.557170000000000054e-02
7.564920000000000533e-01 1.956950000000000078e-01 7.885090000000000146e+03 3.613230000000000053e-01 3.082379999999999853e+01 2.197280000000000066e-02 5.000480000000000480e-01 2.451369999999999938e-01 1.090769999999999934e-01
7.209780000000000078e-01 2.261330000000000007e-01 7.884270000000000437e+03 1.199770000000000003e+00 1.396799999999999997e+01 7.119580000000000353e-03 6.313379999999999548e-01 2.045089999999999963e-01 1.061409999999999992e-01
9.079120000000000523e-01 2.129030000000000089e-01 7.884750000000000000e+03 1.943570000000000020e-01 3.453070000000000306e+01 1.132159999999999937e-02 6.355960000000000498e-01 2.026030000000000053e-01 1.213889999999999969e-01
7.534129999999999994e-01 2.409530000000000005e-01 7.883109999999999673e+03 1.812509999999999954e-01 4.262219999999999942e+01 1.266890000000000030e-02 4.726290000000000213e-01 2.098629999999999940e-01 8.723219999999999585e-02
7.558960000000000123e-01 2.395589999999999942e-01 7.884050000000000182e+03 3.608109999999999928e-01 2.960210000000000008e+01 2.888390000000000055e-02 4.613840000000000163e-01 2.154270000000000074e-01 1.017269999999999980e-01
8.383270000000000444e-01 2.387489999999999890e-01 7.884390000000000327e+03 1.727210000000000134e-01 4.342849999999999966e+01 1.969949999999999826e-03 4.410999999999999921e-01 2.206690000000000040e-01 1.064790000000000042e-01
7.678279999999999550e-01 2.309930000000000039e-01 7.883760000000000218e+03 1.359670000000000045e-01 5.494619999999999749e+01 1.129490000000000008e-02 6.302240000000000064e-01 1.930429999999999924e-01 1.101690000000000030e-01
9.819020000000000525e-01 2.462320000000000064e-01 7.885090000000000146e+03 1.036730000000000013e-01 4.463980000000000103e+01 5.941939999999999722e-03 6.183950000000000280e-01 1.842360000000000109e-01 1.091300000000000048e-01
7.419409999999999616e-01 2.469570000000000098e-01 7.882470000000000255e+03 5.701279999999999681e-01 2.282999999999999829e+01 8.226310000000000566e-03 4.288049999999999917e-01 1.986400000000000110e-01 1.010220000000000007e-01
7.825860000000000039e-01 2.379830000000000001e-01 7.884329999999999927e+03 6.921429999999999527e-01 1.775740000000000052e+01 4.873539999999999990e-03 6.303990000000000427e-01 1.909889999999999921e-01 1.046890000000000043e-01
6.269930000000000225e-01 2.422839999999999994e-01 7.883069999999999709e+03 5.257709999999999884e-01 2.528239999999999910e+01 2.873720000000000181e-03 4.997309999999999808e-01 1.998219999999999996e-01 9.331789999999999530e-02
6.812160000000000437e-01 2.446270000000000111e-01 7.881880000000000109e+03 3.467049999999999993e-02 2.288580000000000041e+02 8.446379999999999860e-03 4.049769999999999759e-01 2.052519999999999900e-01 8.705400000000000638e-02
6.183579999999999632e-01 2.423720000000000041e-01 7.883310000000000400e+03 9.370270000000000543e-01 2.009469999999999956e+01 1.271830000000000009e-02 3.432180000000000231e-01 2.157499999999999973e-01 8.763809999999999656e-02
7.700559999999999627e-01 2.308340000000000114e-01 7.883859999999999673e+03 2.562670000000000226e-01 3.120429999999999993e+01 2.611070000000000058e-03 6.783730000000000038e-01 1.544689999999999952e-01 1.288559999999999983e-01
6.758370000000000211e-01 2.304039999999999977e-01 7.883850000000000364e+03 7.425770000000000426e-01 1.995560000000000045e+01 1.096399999999999979e-02 6.266289999999999916e-01 2.038119999999999932e-01 1.021979999999999972e-01
7.065949999999999731e-01 2.197850000000000081e-01 7.882479999999999563e+03 2.826449999999999796e-01 4.077270000000000039e+01 2.026179999999999995e-02 5.205319999999999947e-01 2.132070000000000076e-01 8.985500000000000431e-02
6.226869999999999905e-01 2.229780000000000095e-01 7.879770000000000437e+03 2.309509999999999896e-01 6.100209999999999866e+01 2.142139999999999843e-03 4.297500000000000209e-01 2.028890000000000138e-01 1.137539999999999940e-01
6.189010000000000344e-01 2.519219999999999793e-01 7.882000000000000000e+03 6.756090000000000151e-01 2.400880000000000081e+01 7.574029999999999825e-03 4.451709999999999834e-01 1.972250000000000114e-01 8.090179999999999594e-02
8.164709999999999468e-01 2.767399999999999860e-01 7.885460000000000036e+03 2.980659999999999976e-01 2.541799999999999926e+01 8.895439999999999250e-03 4.935780000000000167e-01 1.856800000000000117e-01 7.723939999999999972e-02
