# DeltaF, Fb, t0, u0, tE, rho
0.223003 0.219291 7914.43 0.957764 34.5372 0.00287365
0.373833 0.173683 7894.5 0.510525 39.6617 0.000497789
0.445596 0.219514 7892.03 1.41084 11.173 0.0019388
0.455561 0.212198 7893.01 1.48423 10.5534 0.000148241
0.449046 0.214108 7892.84 1.41017 11.2669 0.000543543
0.455765 0.214443 7892.85 1.44533 10.8677 0.0023798
0.453828 0.214263 7892.75 1.49916 10.5421 0.0165766
0.446976 0.213885 7892.97 1.47825 10.8132 0.00547933
0.500087 0.213249 7890.76 1.29318 11.6941 0.00453814
0.452577 0.214166 7892.82 1.49818 10.5659 0.0152535
0.446906 0.214182 7893.21 1.45813 10.8006 0.0434304
0.451711 0.214522 7892.83 1.49912 10.5717 0.00693946
0.455321 0.214015 7892.64 1.48783 10.5958 0.030327
0.452791 0.21422 7892.83 1.49972 10.5606 0.00313086
0.452206 0.214212 7892.82 1.49989 10.5662 0.0221404
0.452818 0.214173 7892.81 1.4999 10.5597 0.00713817
0.452564 0.214263 7892.8 1.5 10.5677 0.0194759
0.452532 0.214227 7892.82 1.49995 10.5578 0.00333458
0.448549 0.214327 7892.9 1.47061 10.7574 0.010543
0.45221 0.214269 7892.83 1.49999 10.5629 0.0019447
0.451069 0.215596 7892.75 1.49959 10.458 0.0078222
0.270575 0.198437 7908.24 0.857947 14.1932 0.0103204
0.452389 0.214262 7892.83 1.49986 10.5666 0.000512807
0.44663 0.213745 7892.93 1.47684 10.6698 0.0111311
0.453287 0.214288 7892.79 1.49987 10.5592 0.0304772
0.452366 0.214243 7892.82 1.49997 10.5621 0.00767369
0.39681 0.202582 7895.99 0.702755 19.6788 0.00464072
0.45229 0.214258 7892.82 1.49999 10.5635 0.0105753
0.453488 0.214356 7892.78 1.49934 10.5567 0.0119961
0.454025 0.213671 7892.94 1.48507 10.61 0.00367396
0.463922 0.222161 7896.57 0.232814 35.1574 0.02881
0.460341 0.213994 7892.54 1.48325 10.513 0.00177072
0.451821 0.214431 7892.84 1.49953 10.5339 0.0043711
0.453208 0.21413 7892.82 1.49864 10.5503 0.00176765
0.45265 0.214256 7892.82 1.49989 10.5591 0.00632806
0.452932 0.214111 7892.79 1.49749 10.5624 0.00548531
0.451494 0.214237 7892.82 1.4999 10.5723 0.0054673
0.452519 0.214233 7892.82 1.49999 10.5686 0.0157376
0.452473 0.214261 7892.81 1.49749 10.5885 0.0233543
0.45437 0.21438 7892.8 1.49987 10.5162 0.0111623
0.454308 0.213995 7892.78 1.49957 10.5723 0.00322489
0.460035 0.215529 7892.3 1.34674 10.9558 0.000814834
0.454499 0.213951 7893.4 1.34737 11.3366 0.0332151
0.452273 0.214241 7892.83 1.49998 10.557 0.00159953
0.484083 0.217733 7891.61 1.08919 13.0493 0.00348952
0.451956 0.214132 7892.85 1.49942 10.5815 0.0012347
0.0499444 0.223148 7632.77 1.069 21.0551 0.0246359
0.451182 0.213989 7892.83 1.49816 10.6283 0.0143853
0.451118 0.214202 7892.56 1.47144 10.6683 0.00665041
0.742746 0.18479 7889.13 0.61798 24.0737 0.00895881
0.452366 0.214143 7892.83 1.49955 10.5869 0.00028907
0.493732 0.19638 7904.82 0.0257892 59.4119 0.00295631
0.102674 0.189428 7238.89 0.48123 109.989 0.00891337
0.534687 0.113805 7207.81 0.27233 265.931 0.000718256
0.605703 0.0475337 7836.51 1.35546 47.2446 0.01062
0.664807 0.410889 7891.85 0.302377 57.1861 0.00493225
0.0620334 0.22054 7147 0.41649 313.753 0.00478157
0.436525 0.213963 7893.5 1.31158 11.7852 0.00985423
0.457109 0.225399 7892.58 1.3595 10.8483 0.00396407
0.499798 0.204316 7894.79 1.24481 12.9165 0.0149015
0.509804 0.225319 7894.33 0.645738 13.3847 0.00485297
0.0693693 0.194789 7189.29 0.944884 296.294 0.000183158
0.454544 0.213318 7892.92 1.42589 10.8577 0.00501641
0.0547608 0.194778 7519.7 0.673754 38.1081 0.00284755
0.487356 0.21328 7893.26 1.35717 10.9762 0.00211141
0.410971 0.190512 7699.95 0.0887633 44.336 0.0128046
0.452881 0.214276 7892.8 1.49978 10.5641 0.00897989
0.444595 0.217919 7894.02 1.13129 12.8691 0.0335398
0.455362 0.220995 7892.58 1.37748 11.0787 0.0362715
0.461591 0.21467 7892.48 1.3563 11.0185 0.0686784
0.589246 0.257753 8009.61 0.886782 67.3312 0.00305256
0.764371 0.223622 7888.4 1.33345 8.85415 0.013734
0.450844 0.214304 7892.9 1.49522 10.5937 0.000281639
0.453688 0.217408 7892.69 0.867926 13.8905 0.00469805
0.485493 0.214115 7890.96 0.28744 29.4218 0.00195934
0.466617 0.219277 7893.39 1.13571 12.0027 0.00849894
0.992664 0.220465 7885.97 1.36265 6.59303 0.0237326
0.464197 0.213242 7892.43 1.39588 11.3369 0.0067744
0.408211 0.218317 7892.98 0.544782 21.4917 0.000270934
0.561925 0.210028 7892.03 1.27626 9.30786 0.0203183
0.445791 0.21419 7892.91 1.49828 10.6753 0.00846491
0.452953 0.214275 7892.8 1.4999 10.5545 0.00182389
0.147273 0.220481 7233.05 0.606896 56.0876 0.00471532
0.452424 0.214261 7892.82 1.49997 10.5624 0.000225531
0.452527 0.214234 7892.82 1.5 10.5612 0.000470888
0.475978 0.212545 7893.77 1.18029 12.4395 0.0128882
0.0429225 0.232006 7155.89 1.09481 244.802 0.00397309
0.451652 0.214262 7892.84 1.49972 10.5713 0.0131719
0.453765 0.214003 7892.67 1.47512 10.6866 0.00614309
0.515395 0.183782 7895.27 0.53976 24.9376 0.0068124
0.88003 0.215569 7885.42 0.840349 10.6723 0.00560648
0.459117 0.20706 7677.77 0.151355 46.8137 0.0132737
0.221721 0.206993 7906.75 0.0603291 284.786 0.0126858
0.453422 0.214229 7892.97 1.44411 10.668 0.0117217
0.541753 0.210409 7891.58 1.10997 12.0083 0.00361155
0.288978 0.23929 7897.02 0.96899 15.9585 0.0131701
0.45206 0.214302 7892.81 1.49997 10.5662 0.0065961
0.970284 0.234258 7883.29 1.45064 4.80486 0.00186862
0.4293 0.218887 7893 1.00119 14.8325 0.0101214
0.451729 0.214348 7892.84 1.4996 10.6007 0.0132821
0.45346 0.214239 7892.81 1.49632 10.5775 0.00303912
0.475673 0.2048 7892.21 0.891272 15.4644 0.00446973
0.452204 0.213979 7892.86 1.49794 10.6184 0.0150352
0.452241 0.214253 7892.82 1.49997 10.5625 0.00955089
0.533906 0.200273 7626.17 0.488575 166.771 0.000963887
0.452104 0.214225 7892.83 1.49996 10.5706 0.00960547
0.453402 0.214373 7892.81 1.49993 10.5514 0.0312269
0.062009 0.226909 7454.73 0.922931 53.8064 0.00124565
0.450666 0.213997 7892.8 1.4922 10.5227 0.00752836
0.452151 0.214179 7892.84 1.49916 10.5667 0.0124131
0.4523 0.214219 7892.83 1.5 10.5592 0.0283704
0.468289 0.211099 7892.83 1.09416 13.0036 0.00223643
0.450558 0.21426 7892.9 1.49944 10.5598 0.0104079
0.452469 0.214214 7892.84 1.49972 10.5634 0.00338489
0.45186 0.214288 7892.82 1.49998 10.5627 0.00674379
0.680859 0.033234 7131.15 0.816754 35.4329 0.00041407
0.02432 0.226796 7702.99 0.0415946 30.3204 0.00887213
0.452877 0.214308 7892.84 1.4998 10.518 0.0231311
0.451412 0.214298 7892.85 1.49996 10.5863 0.00604023
0.451719 0.214286 7892.86 1.49471 10.6259 0.0019869
0.453926 0.213807 7892.99 1.35211 11.2898 0.00238673
0.451247 0.214424 7892.87 1.49978 10.5762 0.00543585
0.459438 0.214234 7892.65 1.4713 10.6185 0.0052197
0.448269 0.215885 7893.12 1.48362 10.4249 0.000418426
0.979076 0.213659 7885.96 0.544147 13.5161 0.0335854
0.257483 0.298557 7687.48 0.407788 20.5807 0.0027753
0.452241 0.214213 7892.82 1.49999 10.5712 0.0171643
0.458978 0.214304 7892.51 1.43918 10.8736 0.0540492
0.433764 0.208109 7893.14 1.20628 12.9473 0.000126846
0.457511 0.214029 7892.52 1.44535 10.7736 0.0116658
0.4522 0.214242 7892.82 1.49999 10.5693 0.0218077
0.304256 0.327834 7477.27 1.11394 137.571 0.0125017
0.452333 0.214269 7892.83 1.49999 10.5652 0.015913
0.452013 0.214005 7892.86 1.49899 10.5576 0.000329575
0.578308 0.208523 7893.67 0.0918092 83.0037 0.000148731
0.449414 0.214381 7892.97 1.49677 10.61 0.0089969
0.452436 0.21421 7892.83 1.49999 10.563 0.0158409
0.459361 0.212532 7892.98 1.42375 10.8474 0.0199753
0.457828 0.223574 7894.03 0.484189 20.3805 9.98103e-05
0.455125 0.21475 7892.69 1.46073 10.8615 0.00982219
0.450869 0.214482 7892.83 1.49917 10.5258 0.0372691
0.530186 0.217548 7888.85 1.03566 11.4633 0.00898712
0.456164 0.213854 7892.57 1.45703 10.7931 0.0240977
0.453378 0.214082 7892.86 1.49906 10.5645 0.00285551
0.449281 0.214845 7892.89 1.4971 10.5946 0.02252
0.450759 0.214025 7892.91 1.49769 10.5889 0.0354349
0.452381 0.214281 7892.82 1.49997 10.565 0.00486696
0.452389 0.214238 7892.82 1.49997 10.5686 0.00310011
0.440973 0.214735 7892.88 1.49257 10.8277 0.00305796
0.463232 0.212858 7892.12 1.44932 10.9044 0.0133853
0.449984 0.21519 7892.95 1.48308 10.8667 0.0144429
0.452384 0.214291 7892.83 1.49924 10.5569 0.0103512
0.452946 0.214269 7892.81 1.49986 10.5656 0.0382259
0.452207 0.214215 7892.83 1.4999 10.568 0.035426
0.480229 0.228592 7894.11 1.14262 12.5847 0.00634767
0.452706 0.214265 7892.83 1.49986 10.5519 0.0057772
0.452392 0.214288 7892.83 1.49999 10.5572 0.0119021
0.451969 0.214275 7892.82 1.49956 10.5698 0.00482356
0.441931 0.254644 7890.96 0.124689 50.7242 0.00839237
0.451341 0.214207 7892.82 1.49992 10.6061 0.0596693
0.45151 0.214451 7892.86 1.49991 10.5788 0.0170839
0.447642 0.213971 7892.85 1.46835 10.8888 0.00415664
0.452183 0.214171 7892.89 1.49614 10.6268 0.00812887
0.460973 0.214556 7892.57 1.4856 10.4976 0.0174292
0.451568 0.210444 7893.47 1.06658 13.2299 0.000684042
0.452539 0.214605 7893.08 1.48489 10.7026 0.00545549
0.452452 0.214244 7892.82 1.49997 10.5641 0.00133083
0.972039 0.223855 7518.92 0.026571 33.7819 0.00311633
0.631436 0.210173 7392.28 0.0946705 76.6082 0.0192653
0.0879115 0.262431 8024.64 0.326575 212.21 0.000736669
0.452467 0.214225 7892.82 1.49998 10.5592 0.00142722
0.451843 0.213957 7892.79 1.49854 10.5854 0.0231265
0.452097 0.214229 7892.82 1.49986 10.572 0.00362132
0.979749 0.219195 7885.38 0.628658 11.6398 0.00559383
0.199612 0.177773 7147.94 0.207433 38.9839 0.000673505
0.447922 0.213701 7892.72 1.48961 10.761 0.00704075
0.452303 0.214272 7892.82 1.49997 10.5602 0.00633581
0.941914 0.219559 7885.75 1.13835 7.57342 0.00687776
0.942974 0.381458 7367.87 0.187349 222.573 0.000863225
0.454261 0.214148 7892.79 1.4993 10.5479 0.00456182
0.455645 0.214084 7892.61 1.48308 10.8296 0.00517957
0.452242 0.21421 7892.83 1.5 10.5692 0.00140065
0.629101 0.221142 7887.54 0.898497 11.6044 0.00155051
0.456904 0.213753 7892.57 1.43257 10.7518 0.00421704
0.880183 0.211965 7885.84 1.18279 7.98931 0.00462269
0.436599 0.215944 7893.27 1.46208 10.8745 0.012432
0.0781183 0.190231 7084.41 0.168851 172.411 0.0250304
0.122034 0.425817 7719.19 0.32224 85.8136 0.0118467
0.454281 0.214632 7892.75 1.48331 10.6201 0.000809887
0.452844 0.214331 7892.83 1.49939 10.5118 0.00198601
0.227279 0.276209 7774.06 0.0454207 21.8308 0.00727524
0.25274 0.191173 7334.68 1.07899 28.6328 0.00322539
0.445749 0.0232509 7532.96 0.355635 122.264 0.00452185
0.465081 0.212792 7892.07 1.26861 11.8016 0.00694296
0.454283 0.214127 7892.77 1.49825 10.5948 0.0013995
0.15597 0.221163 7896.48 0.395561 65.5084 0.00799906
0.469433 0.21448 7892.75 1.43895 10.6006 0.0123288
0.447273 0.214356 7893.13 1.38153 11.4418 0.00319983
0.452463 0.214262 7892.82 1.49993 10.5574 0.000719619
0.456104 0.215841 7893.19 1.44337 10.5771 0.00591427
0.0112287 0.219978 7453.61 1.06986 37.7007 0.0128177
0.465594 0.21308 7892.33 1.28868 11.2236 0.0132835
0.445964 0.213804 7892.74 1.47462 10.8724 0.0129102
0.45709 0.214843 7892.8 1.2992 11.9015 0.0172572
0.519889 0.217239 7891.29 0.835737 15.1425 0.00411062
0.453086 0.214312 7892.75 1.49896 10.5504 0.0122313
0.458197 0.214031 7892.51 1.43641 10.9045 0.012528
0.451179 0.214121 7892.87 1.49864 10.5659 0.00173941
0.184191 0.194608 7905.3 0.84039 34.3592 0.000493508
0.450568 0.214426 7892.92 1.49891 10.6237 0.0678311
0.925207 0.218615 7885.78 1.49217 6.48431 0.00186217
0.65945 0.478334 7720.87 0.461691 44.2558 0.00458774
0.0344108 0.210682 7222.34 1.15617 280.505 0.015
0.452521 0.214281 7892.82 1.49996 10.5616 0.000325064
0.332724 0.216755 7896.35 0.561356 23.5482 0.00282741
0.0136173 0.220526 7855.79 0.801537 233.593 0.0111564
0.961489 0.194739 7881.1 0.829204 4.82863 0.000236644
0.452109 0.214305 7892.82 1.49993 10.5723 0.00844869
0.477566 0.211465 7890.65 0.619116 20.5245 0.0262618
0.241815 0.211879 7203.79 0.102436 33.2088 0.0011379
0.451869 0.214227 7892.84 1.49998 10.5729 0.0114649
0.452647 0.214324 7892.83 1.49947 10.5571 0.00635317
0.0418941 0.279788 7865.26 1.22824 99.6541 0.0122251
0.200324 0.0719122 7577.22 1.32271 7.99665 0.0129815
0.361345 0.208518 7084.9 1.1311 187.347 0.0271622
0.453068 0.213995 7892.72 1.43743 11.0989 0.0106043
0.0532848 0.242348 7696.09 0.867763 171.513 0.00130285
0.442249 0.213037 7355.22 0.705106 61.1242 0.000621777
0.331919 0.24181 7100.89 0.00165668 135.295 0.0143222
0.545605 0.216788 7212.92 0.0031112 362.797 0.00124255
0.367758 0.230265 7897.6 0.390998 63.8851 0.0105585
0.487557 0.237267 7894.64 1.29852 7.18116 0.00824165
0.464636 0.212155 7893.55 0.799546 14.941 0.00840471
0.456137 0.21474 7892.92 1.45133 10.1305 0.00150493
0.454078 0.213685 7893.02 1.39104 11.2534 0.000200403
0.0803921 0.23994 7104.51 0.0834766 325.507 0.0024837
0.439174 0.214625 7893 1.09686 13.0838 0.0129686
0.452797 0.214232 7892.82 1.49934 10.5604 0.0071916
0.0310629 0.213478 7114.49 0.307865 250.494 0.00328603
0.292272 0.212694 7897.54 1.42216 15.2997 0.00127921
0.456553 0.214041 7892.92 1.48529 10.6942 0.0269284
0.444175 0.216159 7892.36 1.38812 11.3414 0.0243611
0.454398 0.213616 7892.86 1.49733 10.5929 0.0088113
0.454251 0.214143 7892.74 1.49689 10.5758 0.00773557
0.452727 0.21417 7892.77 1.49996 10.5503 0.0199268
0.452584 0.214576 7892.82 1.49808 10.5436 0.000742512
0.449961 0.214264 7892.85 1.49862 10.6005 0.0375217
0.453217 0.21413 7892.83 1.49805 10.5801 0.0228835
0.452667 0.214246 7892.79 1.49976 10.5606 0.0369011
0.467754 0.213768 7892.47 1.41597 10.8618 0.014709
0.452767 0.214351 7892.8 1.49942 10.5629 0.00390438
0.453076 0.214022 7892.83 1.49631 10.5785 0.0128425
0.452262 0.214215 7892.83 1.5 10.567 0.0143431
0.451955 0.214176 7892.84 1.49989 10.5661 0.00870544
0.452287 0.214244 7892.81 1.49988 10.5733 0.00245505
0.452785 0.214239 7892.83 1.49983 10.5556 0.00970172
0.45294 0.214116 7892.87 1.49993 10.5428 0.0037254
0.454362 0.214298 7892.72 1.49881 10.5255 0.00103038
0.452282 0.214269 7892.84 1.49997 10.564 0.0145067
0.45219 0.214271 7892.82 1.49994 10.5679 0.000431689
0.452071 0.214245 7892.83 1.49999 10.5663 0.00812711
0.452425 0.214232 7892.83 1.49999 10.5685 0.0105214
0.450911 0.214163 7892.84 1.49953 10.6123 0.0051042
0.453192 0.214292 7892.72 1.48872 10.641 0.00626575
0.449034 0.21442 7892.81 1.49886 10.5831 0.0151777
0.455472 0.213787 7892.84 1.48492 10.6584 0.00118793
0.43941 0.213672 7892.26 0.854844 14.7344 0.00343482
0.452464 0.214155 7892.83 1.49986 10.5772 0.0143654
0.45114 0.214288 7892.77 1.49383 10.582 0.0120866
0.859022 0.216498 7884.84 0.864193 10.7484 0.024604
0.452408 0.214259 7892.81 1.49999 10.567 0.00277922
0.439251 0.216625 7898.67 0.357093 28.9075 0.00881366
0.450023 0.214029 7892.86 1.49642 10.6214 0.00268598
0.462511 0.213503 7892.73 1.38884 10.8831 0.0102431
0.638713 0.212536 7890.66 0.98982 12.8458 0.00164907
0.470836 0.216528 7892.79 1.41909 10.7832 0.00142099
0.451158 0.214281 7892.85 1.49928 10.5879 0.0149131
0.451197 0.214188 7892.84 1.49998 10.5839 0.0179616
0.451385 0.21412 7893.01 1.49245 10.568 0.0251541
0.634718 0.177664 7888.15 0.964551 9.22519 0.00758414
0.433895 0.215328 7893.23 1.43609 11.0426 0.0089905
0.612373 0.204359 7884.69 0.0472787 100.256 0.0207448
0.44539 0.216924 7892.56 1.48172 10.8248 0.00253333
0.44848 0.214382 7892.98 1.41923 10.9878 0.00322803
0.451811 0.21407 7892.84 1.49956 10.5495 0.00693082
0.461113 0.214215 7892.58 1.46217 10.6306 0.0394697
0.21173 0.213967 7910.39 0.22749 24.2856 0.00358646
0.448728 0.215275 7893.11 1.49536 10.6508 0.00543751
0.0907608 0.320741 8009.61 0.149978 360.399 0.00272497
0.442035 0.212657 7892.6 1.09865 13.136 0.0212421
0.45993 0.21552 7892.42 1.25927 11.9115 0.000787961
0.28593 0.230209 7902.51 1.13795 13.5774 0.00802302
0.379662 0.207967 7903.91 0.0104167 188.25 0.0111608
0.0504581 0.216001 7189.2 0.341073 309.505 0.00311113
0.459808 0.216158 7892.37 1.24996 11.5845 0.0279615
0.229735 0.205359 7900.77 0.465485 30.1545 0.0020552
0.453286 0.214497 7892.83 1.49835 10.5639 0.0129774
0.458579 0.214722 7893 1.16785 11.9228 0.0284699
0.317236 0.265349 7475.48 0.542879 10.2763 0.0593578
0.523194 0.213456 7890.76 1.24445 12.3061 0.002715
0.749398 0.213046 7885.71 1.35239 7.92901 0.0218048
0.296217 0.21402 7894.65 1.23278 20.653 0.00473194
0.452006 0.214094 7892.85 1.49979 10.5729 0.000979873
0.232322 0.219082 7904.27 0.711902 15.8892 0.00747794
0.39337 0.33924 7246.29 0.987982 20.6511 0.00192084
0.357003 0.212668 7477.98 0.79818 5.60183 0.00930072
0.240997 0.256753 8024.43 0.660916 96.5869 0.0138082
0.450982 0.213959 7892.81 1.48793 10.5975 0.0249755
0.455098 0.215005 7892.47 1.4119 11.0802 0.00328048
0.78184 0.271423 7299.01 0.00931691 22.9185 0.0183635
0.433825 0.21707 7893.63 1.37305 11.2278 0.0131904
0.455038 0.214261 7892.88 1.42404 11.0432 0.00487297
0.521235 0.211397 7895.84 0.679394 14.8669 0.00278221
0.699518 0.230724 7880.88 0.241834 32.0477 0.00320885
0.452284 0.214228 7892.83 1.5 10.5608 0.00712872
0.157225 0.19708 7988.96 1.1423 71.7744 0.00337434
0.454511 0.214507 7892.82 1.49328 10.5527 0.00560069
0.239447 0.212045 8004.93 0.722829 24.871 0.0250703
0.452303 0.214222 7892.81 1.4998 10.5702 0.00300145
0.500252 0.21756 7891.65 0.865848 12.6538 0.000207895
0.916723 0.238445 7339.38 1.13329 19.3447 0.000828177
0.56907 0.140461 7783.34 0.445258 216.755 0.00750972
0.805438 0.203153 7888.1 0.0783283 40.3447 0.00486238
0.452302 0.214276 7892.82 1.49993 10.5587 0.00209272
0.452365 0.214191 7892.83 1.49992 10.5656 0.00934543
0.457564 0.21426 7893.48 1.4856 10.5125 0.0359494
0.452353 0.214245 7892.89 1.49997 10.5289 0.0211658
0.510346 0.211159 7890.53 1.14272 10.8442 0.00630284
0.517065 0.221586 7891.64 0.651463 16.4369 0.00202518
0.440125 0.21647 7893.16 1.48915 10.5385 0.0331633
0.451367 0.214563 7892.81 1.49936 10.5492 0.00452859
0.485858 0.217482 7892.61 1.4593 10.1364 0.00299602
0.772707 0.239497 7886.51 0.285439 19.4014 0.00823165
0.008675 0.242087 7403.35 1.49338 142.945 0.00393122
0.459849 0.21947 7892.08 1.47515 10.3015 0.00882049
0.43396 0.217748 7892.61 0.993817 13.479 0.00324275
0.405465 0.208652 7896.06 0.662782 22.0053 0.00806032
0.0362112 0.219894 7082.96 1.16018 221.985 0.0205672
0.0629139 0.319506 7750.37 0.910191 176.923 0.039749
0.459117 0.213455 7892.44 1.41656 11.0659 0.0031694
0.537286 0.223586 7889.96 1.21898 10.4269 0.00779149
0.0108094 0.229147 7242.89 0.91065 79.8836 0.0565784
0.474233 0.214495 7891.93 1.40525 11.2353 0.0259361
0.452328 0.214274 7892.84 1.49989 10.5586 0.00583683
0.452511 0.214335 7892.82 1.49994 10.5531 0.0222376
0.205884 0.205819 7086.45 0.0766113 187.899 0.00458218
0.466343 0.213593 7892.59 1.4954 10.4389 0.00750984
0.450977 0.214553 7892.82 1.48554 10.7419 0.00763031
0.450447 0.214242 7892.86 1.49974 10.5807 0.0129343
0.455058 0.214607 7892.78 1.49868 10.5138 0.0056816
0.453342 0.214538 7892.61 1.49269 10.5346 0.00859457
0.675417 0.265705 7333.44 1.25995 37.1543 0.00329377
0.431722 0.212652 7894.42 1.21706 13.9165 0.00262462
0.452663 0.214231 7892.82 1.5 10.5592 9.65848e-05
0.438989 0.213846 7893.45 1.12181 13.3277 0.00977478
0.45834 0.214357 7893.5 1.34687 11.8432 0.000420851
0.452371 0.214196 7892.82 1.49993 10.5632 0.00283955
0.451731 0.217814 7892.91 1.29777 11.2004 0.0187186
0.458504 0.212246 7892.28 1.46943 10.6354 0.0106477
0.445049 0.214047 7893.07 1.49169 10.6086 0.0435824
0.449408 0.213754 7892.84 1.48839 10.6904 0.00372554
0.452455 0.21422 7892.83 1.5 10.5657 0.000933836
0.452035 0.214277 7892.83 1.49982 10.5581 0.0282183
0.448703 0.214304 7892.91 1.48249 10.7042 0.0140885
0.18412 0.282466 7796.73 0.0380669 220.905 0.0119407
0.451831 0.214028 7892.83 1.49997 10.5853 0.00876349
0.463688 0.21716 7892.7 1.45551 9.97597 0.0463785
0.976942 0.223024 7885.59 1.13227 7.54771 0.00383696
0.452208 0.214222 7892.84 1.49995 10.5524 0.00558797
0.902218 0.222948 7885.58 1.13236 8.33345 0.00255024
0.452203 0.214234 7892.82 1.49995 10.5671 0.0105176
0.460371 0.214868 7892.46 1.4783 10.561 0.0062994
0.452217 0.212926 7892.67 1.41365 11.1109 0.0054811
0.452362 0.214209 7892.83 1.49997 10.5673 0.00500426
0.452118 0.214239 7892.83 1.49998 10.5629 0.000778198
0.45487 0.213935 7892.85 1.42432 10.914 0.015829
0.452462 0.214252 7892.82 1.49993 10.5612 0.0230704
0.451851 0.214277 7892.81 1.49733 10.6062 0.0039394
0.450923 0.212114 7892.97 1.45709 10.642 0.017033
0.452302 0.214292 7892.82 1.49957 10.5643 0.0156236
0.452689 0.214223 7892.81 1.49972 10.5538 0.00322109
0.452598 0.214203 7892.81 1.49982 10.5519 0.00761319
0.452163 0.214218 7892.83 1.5 10.5677 0.00248563
0.452183 0.214257 7892.82 1.49987 10.5647 0.00525295
0.452195 0.214278 7892.85 1.49919 10.547 0.000736622
0.452118 0.214261 7892.83 1.49998 10.5652 0.0259815
0.452495 0.214215 7892.84 1.49999 10.5594 0.0078051
0.478038 0.211631 7893.78 1.0708 15.8197 0.010531
0.453718 0.214281 7892.96 1.49987 10.525 0.00792189
0.94163 0.217696 7885.47 0.581417 11.8523 0.00217975
0.452326 0.21428 7892.82 1.49944 10.5667 0.00147386
0.452876 0.214236 7892.84 1.49981 10.5715 0.0149947
0.803842 0.250728 7329.59 0.31576 58.5363 0.0137283
0.452155 0.214288 7892.82 1.49993 10.5651 0.00696371
0.118806 0.269391 7462.55 0.0546662 17.0429 0.0223757
0.453387 0.21468 7892.59 1.49678 10.5488 0.0069619
0.420713 0.19221 7892.89 1.38252 12.5595 0.00225576
0.453067 0.214372 7892.73 1.49984 10.6101 0.00304045
0.452628 0.21416 7892.8 1.49815 10.5664 0.00849372
0.0629048 0.223242 7372.25 1.07801 39.3326 0.0193887
0.476559 0.213573 7891.96 1.34262 11.0928 0.00228112
0.507216 0.513942 7102.76 0.823395 272.514 0.0204057
0.453385 0.213936 7892.85 1.48271 10.5565 0.000228531
0.452989 0.214142 7892.67 1.49776 10.556 0.0158492
0.449529 0.213184 7892.95 1.46968 10.7537 0.0207674
0.438173 0.21443 7893.23 1.40032 10.8514 0.0128373
0.452057 0.21428 7892.84 1.49804 10.572 0.004164
0.453733 0.214245 7892.82 1.4987 10.5524 0.00498352
0.934555 0.216898 7885.45 0.969435 10.0936 0.0139787
0.388337 0.245433 7893.2 1.33087 9.10981 0.00126039
0.448596 0.212533 7893.48 1.44244 10.9807 0.00717683
0.558156 0.218748 7897.66 0.0200361 210.206 0.00303381
0.452043 0.214267 7892.78 1.49884 10.5794 0.00151054
0.452712 0.214271 7892.84 1.49942 10.5443 0.0207162
0.375809 0.241698 7913.51 0.277817 33.4859 0.0001209
0.464734 0.213941 7892.79 1.34618 11.0649 0.0358713
0.0519065 0.22071 7469.89 0.0355148 123.712 0.0073519
0.452169 0.214318 7892.84 1.49998 10.5581 0.00695115
0.183342 0.21928 7339.94 0.0756748 84.6739 0.0131552
0.453094 0.214225 7892.81 1.49945 10.5625 0.00185285
0.0366563 0.213822 7112.64 1.42806 102.608 0.0286237
0.452433 0.214234 7892.81 1.49978 10.5667 0.01757
0.434808 0.212844 7892.96 1.45881 11.2457 0.00124295
0.00163852 0.238948 7796.89 0.38444 71.3241 0.0111864
0.445532 0.213717 7892.33 1.17023 12.2167 0.00342393
0.421313 0.210029 7893.83 1.26076 12.842 0.00133991
0.453697 0.21519 7892.98 1.38329 10.9861 0.00257679
0.466501 0.211947 7892.31 1.18654 12.205 0.00465855
0.279989 0.233875 7888.49 0.0682315 68.8424 0.00789911
0.184925 0.178413 7284.33 0.830405 357.894 0.00590783
0.858907 0.206535 7888.29 0.345605 17.3865 0.00417891
0.65118 0.22361 7892.29 1.09613 9.90852 0.0107304
0.420575 0.206546 7892.19 0.545557 22.1904 0.0054863
0.502777 0.214056 7892.07 0.732381 16.2976 0.00879072
0.0196032 0.210714 7151.71 0.494839 277.471 0.00514753
0.284409 0.205641 7226.91 0.19399 265.952 0.00893942
0.803786 0.213274 7887.34 0.761478 11.3282 0.0148457
0.461171 0.199813 7894.35 0.554198 20.1446 0.0160115
0.0746721 0.223111 7713.32 1.46487 13.2807 0.00656075
0.945375 0.224633 7886.78 0.802566 9.41058 0.0320074
0.942314 0.223025 7887.26 1.27993 8.29014 0.0133989
0.121237 0.215087 7123.97 0.262188 47.077 0.000275852
0.175607 0.231156 7894.18 0.662511 22.2354 0.00258266
0.559592 0.210716 7890.63 0.617212 18.5683 0.00356223
0.0841942 0.20637 7125.96 0.198187 279.489 0.00664218
0.850573 0.218804 7886.23 0.870706 9.99606 0.0253752
0.117266 0.22856 7879.88 1.47892 4.03465 0.0632304
0.907742 0.213597 7885.87 0.921103 11.0146 0.0201423
0.91646 0.220409 7885.33 0.734579 9.9031 0.00380934
0.173381 0.402956 7132.94 1.09134 176.05 0.00453322
0.46217 0.213814 7892.59 1.43582 10.8504 0.00189552
0.452173 0.214248 7892.81 1.49803 10.5839 0.014232
