#  DeltaF, Fb, t0, u0, tE, rho
# 
4.435609999999999831e-01 2.096780000000000033e-01 7.894149999999999636e+03 9.952280000000000015e-01 1.491479999999999961e+01 2.254619999999999888e-02
3.980620000000000269e-01 2.140549999999999953e-01 7.892810000000000400e+03 1.048910000000000009e+00 1.403049999999999997e+01 6.751290000000000069e-03
5.031590000000000229e-01 2.053939999999999932e-01 7.890619999999999891e+03 1.366570000000000062e+00 1.106339999999999968e+01 2.492040000000000054e-03
4.918899999999999939e-01 2.081890000000000129e-01 7.891420000000000073e+03 7.655309999999999615e-01 1.570129999999999981e+01 3.372029999999999819e-03
5.332620000000000138e-01 2.150839999999999974e-01 7.889489999999999782e+03 1.417580000000000062e+00 9.675269999999999371e+00 3.478670000000000113e-03
4.315080000000000027e-01 2.157949999999999868e-01 7.892390000000000327e+03 7.596910000000000052e-01 1.683609999999999829e+01 5.827480000000000333e-03
5.754719999999999835e-01 2.133740000000000081e-01 7.890229999999999563e+03 9.821609999999999507e-01 1.191290000000000049e+01 8.391159999999999938e-03
5.157059999999999977e-01 2.256299999999999972e-01 7.891289999999999964e+03 1.444560000000000066e+00 8.901759999999999451e+00 3.187210000000000217e-03
4.971530000000000116e-01 2.241470000000000129e-01 7.890729999999999563e+03 1.198939999999999895e+00 1.038990000000000080e+01 2.475999999999999902e-03
4.482840000000000158e-01 2.124929999999999874e-01 7.894680000000000291e+03 1.315269999999999939e+00 1.316750000000000043e+01 1.752419999999999976e-03
4.328319999999999945e-01 2.171480000000000077e-01 7.891569999999999709e+03 5.386229999999999629e-01 2.583640000000000114e+01 3.007989999999999883e-03
4.583400000000000252e-01 2.143569999999999920e-01 7.893500000000000000e+03 1.346870000000000012e+00 1.184319999999999951e+01 4.208510000000000267e-04
5.619250000000000078e-01 2.100279999999999925e-01 7.892029999999999745e+03 1.276259999999999950e+00 9.307859999999999800e+00 2.031830000000000094e-02
5.040130000000000443e-01 2.147880000000000067e-01 7.891220000000000255e+03 1.252699999999999925e+00 1.181099999999999994e+01 1.001419999999999914e-02
3.971740000000000270e-01 2.220959999999999879e-01 7.894109999999999673e+03 1.009449999999999958e+00 1.387390000000000079e+01 6.359240000000000378e-03
4.614989999999999926e-01 2.074280000000000013e-01 7.891569999999999709e+03 1.143790000000000084e+00 1.216210000000000058e+01 2.902870000000000103e-02
4.077999999999999958e-01 2.159419999999999951e-01 7.892470000000000255e+03 1.111140000000000017e+00 1.337149999999999928e+01 3.963610000000000050e-02
4.041489999999999805e-01 2.016400000000000137e-01 7.893250000000000000e+03 1.158250000000000002e+00 1.535360000000000014e+01 1.120230000000000010e-02
3.633029999999999871e-01 2.008860000000000090e-01 7.895470000000000255e+03 8.536129999999999551e-01 1.740719999999999956e+01 1.033919999999999978e-02
4.421789999999999887e-01 2.145090000000000052e-01 7.891859999999999673e+03 9.056030000000000468e-01 1.489039999999999964e+01 7.690080000000000179e-03
4.827080000000000259e-01 2.062819999999999931e-01 7.893039999999999964e+03 1.164690000000000003e+00 1.283469999999999978e+01 3.075340000000000192e-03
5.786019999999999497e-01 2.176410000000000011e-01 7.887460000000000036e+03 1.409170000000000034e+00 9.416040000000000632e+00 2.308789999999999801e-03
9.954749999999999988e-01 2.145440000000000125e-01 7.885340000000000146e+03 1.080780000000000074e+00 7.339220000000000077e+00 1.097200000000000085e-02
7.396200000000000552e-01 2.205509999999999970e-01 7.888710000000000036e+03 3.110450000000000159e-01 1.795169999999999888e+01 1.940230000000000080e-02
4.487400000000000277e-01 2.064799999999999969e-01 7.892850000000000364e+03 1.374090000000000034e+00 1.209750000000000014e+01 5.921739999999999990e-03
4.775659999999999905e-01 2.114649999999999863e-01 7.890649999999999636e+03 6.191159999999999997e-01 2.052449999999999974e+01 2.626179999999999834e-02
9.675989999999999869e-01 2.189659999999999940e-01 7.886569999999999709e+03 3.559660000000000046e-01 1.656530000000000058e+01 1.032780000000000069e-03
4.197719999999999785e-01 2.261330000000000007e-01 7.889949999999999818e+03 9.345849999999999991e-01 1.327909999999999968e+01 5.977829999999999949e-03
4.397190000000000265e-01 2.172250000000000014e-01 7.891510000000000218e+03 1.210239999999999982e+00 1.362659999999999982e+01 3.714499999999999920e-03
4.242980000000000085e-01 2.126319999999999877e-01 7.893449999999999818e+03 1.420439999999999925e+00 1.058319999999999972e+01 2.870430000000000204e-03
7.923719999999999652e-01 2.260320000000000107e-01 7.885840000000000146e+03 5.352029999999999843e-01 1.461950000000000038e+01 1.552229999999999929e-02
5.101020000000000554e-01 2.160279999999999978e-01 7.894039999999999964e+03 1.348710000000000075e+00 1.118190000000000062e+01 1.360420000000000032e-02
9.323489999999999833e-01 2.178110000000000046e-01 7.885039999999999964e+03 7.434100000000000152e-01 9.577040000000000219e+00 2.147539999999999866e-02
4.885010000000000185e-01 2.185149999999999870e-01 7.890329999999999927e+03 1.452150000000000052e+00 1.123049999999999926e+01 2.735329999999999793e-03
5.523879999999999901e-01 2.111609999999999876e-01 7.888409999999999854e+03 1.446830000000000060e+00 1.021170000000000044e+01 5.737230000000000281e-03
4.679150000000000253e-01 2.105730000000000102e-01 7.891640000000000327e+03 8.800059999999999549e-01 1.522380000000000067e+01 6.486310000000000339e-03
8.925640000000000240e-01 2.231829999999999925e-01 7.885750000000000000e+03 1.198819999999999997e+00 8.403359999999999275e+00 8.786280000000000479e-03
9.559619999999999784e-01 2.147090000000000110e-01 7.886050000000000182e+03 1.239409999999999901e+00 7.386540000000000106e+00 7.232850000000000520e-04
4.511490000000000222e-01 2.172719999999999929e-01 7.892189999999999600e+03 4.005190000000000139e-01 3.081319999999999837e+01 3.096110000000000008e-04
4.439629999999999965e-01 2.180539999999999978e-01 7.893369999999999891e+03 1.210779999999999967e+00 1.214669999999999916e+01 4.543400000000000390e-03
4.196159999999999890e-01 2.125140000000000085e-01 7.893489999999999782e+03 7.810550000000000548e-01 1.762839999999999918e+01 2.781609999999999899e-03
4.327929999999999833e-01 2.113649999999999973e-01 7.894279999999999745e+03 1.204329999999999901e+00 1.221770000000000067e+01 1.938190000000000052e-02
9.581359999999999877e-01 2.129810000000000036e-01 7.886390000000000327e+03 4.765699999999999936e-01 1.602560000000000073e+01 2.109389999999999876e-02
4.495350000000000179e-01 2.092040000000000011e-01 7.893920000000000073e+03 7.176639999999999686e-01 1.796039999999999992e+01 1.738759999999999958e-02
8.852290000000000436e-01 2.176819999999999866e-01 7.886140000000000327e+03 9.407170000000000254e-01 8.838449999999999918e+00 1.311380000000000011e-03
3.416710000000000025e-01 2.054249999999999965e-01 7.897449999999999818e+03 1.154179999999999984e+00 1.650009999999999977e+01 2.455960000000000087e-03
4.992719999999999936e-01 2.082569999999999977e-01 7.892130000000000109e+03 1.335550000000000015e+00 1.004579999999999984e+01 2.555469999999999790e-03
4.424810000000000132e-01 2.140080000000000038e-01 7.893020000000000437e+03 4.312179999999999902e-01 2.458920000000000172e+01 1.443449999999999941e-02
4.476010000000000266e-01 2.202220000000000011e-01 7.893729999999999563e+03 1.019970000000000043e+00 1.455749999999999922e+01 1.672179999999999847e-02
5.235769999999999591e-01 2.160829999999999973e-01 7.890289999999999964e+03 7.178679999999999506e-01 1.544720000000000049e+01 6.651329999999999569e-03
4.955640000000000045e-01 2.141079999999999928e-01 7.892279999999999745e+03 1.477870000000000017e+00 1.005189999999999984e+01 9.529360000000000608e-03
3.792079999999999895e-01 2.163779999999999870e-01 7.893300000000000182e+03 1.197049999999999947e+00 1.319170000000000087e+01 2.516780000000000145e-03
4.992719999999999936e-01 2.082569999999999977e-01 7.892130000000000109e+03 1.335550000000000015e+00 1.004579999999999984e+01 2.555469999999999790e-03
4.358250000000000179e-01 2.079940000000000122e-01 7.894819999999999709e+03 1.132670000000000066e+00 1.418239999999999945e+01 2.526640000000000136e-02
8.010190000000000365e-01 2.146280000000000132e-01 7.885590000000000146e+03 1.462530000000000108e+00 8.351119999999999877e+00 1.231439999999999965e-02
4.866300000000000070e-01 2.221889999999999976e-01 7.892189999999999600e+03 7.871540000000000203e-01 1.268089999999999939e+01 6.522860000000000116e-03
5.808240000000000069e-01 2.196170000000000067e-01 7.889960000000000036e+03 8.077159999999999895e-01 1.407300000000000040e+01 8.246810000000000251e-03
3.874759999999999871e-01 2.199570000000000136e-01 7.893840000000000146e+03 9.126319999999999988e-01 1.303229999999999933e+01 1.684889999999999999e-02
4.860169999999999768e-01 2.085279999999999911e-01 7.892869999999999891e+03 1.409829999999999917e+00 1.123920000000000030e+01 4.589450000000000127e-03
4.783780000000000254e-01 2.075599999999999945e-01 7.894489999999999782e+03 6.134939999999999838e-01 1.654040000000000177e+01 4.625800000000000224e-03
8.632999999999999563e-01 2.173609999999999987e-01 7.886010000000000218e+03 1.182069999999999954e+00 8.402430000000000732e+00 1.144000000000000052e-03
8.497149999999999981e-01 2.158140000000000058e-01 7.886939999999999600e+03 1.052550000000000097e+00 8.097300000000000608e+00 3.250040000000000047e-03
9.350410000000000110e-01 2.244089999999999974e-01 7.886340000000000146e+03 9.101120000000000321e-01 9.173560000000000159e+00 1.420240000000000044e-02
7.116310000000000136e-01 2.238930000000000087e-01 7.886609999999999673e+03 8.332640000000000047e-01 1.179669999999999952e+01 3.734190000000000079e-03
7.089360000000000106e-01 2.144330000000000125e-01 7.887710000000000036e+03 5.001619999999999955e-01 1.462129999999999974e+01 1.243270000000000096e-03
5.083020000000000316e-01 2.141520000000000090e-01 7.891390000000000327e+03 9.902619999999999756e-01 1.334800000000000075e+01 8.860500000000000320e-03
6.085840000000000138e-01 2.138569999999999915e-01 7.889319999999999709e+03 8.994710000000000205e-01 1.256170000000000009e+01 3.852959999999999892e-03
5.575609999999999733e-01 2.020649999999999946e-01 7.891949999999999818e+03 1.463260000000000005e+00 1.011529999999999951e+01 5.784110000000000293e-03
4.770989999999999953e-01 2.143200000000000105e-01 7.893340000000000146e+03 7.077909999999999480e-01 1.656279999999999930e+01 2.405730000000000021e-04
4.054650000000000198e-01 2.086520000000000041e-01 7.896060000000000400e+03 6.627819999999999823e-01 2.200529999999999831e+01 8.060319999999999291e-03
3.503120000000000123e-01 2.158990000000000076e-01 7.895939999999999600e+03 7.358890000000000153e-01 1.882989999999999853e+01 3.841900000000000089e-03
5.108409999999999895e-01 2.184059999999999890e-01 7.891260000000000218e+03 1.219430000000000014e+00 1.152940000000000076e+01 1.692810000000000148e-02
8.115360000000000351e-01 2.189220000000000055e-01 7.885579999999999927e+03 1.496960000000000068e+00 6.661310000000000286e+00 5.545220000000000010e-03
4.165369999999999906e-01 2.107660000000000089e-01 7.891770000000000437e+03 6.644660000000000011e-01 1.954840000000000089e+01 8.651930000000000384e-03
5.859090000000000131e-01 2.123250000000000137e-01 7.889350000000000364e+03 1.034119999999999928e+00 1.098690000000000033e+01 3.382790000000000102e-02
6.143990000000000284e-01 2.139510000000000023e-01 7.891819999999999709e+03 1.243190000000000017e+00 9.432589999999999364e+00 5.607690000000000244e-03
4.147819999999999840e-01 2.130440000000000111e-01 7.893229999999999563e+03 7.019269999999999676e-01 1.862740000000000151e+01 5.708359999999999997e-03
4.047379999999999867e-01 2.101750000000000007e-01 7.893529999999999745e+03 1.383629999999999916e+00 1.151299999999999990e+01 3.849829999999999832e-03
4.953139999999999765e-01 2.123800000000000132e-01 7.892039999999999964e+03 1.009390000000000009e+00 1.326319999999999943e+01 1.196999999999999974e-02
9.201169999999999627e-01 2.207260000000000055e-01 7.886909999999999854e+03 4.919649999999999856e-01 1.374840000000000018e+01 4.729080000000000089e-03
4.604670000000000152e-01 2.133579999999999921e-01 7.892199999999999818e+03 9.827900000000000524e-01 1.435190000000000055e+01 2.958319999999999960e-03
8.248349999999999849e-01 2.236519999999999897e-01 7.886869999999999891e+03 1.435359999999999969e+00 7.444790000000000241e+00 7.769810000000000258e-03
6.223330000000000251e-01 2.143849999999999922e-01 7.888439999999999600e+03 1.118670000000000053e+00 8.519970000000000709e+00 4.893790000000000293e-03
8.866349999999999509e-01 2.260109999999999897e-01 7.885510000000000218e+03 1.409450000000000092e+00 6.813539999999999708e+00 8.250880000000000367e-03
4.460620000000000140e-01 2.175680000000000114e-01 7.893329999999999927e+03 1.284690000000000110e+00 1.069780000000000086e+01 6.931180000000000327e-03
3.482370000000000188e-01 2.179830000000000101e-01 7.894119999999999891e+03 6.499679999999999902e-01 2.081469999999999843e+01 4.449340000000000239e-02
4.663910000000000000e-01 2.148500000000000132e-01 7.893550000000000182e+03 7.228360000000000340e-01 1.641949999999999932e+01 6.191269999999999586e-03
4.516249999999999987e-01 2.106449999999999989e-01 7.893529999999999745e+03 9.531739999999999657e-01 1.213790000000000013e+01 2.973850000000000104e-02
4.629519999999999746e-01 2.148069999999999979e-01 7.892779999999999745e+03 8.627179999999999849e-01 1.228059999999999974e+01 2.664300000000000002e-02
5.139430000000000387e-01 2.085029999999999939e-01 7.892380000000000109e+03 1.374560000000000004e+00 1.034340000000000082e+01 2.156479999999999855e-02
8.506970000000000365e-01 2.309609999999999996e-01 7.886289999999999964e+03 1.020380000000000065e+00 8.628930000000000433e+00 1.120699999999999995e-02
9.046790000000000109e-01 2.201490000000000113e-01 7.886210000000000036e+03 1.467759999999999954e+00 7.075470000000000148e+00 1.617970000000000172e-02
9.383559999999999679e-01 2.158200000000000118e-01 7.885630000000000109e+03 1.020429999999999948e+00 8.496900000000000119e+00 5.827569999999999799e-03
9.453430000000000444e-01 2.261330000000000007e-01 7.885180000000000291e+03 1.019239999999999924e+00 8.526109999999999189e+00 5.476609999999999812e-03
9.426010000000000222e-01 2.144860000000000100e-01 7.885750000000000000e+03 1.089480000000000004e+00 8.012750000000000483e+00 4.116380000000000212e-03
3.731010000000000160e-01 2.218890000000000029e-01 7.894270000000000437e+03 5.165429999999999744e-01 2.057239999999999824e+01 7.875609999999999902e-03
4.840829999999999855e-01 2.177330000000000099e-01 7.891609999999999673e+03 1.089190000000000103e+00 1.304930000000000057e+01 3.489519999999999861e-03
3.482370000000000188e-01 2.179830000000000101e-01 7.894119999999999891e+03 6.499679999999999902e-01 2.081469999999999843e+01 4.449340000000000239e-02
6.112739999999999840e-01 2.134620000000000128e-01 7.892039999999999964e+03 1.203899999999999970e+00 9.406520000000000437e+00 2.720310000000000089e-03
9.775819999999999510e-01 2.164270000000000083e-01 7.885500000000000000e+03 7.164439999999999698e-01 1.005240000000000045e+01 7.179930000000000166e-03
5.283539999999999903e-01 2.100440000000000085e-01 7.889989999999999782e+03 1.358440000000000092e+00 9.764120000000000132e+00 9.805100000000000621e-03
5.132619999999999960e-01 2.108019999999999894e-01 7.890989999999999782e+03 1.455559999999999965e+00 1.141409999999999947e+01 1.845200000000000019e-04
7.466009999999999591e-01 2.175410000000000121e-01 7.889260000000000218e+03 1.270809999999999995e+00 8.441610000000000724e+00 1.788239999999999968e-02
5.081369999999999498e-01 2.146710000000000007e-01 7.891039999999999964e+03 1.374440000000000106e+00 1.147540000000000049e+01 9.172380000000000810e-03
4.952610000000000068e-01 2.067219999999999891e-01 7.892079999999999927e+03 1.023970000000000047e+00 1.277149999999999963e+01 1.022660000000000062e-02
8.857859999999999623e-01 2.211599999999999955e-01 7.886659999999999854e+03 1.197810000000000041e+00 6.668050000000000033e+00 1.347649999999999879e-04
9.555510000000000392e-01 2.142169999999999908e-01 7.885930000000000291e+03 4.232949999999999768e-01 1.648610000000000042e+01 2.743259999999999969e-03
4.495350000000000179e-01 2.092040000000000011e-01 7.893920000000000073e+03 7.176639999999999686e-01 1.796039999999999992e+01 1.738759999999999958e-02
9.834580000000000544e-01 2.081040000000000112e-01 7.885829999999999927e+03 1.195740000000000025e+00 9.050580000000000069e+00 3.473169999999999816e-03
5.243999999999999773e-01 2.078309999999999880e-01 7.891949999999999818e+03 1.345920000000000005e+00 9.359890000000000043e+00 2.602890000000000065e-03
4.864749999999999908e-01 2.104109999999999869e-01 7.894699999999999818e+03 1.145650000000000057e+00 1.222029999999999994e+01 3.428839999999999839e-03
4.816989999999999883e-01 2.185040000000000038e-01 7.892159999999999854e+03 4.060019999999999740e-01 2.439509999999999934e+01 1.112160000000000058e-03
8.539440000000000364e-01 2.124159999999999937e-01 7.885939999999999600e+03 3.757789999999999742e-01 1.814430000000000121e+01 3.317770000000000051e-04
9.744190000000000351e-01 2.140670000000000073e-01 7.887199999999999818e+03 6.468199999999999505e-01 1.036529999999999951e+01 1.445379999999999929e-02
3.503120000000000123e-01 2.158990000000000076e-01 7.895939999999999600e+03 7.358890000000000153e-01 1.882989999999999853e+01 3.841900000000000089e-03
4.487400000000000277e-01 2.064799999999999969e-01 7.892850000000000364e+03 1.374090000000000034e+00 1.209750000000000014e+01 5.921739999999999990e-03
4.776299999999999990e-01 2.083899999999999919e-01 7.892109999999999673e+03 1.039050000000000029e+00 1.304199999999999982e+01 3.981769999999999927e-04
3.980460000000000109e-01 2.171589999999999909e-01 7.894979999999999563e+03 1.448979999999999935e+00 1.047230000000000061e+01 6.365720000000000059e-03
4.864749999999999908e-01 2.104109999999999869e-01 7.894699999999999818e+03 1.145650000000000057e+00 1.222029999999999994e+01 3.428839999999999839e-03
9.515540000000000109e-01 2.139000000000000068e-01 7.884840000000000146e+03 1.381550000000000056e+00 6.796829999999999927e+00 4.285050000000000317e-03
4.653209999999999846e-01 2.235149999999999915e-01 7.893739999999999782e+03 1.293749999999999956e+00 9.835889999999999134e+00 1.470660000000000023e-02
4.364589999999999859e-01 2.192649999999999877e-01 7.893039999999999964e+03 8.902870000000000505e-01 1.502040000000000042e+01 4.752110000000000145e-04
9.149599999999999955e-01 2.167830000000000035e-01 7.885069999999999709e+03 1.442779999999999951e+00 7.295069999999999943e+00 8.251349999999999310e-03
8.890310000000000157e-01 2.173319999999999974e-01 7.886430000000000291e+03 9.346849999999999881e-01 9.689230000000000231e+00 2.897530000000000158e-03
4.719679999999999986e-01 2.030260000000000120e-01 7.893520000000000437e+03 1.196399999999999908e+00 1.193050000000000033e+01 3.559500000000000164e-03
5.031590000000000229e-01 2.053939999999999932e-01 7.890619999999999891e+03 1.366570000000000062e+00 1.106339999999999968e+01 2.492040000000000054e-03
4.203749999999999987e-01 2.154280000000000084e-01 7.895949999999999818e+03 6.240160000000000151e-01 1.818850000000000122e+01 8.361620000000000164e-03
8.684849999999999515e-01 2.278350000000000097e-01 7.887250000000000000e+03 1.212420000000000053e+00 8.300840000000000884e+00 1.820699999999999966e-03
4.876519999999999744e-01 2.275069999999999870e-01 7.891560000000000400e+03 5.916909999999999670e-01 1.629860000000000042e+01 3.623740000000000294e-02
4.046600000000000197e-01 2.118859999999999910e-01 7.893319999999999709e+03 3.550420000000000242e-01 2.837290000000000134e+01 1.630689999999999917e-02
5.051470000000000127e-01 2.236390000000000045e-01 7.893149999999999636e+03 1.459130000000000038e+00 8.598119999999999763e+00 1.943740000000000051e-02
4.433599999999999763e-01 2.130710000000000104e-01 7.893819999999999709e+03 9.871320000000000094e-01 1.341339999999999932e+01 1.143500000000000072e-02
4.483929999999999860e-01 2.114550000000000041e-01 7.893680000000000291e+03 1.143459999999999921e+00 1.263219999999999921e+01 1.260889999999999928e-02
4.817839999999999900e-01 2.109149999999999914e-01 7.890210000000000036e+03 1.227149999999999963e+00 1.047560000000000002e+01 2.867580000000000216e-03
4.094119999999999981e-01 2.073059999999999903e-01 7.894189999999999600e+03 9.839579999999999993e-01 1.713109999999999999e+01 5.732850000000000272e-03
4.923290000000000166e-01 2.015039999999999887e-01 7.892390000000000327e+03 1.264890000000000070e+00 1.071149999999999913e+01 3.876510000000000112e-03
7.895539999999999781e-01 2.175390000000000101e-01 7.886500000000000000e+03 5.654599999999999627e-01 1.404330000000000034e+01 5.045889999999999924e-03
4.552410000000000068e-01 2.087630000000000041e-01 7.892390000000000327e+03 8.372939999999999827e-01 1.497059999999999924e+01 8.549209999999999796e-03
8.349910000000000387e-01 2.161349999999999938e-01 7.886289999999999964e+03 1.413170000000000037e+00 7.686860000000000248e+00 2.431350000000000091e-03
8.834140000000000326e-01 2.111830000000000096e-01 7.885520000000000437e+03 9.960499999999999909e-01 9.517749999999999488e+00 6.323579999999999653e-03
7.259600000000000497e-01 2.098609999999999920e-01 7.886220000000000255e+03 1.022219999999999906e+00 9.957929999999999282e+00 6.781510000000000142e-03
5.575609999999999733e-01 2.020649999999999946e-01 7.891949999999999818e+03 1.463260000000000005e+00 1.011529999999999951e+01 5.784110000000000293e-03
3.715999999999999859e-01 2.090710000000000068e-01 7.894100000000000364e+03 1.006739999999999968e+00 1.479390000000000072e+01 7.143980000000000675e-05
4.385830000000000006e-01 2.164999999999999980e-01 7.892260000000000218e+03 1.463759999999999950e+00 1.044560000000000066e+01 1.835349999999999829e-02
5.135669999999999957e-01 2.140199999999999880e-01 7.892279999999999745e+03 1.354710000000000081e+00 1.064710000000000001e+01 6.996800000000000502e-04
3.970920000000000005e-01 2.210139999999999882e-01 7.892739999999999782e+03 1.194790000000000019e+00 1.345490000000000030e+01 7.834119999999999973e-03
4.583400000000000252e-01 2.143569999999999920e-01 7.893500000000000000e+03 1.346870000000000012e+00 1.184319999999999951e+01 4.208510000000000267e-04
9.281350000000000433e-01 2.154890000000000139e-01 7.884649999999999636e+03 7.482159999999999922e-01 1.106939999999999991e+01 2.954899999999999888e-03
4.861730000000000218e-01 2.141589999999999883e-01 7.893529999999999745e+03 3.284569999999999990e-01 2.489160000000000039e+01 2.012889999999999818e-03
4.767520000000000091e-01 2.225350000000000106e-01 7.890060000000000400e+03 1.328009999999999913e+00 1.142309999999999981e+01 3.291220000000000083e-03
4.523440000000000238e-01 2.070470000000000088e-01 7.892800000000000182e+03 7.998490000000000322e-01 1.615309999999999846e+01 7.064149999999999943e-03
4.776299999999999990e-01 2.083899999999999919e-01 7.892109999999999673e+03 1.039050000000000029e+00 1.304199999999999982e+01 3.981769999999999927e-04
4.651140000000000274e-01 2.051179999999999948e-01 7.894869999999999891e+03 9.180329999999999879e-01 1.397400000000000020e+01 1.566280000000000103e-02
9.834580000000000544e-01 2.081040000000000112e-01 7.885829999999999927e+03 1.195740000000000025e+00 9.050580000000000069e+00 3.473169999999999816e-03
8.836800000000000210e-01 2.225040000000000073e-01 7.885699999999999818e+03 1.424460000000000059e+00 7.224079999999999835e+00 3.793749999999999813e-03
4.237799999999999900e-01 2.240729999999999944e-01 7.895159999999999854e+03 1.339930000000000065e+00 1.124840000000000018e+01 3.111409999999999784e-03
7.945280000000000120e-01 2.299489999999999867e-01 7.886090000000000146e+03 8.744420000000000526e-01 1.054749999999999943e+01 1.125469999999999943e-02
4.791619999999999768e-01 2.116850000000000120e-01 7.891550000000000182e+03 8.168400000000000105e-01 1.708729999999999905e+01 5.764749999999999909e-03
4.362880000000000091e-01 2.063709999999999989e-01 7.893029999999999745e+03 9.480579999999999563e-01 1.487470000000000070e+01 3.708209999999999978e-03
5.597940000000000138e-01 2.158200000000000118e-01 7.888960000000000036e+03 1.253169999999999895e+00 1.045340000000000025e+01 2.053829999999999892e-02
5.282040000000000068e-01 2.079040000000000055e-01 7.890489999999999782e+03 1.475700000000000012e+00 1.025339999999999918e+01 1.023179999999999923e-02
4.165369999999999906e-01 2.107660000000000089e-01 7.891770000000000437e+03 6.644660000000000011e-01 1.954840000000000089e+01 8.651930000000000384e-03
4.306880000000000153e-01 2.128500000000000114e-01 7.893979999999999563e+03 1.347960000000000047e+00 1.215380000000000038e+01 1.877889999999999898e-03
4.918859999999999899e-01 2.217929999999999902e-01 7.888989999999999782e+03 1.284089999999999954e+00 1.074779999999999980e+01 3.904099999999999931e-02
4.072729999999999961e-01 2.186960000000000015e-01 7.893800000000000182e+03 9.721170000000000089e-01 1.400609999999999999e+01 4.212630000000000194e-03
9.947620000000000351e-01 2.220719999999999916e-01 7.885460000000000036e+03 8.248189999999999689e-01 9.103429999999999467e+00 4.812929999999999986e-03
5.036829999999999918e-01 2.153990000000000071e-01 7.892569999999999709e+03 9.303369999999999695e-01 1.505680000000000085e+01 3.822219999999999871e-03
6.570089999999999542e-01 2.186359999999999970e-01 7.886770000000000437e+03 8.389900000000000135e-01 1.447499999999999964e+01 2.593470000000000150e-02
4.464650000000000007e-01 2.240369999999999862e-01 7.891670000000000073e+03 1.282370000000000010e+00 1.183249999999999957e+01 5.890160000000000187e-03
4.866829999999999767e-01 2.092019999999999991e-01 7.891890000000000327e+03 1.167820000000000080e+00 1.163690000000000069e+01 9.609180000000000152e-03
9.009789999999999743e-01 2.263660000000000116e-01 7.885989999999999782e+03 1.017020000000000035e+00 8.752689999999999415e+00 3.864409999999999980e-03
4.574579999999999758e-01 2.328939999999999899e-01 7.890979999999999563e+03 9.781450000000000422e-01 1.459980000000000011e+01 1.425859999999999975e-02
4.992719999999999936e-01 2.082569999999999977e-01 7.892130000000000109e+03 1.335550000000000015e+00 1.004579999999999984e+01 2.555469999999999790e-03
4.203749999999999987e-01 2.154280000000000084e-01 7.895949999999999818e+03 6.240160000000000151e-01 1.818850000000000122e+01 8.361620000000000164e-03
4.651140000000000274e-01 2.051179999999999948e-01 7.894869999999999891e+03 9.180329999999999879e-01 1.397400000000000020e+01 1.566280000000000103e-02
4.077999999999999958e-01 2.159419999999999951e-01 7.892470000000000255e+03 1.111140000000000017e+00 1.337149999999999928e+01 3.963610000000000050e-02
5.523879999999999901e-01 2.111609999999999876e-01 7.888409999999999854e+03 1.446830000000000060e+00 1.021170000000000044e+01 5.737230000000000281e-03
5.002919999999999590e-01 2.123440000000000050e-01 7.889199999999999818e+03 1.412539999999999907e+00 1.080569999999999986e+01 2.737789999999999929e-03
4.619500000000000273e-01 2.085190000000000099e-01 7.891130000000000109e+03 1.219780000000000086e+00 1.292709999999999937e+01 1.176630000000000037e-02
5.040130000000000443e-01 2.147880000000000067e-01 7.891220000000000255e+03 1.252699999999999925e+00 1.181099999999999994e+01 1.001419999999999914e-02
4.367119999999999891e-01 2.068979999999999986e-01 7.893319999999999709e+03 1.452420000000000044e+00 1.144899999999999984e+01 1.053379999999999941e-02
4.488550000000000040e-01 2.204500000000000071e-01 7.895210000000000036e+03 1.367669999999999941e+00 1.126570000000000071e+01 3.418550000000000061e-02
9.281019999999999825e-01 2.141349999999999920e-01 7.885619999999999891e+03 4.899009999999999754e-01 1.382830000000000048e+01 4.967469999999999872e-03
9.694160000000000554e-01 2.101459999999999995e-01 7.885770000000000437e+03 7.055909999999999682e-01 1.214179999999999993e+01 4.283360000000000271e-04
4.418449999999999878e-01 2.137390000000000123e-01 7.892760000000000218e+03 1.093839999999999923e+00 1.387100000000000044e+01 2.520970000000000155e-02
8.822710000000000274e-01 2.195910000000000084e-01 7.887000000000000000e+03 1.365939999999999932e+00 6.417779999999999596e+00 4.916620000000000018e-03
4.475060000000000149e-01 2.194579999999999864e-01 7.891739999999999782e+03 7.513319999999999999e-01 1.448719999999999963e+01 4.270280000000000430e-03
8.091230000000000366e-01 2.218980000000000119e-01 7.885039999999999964e+03 1.426339999999999941e+00 7.101370000000000182e+00 2.212560000000000134e-03
4.461740000000000150e-01 2.210959999999999870e-01 7.891970000000000255e+03 1.275840000000000085e+00 1.168190000000000062e+01 2.149170000000000160e-03
8.842569999999999597e-01 2.237119999999999942e-01 7.885619999999999891e+03 8.912959999999999772e-01 1.030869999999999997e+01 7.738019999999999968e-03
5.103459999999999663e-01 2.111590000000000134e-01 7.890529999999999745e+03 1.142719999999999958e+00 1.084420000000000073e+01 6.302839999999999658e-03
4.474739999999999829e-01 2.061340000000000117e-01 7.891380000000000109e+03 6.046219999999999928e-01 1.831619999999999848e+01 5.005739999999999842e-03
9.009789999999999743e-01 2.263660000000000116e-01 7.885989999999999782e+03 1.017020000000000035e+00 8.752689999999999415e+00 3.864409999999999980e-03
4.121989999999999821e-01 2.226190000000000113e-01 7.894649999999999636e+03 1.154160000000000075e+00 1.153969999999999985e+01 1.605070000000000108e-02
